category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Multiple Choice,Lactose is broken down by lactase into which of the following monosaccharides? W) D-Glucose and D-Galactose X) D-Glucose and L-Galactose Y) L-Glucose and L- Galactose Z) L-Glucose and D- Galactose,W) D-GLUCOSE AND D-GALACTOSE ,Short Answer,Identify all of the following 4 products of the Krebs cycle that are produced with the coupling of NAD+: 1) Alpha-Ketoglutarate; 2) Succinate; 3) Fumarate; 4) Isocitric acid.,1 ONLY,NSBA
Math,Short Answer,What is the maximum number of reflex angles a simple 20-sided polygon can have?,17 ,Short Answer,A positive integer n has 420 factors. What is the smallest number of factors that n2 could have?,839,NSBA
Earth and Space,Multiple Choice,Which of the following ocean currents has the greatest flow velocity? W) Brazil current X) Benguela current Y) California current Z) Canary current,W) BRAZIL CURRENT ,Short Answer,The early stages of a Type Ia supernova are powered by the fusion of what two elements?,CARBON AND OXYGEN,NSBA
Chemistry,Multiple Choice,"In the third order reaction of A yields B, the initial half life of the reaction is proportional to the initial concentration of A to what power? W) -2 X) -1 Y) 0 Z) 1",W) -2 ,Short Answer,Identify all of the following three organic molecules that would yield a chiral product when reacted with methyllithium followed by an acidic workup: 1) Benzaldehyde; 2) 3-pentanone; 3) Butanone.,1 ONLY,NSBA
Energy,Short Answer,Researchers at Los Alamos National Lab and the Enzyme Institute are looking at enzymes produced by eukaryotic cells and prokaryotic cells by looking at their production pathway and comparing amino acid sequence similarity between them. What algorithm in bioinformatics uses pairwise sequence alignment to compare the amino acid sequence of a protein or the nucleotides in DNA?,BLAST (ACCEPT: BASIC LOCAL ALIGNMENT SEARCH TOOL) ,Short Answer,Researchers at Pacific Northwest National Lab are investigating the isoelectric point of millions of proteins. Rank the following 3 amino acids by increasing isoelectric point: 1) Arginine; 2) Histidine; 3) Proline.,"3, 2, 1",NSBA
Physics,Short Answer,"Given a cold and a hot reservoir with temperatures of 150K and 1050K respectively, what is the maximum amount of work that can be done in a Carnot cycle, with a heat input of 350 joules?",300 JOULES ,Multiple Choice,"Which of the following functions of potential energy with distance, has the greatest number of stable equilibrium points? W) x4 – 3x X) x2 – 2 Y) ex – x3 Z) ex – x4",Y) ex – x3,NSBA
Biology,Short Answer,What is the name for the part of the stem where the 4 parts of a flower are attached?,RECEPTACLE ,Short Answer,Order the following 3 amino acids in increasing order of hydrogen bonds it can create: 1) Cysteine; 2) Arginine; 3) Histidine.,"1, 3, 2",NSBA
Math,Multiple Choice,A simple graph has one million edges. Which of the following is closest to the lowest amount of vertices the graph could have? W) 1000 X) 1500 Y) 2000 Z) 2500,X) 1500 ,Short Answer,"What is the arc length from t = 0 to t = 6π of the following parametrized curve: x = 4sin(t), y = 4cos(t), z = 4.5t?",3 PI ROOT 145,NSBA
Earth and Space,Multiple Choice,Which of the following regions of Saturn’s rings is the outermost? W) Cassini division X) B ring Y) Encke gap Z) C ring,Y) ENCKE GAP ,Short Answer,The Rocky Mountains were created mainly by what late cretaceous orogeny?,LARAMIDE,NSBA
Chemistry,Multiple Choice,"In the reaction of 1-bromo-1-methylcyclohexane with sodium ethoxide, which of the following would be the major product? W) Methylene cyclohexane X) 1-Methyl cyclohexene Y) 1-Methoxy-1-methylcyclohexane Z) 1-Methoxy-2-methylcyclohexane",X) 1-METHYL CYCLOHEXENE ,Short Answer,"Given that the pKa of acetic acid is 4.7, then what is the pH to one decimal place, when 50 milliliters of 0.6 molar acetic acid reacts with 10 milliliters of 1 molar sodium hydroxide?",4.4,NSBA
Energy,Multiple Choice,Researchers at Lawrence Berkeley National Lab are revisiting certain bit-based computation systems for the development of quantum computers. Which of the following numbering systems for signed integers is most commonly used in modern computers? W) 1’s Complement X) 2’s Complement Y) IEEE754 Z) Sign Magnitude,X) 2’S COMPLEMENT ,Short Answer,Scientists at Los Alamos National Lab are researching how inducing interstitial defects in an alloy can affect its conductivity. Identify all of the following 3 alloys which are considered interstitial: 1) Copper-zinc; 2) Steel; 3) Lithium chloride.,2 ONLY,NSBA
Physics,Multiple Choice,Which of the following magnetic vector fields obeys Gauss’s law for magnetism? W) x2i + y2j X) 2xyi – x2j Y) sin(x)i + cos(x)j Z) cos(y)i + sin(x)j,Z) cos(y)i + sin(x)j ,Short Answer,"If a planet has double the radius of Earth and triple the density, then what is the acceleration due to gravity at this planet’s surface, in meters per second squared?",58.8,NSBA
Biology,Multiple Choice,"Rett syndrome is a sex-linked dominant disease found on the X-chromosome. If the offspring of a certain cross have a 50% chance of receiving the disease, regardless of gender, which of the following statements is true? W) The father has the disease. X) The mother does not have the disease. Y) The mother is homozygous for the disease Z) The mother is heterozygous for the disease",Z) THE MOTHER IS HETEROZYGOUS FOR THE DISEASE ,Short Answer,Order the following 3 phases of the cell cycle in increasing order of concentration of cyclin D: 1) G1; 2) G2; 3) M.,"1, 2, 3",NSBA
Math,Short Answer,"In a circle of radius 6, a secant subtends an angle of 120 degrees. What is the length of this secant?",6 ROOT 3 ,Short Answer,"Alice rolls a 6-sided die. If she rolls x, then she flips x coins. What is the expected number of heads that she gets?",1.75 (ACCEPT: 7/4) (NOTE: ALICE GETS NO HEAD),NSBA
Earth and Space,Short Answer,How many total neutrinos are emitted in the production of one helium-4 nucleus in the CNO cycle?,2 ,Multiple Choice,Which of the following objects would be found in the orbits of terrestrial planets? W) Trojan camps X) Greek camps Y) Amor objects Z) Centaurs,Y) AMOR OBJECTS,NSBA
Physics,Short Answer,"A train is moving at a constant velocity of 6 meters per second. Suddenly, it starts raining, causing the train to gain mass at a rate of 9 kilograms per second. What is the magnitude of the force needed to keep the train at a constant velocity?",54 NEWTONS ,Multiple Choice,"In a plasma, which of the following functions best describes the dependence of the electric potential on distance? W) 1 / r X) 1 / r2 Y) e–r / r Z) e–r / r2",Y) e-r / r,NSBA
Biology,Short Answer,"In alcohol fermentation in cells, what molecule is reduced by NADH to form ethanol?",ACETALDEHYDE ,Multiple Choice,Which of the following is NOT a function of acetylcholine? W) Dilates blood vessels X) Increases membrane permeability to chloride ion. Y) Inhibits adenylyl cyclase Z) Contracts smooth muscles,X) INCREASES MEMBRANE PERMEABILITY TO CHLORIDE ION,NSBA
Math,Short Answer,Identify all of the following 3 functions that are invertible: 1) y = x; 2) y = x2; 3) y = x3.,1 AND 3 ,Short Answer,Set A consists of all the positive even integers less than 100 and Set B consists of all the positive integers less than 100 that are relatively prime to 100. What is the cardinality of the symmetric difference between set A and set B?,89,NSBA
Earth and Space,Short Answer,What glacial depositional structure is a long ridge formed from sediment deposited from a glacier meltwater tunnel?,ESKER ,Multiple Choice,"At the end of the sun’s lifetime, it will form a galactic structure that most nearly resembles which of the following? W) Crab nebula X) Ring nebula Y) Trifid nebula Z) Wild Duck Cluster",X) RING NEBULA (Note: the sun will eventually form a planetary nebula),NSBA
Chemistry,Multiple Choice,How many sp2 hybridized oxygen atoms are present in 1 molecule of ozone? W) 0 X) 1 Y) 2 Z) 3,Z) 3 ,Short Answer,Rank the following 3 bonds in order of increasing average BDE (big dick energy): 1) H-C; 2) H-H; 3) H-F.,"1, 2, 3",NSBA
Energy,Multiple Choice,Scientists at Oak Ridge National Lab are using computers connected to the internet. Which of the following specifies what network a computer is on? W) Port number X) Serial number Y) MAC address Z) IP address,Z) IP ADDRESS ,Short Answer,"Scientists at Los Alamos National Lab are investigating the properties of uniform hypergraphs, which extend the notion of a graph by having edges connect more than 2 vertices together. If a uniform hypergraph has 1000 vertices, what is the minimum number of edges necessary to make the hypergraph connected if each edge connects 8 vertices?",143,NSBA
Physics,Short Answer,"What experiment measured the movement of a charged parallel- plate capacitor, which provided evidence that there was no luminiferous aether?",TROUTON-NOBLE EXPERIMENT ,Short Answer,"In a coaxial cable, the inner conductor has radius 1 meter and the outer conductor has radius 2 meters, and they have currents of 5 and 4 amperes, respectively. If both currents have the same direction, then what is the ratio of the strength of the magnetic field outside the cable to that between the two conductors?",7/5,NSBA
Biology,Multiple Choice,Melanocyte-stimulating hormone acts on which of the following body systems? W) Lymphatic X) Respiratory Y) Reproductive Z) Integumentary,Z) INTEGUMENTARY ,Short Answer,"Identify all of the following 3 groups of viruses that have a DNA genome, according to the Baltimore classification: 1) Group 1; 2) Group 4; 3) Group 6.",1 ONLY,NSBA
Math,Multiple Choice,Which of the following is closest to the number of digits in the number 2 to the 100th plus 3 to the 100th? W) 30 X) 50 Y) 70 Z) 90,X) 50 ,Short Answer,"Alice uses the tangent line approximation on the function ln(x) at x = 20 to try to estimate ln(55). If ln(20) = 3.00, what would she estimate ln(55) to be?",4.75,NSBA
Earth and Space,Multiple Choice,"Which of the following best compares the density and composition of oceanic crust with respect to continental crust? W) More dense, more felsic X) More dense, less felsic Y) Less dense, more felsic Z) Less dense, less felsic","X) MORE DENSE, LESS FELSIC ",Multiple Choice,Salt wedging is most likely to occur within which of the following Koppen climate classifications? W) A X) B Y) C Z) D,X) B,NSBA
Chemistry,Short Answer,What is the organic product formed when benzaldehyde undergoes a Clemmensen reduction?,TOLUENE (accept: methbenzene) ,Short Answer,How many unfilled tetrahedral holes are present in the unit cell of zinc blende?,4,NSBA
Energy,Short Answer,Scientists at Oak Ridge National Lab are studying how the 3D arrangement of molecules affects dimerization. Identify all of the following 3 molecules which dimerize to a significant degree at STP: 1) NO2; 2) NH3; 3) BH3.,"1 AND 3 [LY, PLEASE DOUBLE CHECK THIS I HAVEN’T DONE CHEM IN 
LIKE TWO YEARS]",Multiple Choice,"Researchers at SLAC National Lab are modifying the Haber process of creating ammonia from hydrogen and nitrogen such that it is feasible at STP. Which of the following statements best explains why the classical Haber process could not practically function at STP? W) At standard pressure, the reaction rate is too slow X) At standard pressure, the equilibrium favors the reactants Y) At standard temperature, the reaction rate is too slow Z) At standard temperature, the equilibrium favors the reactants","Y) AT STANDARD TEMPERATURE, THE REACTION RATE IS TOO SLOW",NSBA
Physics,Short Answer,Identify all of the following 3 particles that have antisymmetric wavefunctions upon exchange: 1) Neutrino; 2) Muon; 3) Proton.,ALL ,Short Answer,An observer is moving away from a light source and notices that it has a redshift of z = 0.25. What fraction of the speed of light are they moving at?,9/41 (ACCEPT: 9c/41),NSBA
Biology,Multiple Choice,"If marriages in Alabama are always between two siblings, then what is the coefficient of relatedness between an Alabama husband and wife? W) 0.25 X) 0.5 Y) 0.75 Z) 1",X) 0.5,Multiple Choice,Which of the following vitamins is most commonly involved with reactions in the human body that release CO2? W) Thiamine X) Pyridoxine Y) Folate Z) Cobalamin,W) THIAMINE,NSBA
Math,Short Answer,Identify all of the following 3 quadrilaterals that necessarily have at least one pair of equal internal angles: 1) Parallelogram; 2) Kite; 3) Trapezoid.,1 AND 2 ,Short Answer,"The roots of the polynomial z2022 – 1 are plotted on the complex plane and connected to form a simple convex polygon. To the nearest hundredth, what is the area of this polygon?",3.14,NSBA
Earth and Space,Short Answer,"Galaxy-rich clusters mostly contain elliptical galaxies and what other type of galaxy, denoted S0, that is an intermediate between elliptical and spiral galaxies?",LENTICULAR ,Short Answer,Identify all of the following 3 statements that are true about the moon Phobos: 1) Phobos is expected to eventually escape Mars’ gravity; 2) Phobos is tidally locked to Mars; 3) Phobos orbits Mars approximately twice every Martian day.,2 AND 3,NSBA
Chemistry,Short Answer,Rank the following 3 salts in order of increasing solubility in water: 1) Lead chloride; 2) Calcium fluoride; 3) Barium acetate.,"2, 1, 3 ",Multiple Choice,Which of the following isotopes is NOT stable? W) Oxygen-17 X) Phosphorus-32 Y) Nitrogen-15 Z) Sulfur-34,X) PHOSPHORUS-32,NSBA
Energy,Short Answer,Scientists at Sandia National Lab are studying the coordination of different crystal structures. Order the following 3 crystal structures in terms of increasing coordination number: 1) Simple cubic; 2) Body-centered cubic; 3) Face-centered cubic.,"1, 2, 3 ",Short Answer,"Scientists at Argonne National Lab are studying superconductivity in twisted bilayer graphene. Twisted bilayer graphene consists of two graphene layers twisted at a small angle apart from each other, forming what kind of interference pattern?","MOIRE PATTERN (or fringe, lattice, system, really anything including moire)",NSBA
Physics,Multiple Choice,"Waves A and B have a beat frequency of 6 Hertz. Waves B and C have a beat frequency of 9 Hertz. In hertz, which of the following could be the beat frequency of waves A and C? W) 3 X) 6 Y) 9 Z) 12",W) 3 ,Short Answer,"An object is placed 10 centimeters from a concave lens with a focal length of 15 centimeters. In centimeters, what is the distance between the object and the image?","4 (Note: 1/di = 1/(-15) – 1/10 = –1/6, 10 – 6 = 4)",NSBA
Biology,Multiple Choice,Which of the following amino acids would you expect to find the LEAST of in collagen? W) Glycine X) Alanine Y) Isoleucine Z) Proline,Y) ISOLEUCINE ,Multiple Choice,Which of the following is closest to the ratio of glucose consumed of a glucose-fed yeast in an anaerobic environment to a glucose-fed yeast in an aerobic environment in order for it to produce the same amount of ATP? W) 16 X) 10 Y) 6 Z) 4,W) 16,NSBA
Math,Short Answer,"What is the 50th term in the arithmetic sequence with first 3 terms 5, 2, -1?",-142 ,Short Answer,5 boys and 3 girls are standing in a circle. Nowhere can three boys or two girls be standing adjacent to each other. How many ways are there to arrange the students?,720,NSBA
Earth and Space,Short Answer,Identify all of the following three configurations of the moon at which a spring tide could occur: 1) First quarter; 2) Waning gibbous; 3) New moon.,3 ONLY ,Multiple Choice,Which of the following is closest to the approximate depth of the low-velocity zone in the mantle? W) 50-100 kilometers X) 100-200 kilometers Y) 200-410 kilometers Z) 410-660 kilometers,X) 100-200 KILOMETERS,NSBA
Physics,Multiple Choice,"In a graph of stopping potential vs frequency for the photoelectric effect, the slope of the line formed equals which of the following? W) Work function over fundamental charge X) Planck’s constant Y) Planck’s constant over cutoff frequency Z) Planck’s constant over fundamental charge",Z) PLANCK’S CONSTANT OVER FUNDAMENTAL CHARGE ,Multiple Choice,A closed system contains 1 mole of an ideal gas and undergoes an isothermal expansion from 1 liter to 20 liters. Which of the following is closest to the change in entropy of the system? W) 6 X) 12 Y) 25 Z) 50,Y) 25,NSBA
Biology,Short Answer,Identify all of the following 3 compounds that the accumulation of would lead to the inhibition of glycolysis: 1) ATP; 2) ADP; 3) AMP.,1 ONLY ,Multiple Choice,Which of the following types of skeletal muscle fibers has the lowest concentration of mitochondria? W) Fast Glycolytic X) Fast Oxidative Y) Slow Glycolytic Z) Slow Oxidative,W) FAST GLYCOLYTIC,NSBA
Math,Short Answer,"What is the Manhattan distance between the points (0, 6) and (7, 1)?",12 ,Short Answer,"On a 3 by 4 chessboard, how many perfect tilings are there with 1x2 indistinguishable dominoes?",11 maybe,NSBA
Earth and Space,Multiple Choice,"At the end of the sun’s lifetime, where will it be on the HR diagram relative to where it is right now? W) Up and to the left X) Up and to the right Y) Down and to the left Z) Down and to the right",Z) DOWN AND TO THE RIGHT ,Short Answer,Identify all of the following statements that are true of pegmatites: 1) They form from the solidification of anhydrous melt; 2) They are fine-grained igneous rocks; 3) They contain high amounts of corundum.,3 ONLY,NSBA
Chemistry,Multiple Choice,Which of the following molecules is NOT IR active? W) Carbon dioxide X) Ethane Y) Oxygen Z) Boron trichloride,Y) OXYGEN ,Short Answer,The Hunsdiecker reaction produces organic halides when reacting halogens with carboxylate salts of what cation?,SILVER (ACCEPT: AG),NSBA
Energy,Short Answer,Researchers at Lawrence Berkeley National Lab are studying angioblast cell differentiation from the zona pellucida. What process is triggered when the zona pellucida binds with a spermatozoa?,"ACROSOME REACTION (ACCEPT: PROCESS OR JUST ACROSOME) [DJ, 
BIO]",Short Answer,"Researchers at Brookhaven National Lab are studying spectroscopic methods for determining the enantiomeric yields of drugs after the production to see which are viable. Identify all of the following 3 compounds that are optically active: 1) Cis 1,2 Dimethylcyclohexane; 2) Propadiene; 3) Succinic acid.",NONE,NSBA
Physics,Short Answer,"Five resistors of resistances 1, 2, 3, 4, and 5 ohms, in that order, are placed in series with a 1 volt battery. What is the voltage difference across the middle resistor?",0.2 VOLTS ,Short Answer,An object’s acceleration is decreasing at a rate of 2 meters per second cubed. The object is moving at a velocity of –5 meters per second and has an acceleration of +6 meters per second squared at time t = 0. For what positive value of t does the object achieve its largest positive displacement from its starting position?,5,NSBA
Biology,Short Answer,"In acyclic electron flow of photosystem I, what compound acts as the final electron acceptor?",FERREDOXIN,Short Answer,Identify all of the following 3 animals that usually follow a type II survivorship curve: 1) Mice; 2) Gopher; 3) Fish.,1 AND 2,NSBA
Math,Short Answer,"If Ella has a nonzero amount of pennies and nickels each, how many ways are there for her to have 40 cents?",7 ,Short Answer,A tetrahedron is inscribed in a hemisphere of radius 6. What is the maximum possible volume of that tetrahedron?,54 ROOT 3,NSBA
Earth and Space,Multiple Choice,Which of the following best describes the components of glacial till? W) Sorted and stratified X) Sorted and unstratified Y) Unsorted and stratified Z) Unsorted and unstratified,Z) UNSORTED AND UNSTRATIFIED ,Short Answer,Order the following 4 epochs of the early Universe in chronological order: 1) Photon epoch; 2) Quark epoch; 3) Planck epoch; 4) Electroweak epoch.,"3, 4, 2, 1",NSBA
Chemistry,Short Answer,Rank the following 3 atoms in order of increasing second ionization energy: 1) Magnesium; 2) Aluminum; 3) Silicon.,"1, 3, 2 ",Short Answer,"Given that the standard reduction potential of Fe3+ to Fe2+ in aqueous solution is 0.75 volts, and the standard reduction potential of Fe2+ to Fe is -0.5 volts, then to 2 significant figures, what is the standard reduction potential of Fe3+ to Fe in volts?",-0.083,NSBA
Energy,Short Answer,"Researchers at SLAC National Lab are using the Large Helical Device to study the efficiency of nuclear reactions. They found that substituting hydrogen for deuterium reduced the rate of a reaction by a factor of 7, which was an example of what effect?",KINETIC ISOTOPE EFFECT (ACCEPT: KIE) ,Short Answer,Researchers at Oakridge National Lab are trying to store their laboratory data in an easily accessible way using trees. Identify all of the following 3 types of trees that are self balancing: 1) Heap; 2) 2-3-4; 3) Red Black.,ALL,NSBA
Physics,Multiple Choice,Which of the following quantities is NOT conserved in a nuclear fission reaction? W) Momentum X) Nucleon number Y) Lepton number Z) Rest mass,Z) REST MASS ,Short Answer,"A box with dimensions of 3 x 4 x 5 meters acts like an ideal spring when compressed and stretched along the direction parallel to its long edges. In this direction, if the box has a spring constant of 2, then what is the Young’s modulus of the box along this direction?",24/5 (ACCEPT: 4.8),NSBA
Biology,Multiple Choice,Which of the following cells are destroyed by a person with multiple sclerosis? W) Schwann cells X) Oligodendrocytes Y) Purkinje cells Z) Astrocytes,X) OLIGODENDROCYTES ,Short Answer,Identify all of the following 3 substances that can cross the glomerulus in Bowman’s Capsule: 1) Glucose; 2) Globulin; 3) Water.,1 AND 3,NSBA
Math,Short Answer,Identify all of the following 3 polynomials that are irreducible over the integers: 1) x2 + 3x - 12; 2) x2 + 15; 3) x2 - 15.,ALL ,Short Answer,"Kevin rolls a 6-sided die. If he rolls x, then he flips x coins. What is the probability that at least half of his flips are heads?",115/192,NSBA
Earth and Space,Short Answer,Order the following three isotopes by increasing ignition temperature of fusion. 1) Deuterium; 2) Protium; 3) Lithium,"3, 1, 2 ",Multiple Choice,A 4 solar-mass star would have a lifetime of approximately how many sun lifetimes? W) 1/32 X) 1/8 Y) 8 Z) 32,W) 1/32,NSBA
Chemistry,Multiple Choice,Which of the following molecules is the strongest nucleophile? W) Methanol X) Dimethylether Y) Methylamine Z) Dimethylamine,Z) DIMETHYLAMINE ,Short Answer,Identify all of the following 3 elements that have a larger atomic radius than iron: 1) Scandium; 2) Manganese; 3) Nickel.,ALL,NSBA
Energy,Short Answer,Researchers at Pacific Northwest National Lab are measuring recharge rates in aquifers by measuring the permeability of the aquifer and viscosity of the liquids. What equation in hydrology describes the movement of groundwater in porous mediums?,DARCY’S LAW ,Short Answer,"Scientists at Lawrence Berkeley National Lab are investigating the impact of asexual reproduction on biodiversity. What general process are they interested in, which describes unfertilized asexual reproduction in plants?",APOMIXIS,NSBA
Physics,Short Answer,"A telescope consists of two lenses with powers of 4 diopters and 50 diopters, respectively. What is the magnifying power of this telescope?",12.5 (ACCEPT: 25/2) ,Short Answer,"Identify all of the following 3 statements that are true: 1) Special relativity can be used to analyze accelerating objects; 2) If two events are timelike, then there exists a reference frame where they occur at the same time; 3) The Lorentz force transforms correctly under Lorentz transformations.",1 AND 3,NSBA
Biology,Multiple Choice,"Which of the following is closest to how far, in base pairs, the TATA box is located upstream of the start of transcription? W) 25 X) 250 Y) 2,500 Z) 25,000",W) 25 ,Short Answer,Identify all of the following 3 proteins that are activated in phosphorylation cascade: 1) Protein Phosphatase; 2) Protein Kinase I; 3) Protein Kinase II,"2, 3",NSBA
Math,Short Answer,"4 people have assigned seats, but everyone has forgotten whose seat belongs to whom. If everyone chooses a seat at random (and no two people sit in the same seat), what is the probability that exactly 2 people choose their own seat?",1/4 ,Short Answer,The graph of x2 - 3xy + y2 = 0 consists of two intersecting lines. What is the slope of the steeper line?,3 PLUS ROOT 5 ALL OVER 2,NSBA
Earth and Space,Multiple Choice,Which of the following minerals is most resistant to chemical weathering? W) Quartz X) Kaolinite Y) Wulfenite Z) Muscovite,W) QUARTZ ,Multiple Choice,Topaz would most likely form in which of the following environments? W) Subduction zone X) Aureole Y) Geyser Z) Glacier,Y) GEYSER,NSBA
Biology,Multiple Choice,Which of the following compounds in the citric acid cycle is NOT a four carbon compound? W) Alpha-Ketoglutarate X) Succinate Y) Fumarate Z) Malate,W) Alpha-Ketoglutarate ,Short Answer,What class of plant hormones is produced in the roots in response to low phosphate levels and is responsible for regulating the attraction of mycorrhizal fungi to the roots?,Strigolactones,NSBA
Chemistry,Short Answer,Identify all of the following 4 elements that violate the Aufbau principle: 1) Potassium; 2) Chromium; 3) Copper; 4) Zinc.,2 AND 3 ,Short Answer,You take photoelectron spectroscopy spectra of samples of three different elements and normalize them so that the first peaks of all three spectra are the same height. Order the following three elements in order of increasing height of the last peak in their PES spectra: 1) Lithium; 2) Nitrogen; 3) Magnesium.,"1, 3, 2",NSBA
Earth and Space,Short Answer,Identify all of the following three metamorphic facies that would likely be created by contact metamorphism: 1) Eclogite; 2) Greenschist; 3) Blueschist.,NONE ,Multiple Choice,Which of the following is NOT a likely effect of a global increase in cloud condensation nuclei? W) Increase in Earth’s albedo X) Increase in individual cloud brightness Y) Decrease in Earth’s temperature Z) Decrease in individual cloud lifetimes,Z) DECREASE IN INDIVIDUAL CLOUD LIFETIMES,NSBA
Math,Short Answer,"A cell sample initially has 60 cells at 4:30 PM. If the cell population doubles every 3 minutes, how many cells will be in the sample at 4:45 PM?",1920 ,Short Answer,"How many monic quadratic polynomials with integer coefficients have both of the following 2 properties: I) The quadratic has two distinct integer roots between -5 and 5 inclusive, and II) The quadratic has points in all four quadrants, not counting points on the x and y axes.",25,NSBA
Physics,Short Answer,A force of 50 Newtons is used to stretch a spring 0.2 meters from equilibrium. What is the potential energy stored in this spring in Joules?,5 ,Short Answer,A heat pump is running between two reservoirs with temperatures of 500 Kelvin and 350 Kelvin. What is the ratio of the efficiency of this heat pump to the efficiency of a refrigerator running between the same two reservoirs?,0.7,NSBA
Biology,Multiple Choice,The formation of an apoptosome is triggered when dATP and what other molecule binds to Apaf-1? W) Caspase 9 X) Bcl-2 Y) Cytochrome C Z) Bax,Y) Cytochrome C ,Short Answer,Identify all of the following four cells that myeloid stem cells can turn into: I) Lymphoid cell II) Red blood cell III) Basophil IV) Natural killer cell,II and III,NSBA
Chemistry,Multiple Choice,An organometallic reagent where carbon is bonded with which of the following metals will undergo the most rapid addition into an aldehyde? W) Lithium X) Aluminum Y) Zinc Z) Palladium,W) LITHIUM ,Short Answer,"100 grams of Substance A with a specific heat of 2 Joules per gram Celsius is heated from 20 to 70 degrees Celsius. Then, 100 grams of Substance B with a specific heat of 4 Joules per gram Celsius is added at a temperature of 40 degrees Celsius. The mixture is allowed to reach thermal equilibrium and then heated back up to 70 degrees Celsius. How many total Joules are required for this process?","22,000",NSBA
Earth and Space,Short Answer,Identify all of the following three regions of the Milky Way in which Population I stars are dominant: 1) Bulge; 2) Disk; 3) Halo.,2 ONLY ,Short Answer,"Mercury is locked in a 3-to-2 spin-orbit resonance, with a sidereal day length of A and an orbital period of 3A/2. In terms of A, how long would a solar day last to an observer on Mercury?",3A,NSBA
Math,Short Answer,Jack scores 112 points on a test whose results are normally distributed with a mean of 100 and a standard deviation of 15. What is the z-score of Jack’s score?,0.8 ,Short Answer,Let S be the set of positive integers under 100 with 2 as a digit. How many zeroes are at the end of the number obtained by multiplying together all the numbers in S?,3,NSBA
Physics,Short Answer,"Two resistors with resistance R are placed in parallel, and a 300 Ohm resistor is placed in series with these. If these resistors are connected to a constant voltage source, what value of R will maximize the power dissipated in the parallel resistors?",600 ,Multiple Choice,Which of the following optical devices always produces a virtual upright image on the same side of the device as the object? W) Convex mirror X) Concave mirror Y) Convex lens Z) Concave lens,Z) Concave lens,NSBA
Biology,Short Answer,Order the following 3 amino acids from most polar to least polar side chain: 1) Alanine; 2) Glutamate; 3) Methionine.,"2, 3, 1 ",Multiple Choice,What is the term for the area of intergradation between two distinct terrestrial biomes. W) Biotone X) Ecotone Y) Biome Boundary Layer Z) Ecological Overlap Zone,X) Ecotone,NSBA
Chemistry,Multiple Choice,Which of the following pairs of elements could combine to form an interstitial alloy? W) Iron and carbon X) Iron and chromium Y) Zinc and lead Z) Zinc and tin,W) IRON AND CARBON ,Short Answer,Identify all of the following three reagents that can oxidize a primary alcohol into a carboxylic acid: 1) Jones reagent; 2) PCC in DCM; 3) PCC in H2O,1 AND 3 (ACCEPT: ALL BUT 2),NSBA
Earth and Space,Short Answer,Order the following three types of asteroids from lowest to highest density: 1) C-type; 2) M-type; 3) S-type.,"1, 3, 2 ",Short Answer,Identify all of the following three elements that exhibit strong emission lines in the spectra of Wolf-Rayet stars: 1) Hydrogen; 2) Helium; 3) Carbon.,2 and 3,NSBA
Math,Multiple Choice,"A teacher wants to select a committee of 3 members where 2 must be boys and 1 must be a girl. Given that there are 45 ways to make committees, and that there are 2 times as many boys as there are girls. Which of the following could be the number of girls in the class? W) 3 X) 4 Y) 5 Z) 6",W) 3 ,Short Answer,"Isaac is attempting to apply Rolle’s Theorem on an interval of the function y = x2 + 6x + 2023. If the x-coordinate of one endpoint of his interval is 2024, what is the x-coordinate of the other endpoint?",-2030,NSBA
Physics,Short Answer,Identify all of the following 3 statements that are true about photons: 1) They carry energy; 2) They carry momentum; 3) They are excitations in a spinor field,1 AND 2 ,Short Answer,"A rectangle is formed from a thin sheet of metal that is twice as long as it is wide. When the rectangle is rotated about an axis passing through its center of mass and parallel to the short side, its moment of inertia is equal to 12. What is the moment of inertia of the rectangle when rotated about an axis through its center of mass perpendicular to its surface?",15,NSBA
Biology,Multiple Choice,"The organ identity genes, which regulate the development of the stereotypical flower, belong to which of the following family of genes? W) MADS-box X) SRF-box Y) CYP Z) HSP",W) MADS-box ,Short Answer,"During translation, a mrna binds to a small ribosomal subunit. A large ribosomal subunit needs to bind on to form the initiation complex. How many GTP molecules will need to be hydrolyzed to provide energy for the large ribosomal subunit to form the initiation complex?",2,NSBA
Chemistry,Short Answer,Coby Tran performs a Ni(II)-catalyzed asymmetric hydrovinylation reaction on a substrate and gets a mixture with an enantiomeric excess of 10% favoring the (R) enantiomer. What is the molar ratio of the (R) to (S) enantiomers in the product?,11/9 (ACCEPT: 11 TO 9),Short Answer,Bill Zhao makes a solution of n-propyl acetate in THF and adds in what he thought was two equivalents of a Grignard reagent. He later realizes that he only added 0.8 equivalents of the Grignard reagent. Identify all of the following three functional groups he expects to see after acid workup: 1) Alcohol; 2) Ketone; 3) Ester,ALL,NSBA
Earth and Space,Short Answer,"Ice formation surrounding Antarctica is driven by the action of what cold, high-speed winds coming from the interior of the continent?",KATABATIC WINDS ,Multiple Choice,"Which of the following best describes the height and primary productivity, respectively, of ocean gyre centers compared to currents on the edge of the gyre? W) Higher; higher X) Higher; lower Y) Lower; higher Z) Lower; lower",X) HIGHER; LOWER,NSBA
