category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Short Answer,Identify all of the following three classes of inhibitors that would not alter the Vmax of a reaction: 1) Suicide inactivators; 2) Transition state analogs; 3) Competitive inhibitors.,3 ONLY,Short Answer,Identify all of the following three statements that are true of seedless vascular plants: 1) Extant; 2) More closely related to algae than angiosperms; 3) Monophyletic.,1 ONLY,SBST
Energy,Short Answer,"Argonne national lab scientists have determined the chemical structure and electronic bandgaps in the germanium selenide monolayer. To do this, they used the diffusion quantum form of what stochastic method to solve the Schrodinger equation?",MONTE CARLO,Short Answer,"Researchers at Argonne national lab are looking into the effects on molecular cobalt catalysts when pyridine is replaced with pyrazine, an isomer of pyrimidine that instead has the nitrogens located on the 1 and 4 positions of the ring. Rank the following three isomers in order of increasing basicity: 1) Pyrazine; 2) Pyrimidine; 3) Pyridazine.","1, 2, 3",SBST
Physics,Short Answer,"Two systems, A and B, exchange Q heat with each other while each system is maintained at a temperature of T1 and T2, respectively. Identify all of the following three systems that are internally reversible. 1) System A; 2) System B; 3) The universe.",1 AND 2,Short Answer,The Clausius-Mossotti relation can be used to calculate the dielectric constant from polarizability. This is analogous to what other relation to calculate the refractive index from atomic polarizability?,LORENTZ-LORENZ EQUATION (DO NOT ACCEPT: LORENTZ OR LORENZ),SBST
Chemistry,Short Answer,Rank the following three bonds in terms of increasing IR stretching frequency: 1) C—Cl bond in acetyl chloride; 2) C—O bond in dimethyl ether; 3) C—O single bond in acetic acid.,"1, 2, 3",Short Answer,"Acetone is treated with sodium hydroxide and iodine, followed by an acidic workup. What are the IUPAC names of the two organic products that are formed?",ACETIC ACID AND IODOFORM (ACCEPT: ETHANOIC ACID AND,SBST
Math,Short Answer,Two octahedral dice numbered 1 through 8 are rolled. What is the probability that their product is prime?,1/8,Short Answer,"How many possible rational roots exist via the rational root theorem, for a 20th degree polynomial with leading coefficient 4, and constant term 30?",32,SBST
Earth and Space,Short Answer,"A parcel of air at ground level has a temperature of 33 degrees Celsius. Given that the dry adiabatic lapse rate is 8 degrees Celsius per kilometer, the wet adiabatic lapse rate is 5 degrees Celsius per kilometer, and the dew point is 15 degrees Celsius, then, to the nearest tenth and in kilometers, what is the altitude of the condensation level?",2.3,Short Answer,Identify all of the following three statements that are true of the moons of mars: 1) Phobos is bigger than Deimos; 2) Phobos will eventually crash into mars; 3) Deimos possesses the Stickney impact crater.,1 AND 2,SBST
Biology,Short Answer,Diadromous fish such as Salmon commonly undergo a process called smoltification whereby their cells adapt to living in a marine environment from a freshwater one. During this transformation the secretion of which hormone signals the proliferation of salt secreting cells?,CORTISOL,Short Answer,Order the following three processes in chronological order within the retina when the mammalian eye is exposed to a light source: 1) Light passes through the outer segment of the photoreceptor; 2) Light passes through the ganglion cell; 3) cGMP phosphodiesterase is activated by transducin.,"2, 1, 3",SBST
Chemistry,Short Answer,Identify all of the following three ligands that are pi donors: 1) Cyano; 2) Oxide; 3) Triphenylphosphine,2 ONLY,Short Answer,Identify all of the following three statements that are true about carbenes: 1) Singlet carbenes contain two paired electrons in the carbon’s p orbital; 2) Electron donating groups favor the triplet carbene; 3) Carbenes can be formed through the alpha elimination of an alkyl chloride.,3 ONLY,SBST
Physics,Short Answer,Identify all of the following three quantities that factor into the Lawson criterion for nuclear fusion. 1) Ion density; 2) Moderator polarizability; 3) Ignition temperature.,ALL,Short Answer,Identify all of the following three pairs of variables that are related by a Legendre transform. 1) Lagrangian and Hamiltonian; 2) Helmholtz free energy and Internal energy; 3) Retarded Potential and Lienard-Wiechert Potential.,1 AND 2,SBST
Energy,Multiple Choice,Scientists at Lawrence Berkeley National Lab have been studying the effects of ricin on ribosomes. Ricin is a deadly toxin that inhibits the rRNA glycosylase activity of eukaryotic ribosomes. Which of the following classes of ribosomal subunits could it possibly inhibit? W) 30S X) 40S Y) 50S Z) 60S,Z) 60S,Short Answer,"Scientists at Argonne national lab are studying the synthesis of palladium hydrides under high pressures of hydrogen gas. Identify all of the following 3 statements that are true of these palladium hydrides: 1) Upon addition of hydrogen, palladium becomes superconducting; 2) The palladium hydrides have a simple cubic unit cell; 3) The volume of the unit cells increases monotonically with pressure.",1 ONLY,SBST
Math,Short Answer,A rhombus is constructed so that its interior angles measure 30 degrees and 150 degrees. What side length must the rhombus have such that the perimeter and area of the rhombus are numerically equivalent?,8,Short Answer,"Given that sine of 19 degrees is 1/3, what is sine of 57 degrees?",23/27,SBST
Chemistry,Short Answer,Rank the following three hydrogen atoms in terms of increasing pKa: 1) Hydrogen alpha to aldehyde carbonyl group; 2) Hydrogen alpha to ester carbonyl group; 3) Hydrogen alpha to ketone carbonyl group.,"1, 3, 2",Multiple Choice,Lithium dialkyl cuprates are most commonly used to produce which of the following functional groups from acid chlorides? W) Aldehyde X) Ester Y) Alcohol Z) Ketone,Z) KETONE,SBST
Earth and Space,Short Answer,"For each of the following three events in Mars history, give the corresponding time period that it happened: 1) Formation of the Hellas basin; 2) Slow heat loss; 3) Rapid cooling due to axial tilt.",1) NOACHIAN; 2) AMAZONIAN; 3) HESPERIAN,Multiple Choice,The Blandford-Znajek process is a proposed mechanism that would extract energy from the ergosphere of a rotating black hole. What feature would this process be most likely to power? W) Gravitational waves X) Astrophysical jets Y) Accretion disks Z) Hawking radiation,X) ASTROPHYSICAL JETS,SBST
Math,Short Answer,"A bag contains a fair coin and an unfair coin, which has a 25% chance of landing on heads. Sanjay randomly picks a coin out of the bag and flips it, and it lands on tails. What is the probability that the coin is fair?",2/5,Short Answer,"Expressed in base 5, how many digits does 2 to the power of 21 have?",10,SBST
Physics,Short Answer,"A box has sides of length 2,3 and 4. Two containers are connected by the box so that its longest side is perpendicular to the area of contact. If the rate of heat transfer between the baths is H, what is the rate of heat transfer when the shortest side is placed perpendicular to the area of contact?",4H,Short Answer,"In diamagnets and paramagnets, the magnetization can be given by the permeability of free space times the quantity, one plus magnetic susceptibility, multiplied by what quantity?",H-FIELD (DO NOT ACCEPT: MAGNETIC FIELD),SBST
Biology,Short Answer,Which family of plants most commonly forms mutualistic relations with rhizobium bacteria?,FABACEAE,Short Answer,Yuchen isolates a receptor on the surface of a certain cell he is studying and identifies it to be an MHC Class II receptor. Identify all of the following three observations that must also be true: 1) The cell possesses an MHC Class I receptor; 2) The cell is an antigen-presenting cell; 3) The cell expresses CD8.,1 AND 2,SBST
Math,Short Answer,What is 5 to the 14th power modulo 7?,4,Short Answer,"Beau is scaling Mountain D with an altitude of 1000 feet. On day 1 he climbs 1 foot up the mountain, and for each subsequent day n, he can either climb n feet or n2 feet until he reaches the top of the mountain. What is the positive difference between the least and the most amount of days it can take him to climb the mountain?",31,SBST
Chemistry,Multiple Choice,"At 400 degrees Celsius, the adiabatic index for carbon dioxide is closest to which of the following values? W) 1.2 X) 1.4 Y) 1.6 Z) 1.8",W) 1.2,Short Answer,Identify all of the following 3 complexes that would have a square planar geometry: 1) Tetrachloroaurate; 2) Cyanonickelate; 3) Osmium Tetroxide.,1 AND 2,SBST
Earth and Space,Short Answer,Rank the following three minerals in order of increasing stability to weathering: 1) Quartz; 2) Anorthite; 3) Hematite.,"2, 1, 3",Short Answer,A double-lobed galaxy is emitting radiation from neutral hydrogen in its spectrum. Which of the following lines are most likely to be observed? W) Lyman X) Balmer Y) Paschen Z) 21-centimeter,Z) 21-CENTIMETER,SBST
Energy,Multiple Choice,"Researchers at Argonne national lab are studying the formation of hydroperoxide from methacrolein-oxide, a Criegee intermediate formed through which of the following organic reactions? W) Hydroboration oxidation X) Stille coupling Y) Julia olefination Z) Ozonolysis",Z) OZONOLYSIS,Short Answer,Scientists at Lawrence Livermore National Lab used dark-field X-ray microscopy to develop a digital probe in monitoring defects in aluminum crystals. What type of defect is exhibited by a vacancy in a crystal lattice?,SCHOTTKY,SBST
Physics,Short Answer,Identify all of the following three particles that have an antisymmetric wavefunction. 1) Electron; 2) Electron Antineutrino; 3) Positron,ALL,Short Answer,"An infinite grid of resistors, each of resistance 10 ohms are arranged in repeating squares. If a current of 5 amperes is directed into a vertex at one point, in Watts, what is the power dissipated by the entire circuit?",125,SBST
Chemistry,Short Answer,How many distinct signals exist in the carbon-13 NMR spectrum for methyltosylate?,6,Short Answer,"Given that glutamic acid has a pka values of 1.9 and 3.7 on its carboxyl group, and a pkb value of 4.4 on its amino group, what is the value of the isoelectronic point?",2.8,SBST
Earth and Space,Multiple Choice,The 1960 Chilean earthquake with a magnitude of 9.6 was the largest earthquake ever recorded. Which of the following best describes this earthquake? W) An intraplate earthquake caused by built up stress in a normal fault X) A megathrust earthquake caused by plate subduction Y) A supershear earthquake caused by a high speed rupture at a strike-slip fault Z) A remotely triggered earthquake caused by seismic waves from an earthquake in Alaska,X) A MEGATHRUST EARTHQUAKE CAUSED BY PLATE SUBDUCTION,Short Answer,Identify all of the following 3 statements that are true about occluded fronts: 1) Dew point usually rises as a cold-occluded front passes; 2) Nimbostratus clouds are typically formed; 3) Warm-type occluded fronts occur more often than cold-type occluded fronts.,2 AND 3,SBST
Biology,Short Answer,"When ATP cannot be synthesized quickly enough in muscle cells via glycolysis, it transfers a phosphate group from what other molecule?",CREATINE PHOSPHATE,Multiple Choice,Which of the following is NOT a response to the addition of dinitrophenol to animal muscle cells? W) Increased oxygen consumption X) Decreased ATP production Y) Increased heat production Z) Increased pH in the intermembrane space,Z) INCREASED PH IN THE INTERMEMBRANE SPACE,SBST
Chemistry,Multiple Choice,Which of the following statements accurately describes the reactivity of pyridine derivatives compared to benzene derivatives? W) Better at both electrophilic and nucleophilic aromatic substitution X) Better at electrophilic but worse at nucleophilic aromatic substitution Y) Better at nucleophilic but worse at electrophilic aromatic substitution Z) Worse at both electrophilic and nucleophilic aromatic substitution,"Y) BETTER AT NUCLEOPHILIC BUT WORSE AT ELECTROPHILIC
AROMATIC SUBSTITUTION",Short Answer,"In the third order reaction A yields 2B, given that the concentration of A at time t = 0 is 6.4 molar, and that at time t = 2 the concentration of B is 6.4 molar, at what time t will the concentration of A be 0.8 molar?",42,SBST
Energy,Short Answer,Scientists at SLAC National Laboratory are using high power lasers to generate shock waves into Enstatite crystals. Enstatite is the magnesium endmember of what common group of inosilicates?,PYROXENE,Short Answer,Scientists at SLAC National laboratory are observing transient magnetism in materials. Answer the following two questions about their research. 1) What quasiparticles are they studying which are collective excitations of electron spin in a crystal? 2) These quasiparticles are trapped in what areas in reciprocal space?,1) MAGNONS; 2) BRILLOUIN ZONE,SBST
Math,Short Answer,Identify all of the following three functions that are never negative: 1) arccosine of x; 2) the natural log of the secant of x; 3) 1 – cosine squared of x.,ALL,Short Answer,"Matrix A is defined as having first row square root of 3, negative 1 and second row 1, square root of 3. When the vector 3i + 4j is multiplied by A to the 6th power, what is the resulting vector?",-192i – 256j,SBST
Chemistry,Short Answer,What is the molecular geometry of the hexamethyltungsten complex?,TRIGONAL PRISMATIC,Multiple Choice,Which of the following cations would precipitate when hydrogen sulfide is bubbled through a highly basic solution containing the cation? W) As3+ X) Mg2+ Y) Zn2+ Z) Cd2+,Y) Zn2+,SBST
Physics,Short Answer,"5 moles of an ideal gas expands isothermally from a volume of 4 liters to a volume of 16 liters. To one significant figure, what is the change in entropy of the gas?",60,Short Answer,"The electric potential is given by V=xyz3, where V is in volts and x, y, and z are in meters. What is the magnitude of the force on a particle of charge 3 coulombs at the position, (1,1,1)?",3SQRT(11),SBST
Biology,Multiple Choice,An alien fish is described to be isosmotic with its environment and able to survive large ranges of osmolarities. Which of the following pairs of adjectives describe this fish? W) Euryhaline and osmoconformer X) Euryhaline and osmoregulator Y) Stenohaline and osmoconformer Z) Stenohaline and osmoregulator,W) EURYHALINE AND OSMOCONFORMER,Short Answer,Identify all of the following three conditions that characterize severe combined immunodeficiency: 1) The lack of B cell function; 2) The lack of T cell function; 3) The lack of neutrophil function.,1 AND 2,SBST
Physics,Multiple Choice,The power radiated by a nonrelativistic charged particle as it accelerates is proportional to the particle’s acceleration to what power? W) 1 X) 2 Y) 3 Z) 4,X) 2,Short Answer,What principle states that the diffraction pattern from an opaque body is identical to that of a hole of the same size and shape?,BABINET’S PRINCIPLE,SBST
Biology,Short Answer,"Bill presents to the emergency room with severe hypothyroidism. The levels of TSH and TRH in his blood are extremely high, but that of T3 and T4 are extremely low. Identify all of the following three diseases that he could possibly have: 1) Hashimoto; 2) Goiter; 3) Graves.",1 AND 2,Short Answer,Shown in the image is a picture of a fern gametophyte that has been separated from its parent sporophyte. Answer the following three questions concerning the gametophyte: 1) What is the term for the male and female gametangia labeled A and B respectively; 2) The fern possesses xylem and phloem and in the Carboniferous period were able to grow hundreds of feet tall due to the presence of what complex organic polymer in the vascular tissue?; 3) To what phyla of plants does this fern belong?,1) ANTHERIDIA AND ARCHEGONIUM; 2) LIGNIN; 3) MONILOPHYTA,SBST
Chemistry,Short Answer,Rank the following three molecules in order of increasing entropy of vaporization: 1) Water; 2) Benzene; 3) Mercury,"2, 3, 1",Short Answer,"When acetaldehyde undergoes a cross-coupling aldol reaction with formaldehyde, a tetrol is formed along with what other molecule?",FORMATE (ACCEPT: FORMIC ACID),SBST
Math,Short Answer,"A point D is selected inside an equilateral triangle ABC of side length 2. The distances from D to sides AC and BC are 0.5 and 1, respectively. What is the distance between D and side AB?",SQRT(3)-1.5,Short Answer,How many thirteenth-order partial derivatives of x11y11z11 are equal to zero?,9,SBST
Earth and Space,Short Answer,"According to Hawking’s theory of Hawking radiation, a black hole that is 3 times as large will have many times the lifespan?",27,Short Answer,"Shown in the image is a multiwavelength image of the spiral galaxy M81. Answer the following three questions concerning this galaxy: 1) This galaxy is part of what subclassification of spiral galaxies with well-defined spiral arms; 2) It is observed that the spiral arms of the galaxy are examples of long term rather than short term structures. What theory correctly explains the perseverance of these spiral arms?; 3) Should this galaxy collide with another one, what type of galaxy would the end product be?",1) GRAND DESIGN; 2) LIN SHU DENSITY WAVE THEORY (ACCEPT: SPIRAL,SBST
Chemistry,Short Answer,What is the IUPAC name of the sulfur analog of furan?,THIOPHENE,Short Answer,"Using the spherical polar coordinate system, with r being the point’s distance away from the origin, theta being the angle the particular point projected onto the xy-plane makes with respect to the positive x-axis, and phi being the angle the point makes with respect to the positive z-axis, what is the polar equation describing the angular node of the 2pz orbital?",PHI EQUALS PI OVER 2,SBST
Biology,Short Answer,"Under the assumptions of the Michaelis-Menten model, if the concentration of substrate is equal to two-thirds of the Km, then in terms of Vmax, what is the speed of the reaction?",⅖,Short Answer,Shown in the image are four different isotypes of immunoglobulins found in the human body. Answer the following three questions concerning this diagram: 1) Identify the structure labeled A that is an accessory subunit of disulfide linkages and is found in multimeric immunoglobulins to stabilize the polypeptide; 2) Identify the isotype of antibodies labeled B; 3) Identify the isotype of antibodies labeled C.,1) J CHAIN; 2) IgM; 3) IgA.,SBST
Physics,Short Answer,"5 masses of 1, 2, 3, 4, and 5 kilograms are placed 1, 2, 3, 4, and 5 meters from the origin. In kilogram meters squared, what is the moment of inertia of the system about the origin?",225,Short Answer,"Three reservoirs with temperatures of 400, 300, and 200 Kelvin are placed in a line. If a Carnot engine connects each reservoir to the next, and 1200 Joules are put in, in Joules, how much useful work is done?",600,SBST
Energy,Short Answer,Scientists at Pacific Northwest National Lab in collaboration with SLAC researchers are using X-ray scattering to better understand the effect of solvents on intramolecular electron transfer reactions. What term is given to the inelastic scattering of X-rays due to charged particles?,COMPTON SCATTERING,Short Answer,"Scientists at Princeton Plasma Physics Lab have been studying the origins of coronal jets. These coronal jets are hypothesized to stem from spheromaks [pronunciation guide] of plasma rather than magnetic connection events. Answer the following two questions concerning the magnetic cycle of the sun. 1) What current model best demonstrates the migration of magnetic fields on the sun? 2) To the nearest year, identify the length of this magnetic cycle.",1) BABCOCK; 2) 22 (DO NOT ACCEPT: 11),SBST
Math,Multiple Choice,Which of the following is the Laplace transform of the function sin(t)? W) 1 over s X) 1 over the quantity s minus 1 Y) s over the quantity s squared plus 1 Z) 1 over the quantity s squared plus 1,Z) 1 OVER THE QUANTITY s SQUARED PLUS 1,Short Answer,How many ways are there to tile a 1 by 9 board with 1 by 1 and 1 by 2 sized dominoes?,55,SBST
Earth and Space,Short Answer,Order the following three constellations by increasing maximum alignment with celestial north as the precession of Earth’s axis occurred: 1) Ursa Major; 2) Lyra; 3) Draco.,"3, 1, 2",Short Answer,"According to the standard model of the evolution of the universe, the gravitational interaction between baryonic matter and strings of dark matter led to the production of what largest known structures in the universe?",FILAMENTS,SBST
Biology,Short Answer,Identify all of the following three statements that are true about GABA: 1) Its receptors are mostly metabotropic; 2) Benzodiazepines are an antagonist of the receptor; 3) LSD is an antagonist of the receptor.,NONE,Short Answer,What nucleus of the brain is outside the blood-brain barrier that can allow it to be sensitive to toxins and thus initiate vomiting?,AREA POSTREMA,SBST
Energy,Short Answer,"Scientists at Los Alamos National Lab have discovered new types of bonding in metal-ligand actinide complexes, one of which is a type of delta bond. Identify all of the following pairs of orbitals that can form delta interactions: 1) d to d; 2) d to pi star; 3) d to sigma.",1 AND 2,Short Answer,Researchers at Argonne national lab are looking into the use of antiferromagnetic oxide thin films for use in spintronics. Identify all of the following 3 oxides they could be using for this purpose: 1) Cr2O3; 2) NiO; 3) CrO2.,1 AND 2,SBST
Earth and Space,Multiple Choice,Which of the following best explains why uranium-lead dating in zircon is highly accurate? W) Uranium’s half-life is significantly long enough such that errors in measurement are minimized X) Zircon readily rejects lead upon formation Y) Zircon is immune to metamictization Z) Zircon only contains uranium - 235 and uranium - 238 as its radioactive isotopes,X) ZIRCON READILY REJECTS LEAD UPON FORMATION,Short Answer,"Identify all of the following three statements that are true about El Niño Southern Oscillation: 1) El Niño is caused by a weakening in the Walker circulation; 2) During La Niña, southeast Asia is typically accompanied with warmer weather; 3) El Niño typically decreases the number of hurricanes that occur in the Atlantic.",1 AND 3,SBST
Chemistry,Short Answer,"What are the identities of the two anions formed when chlorine gas is bubbled through a hot, alkaline solution of water?","CHLORIDE AND CHLORATE (ACCEPT: Cl- AND ClO3
-)",Short Answer,Rank the following 3 molecules in order of increasing pKa of their most acidic hydrogen: 1) Dimethylsulfone; 2) Acetylene; 3) Acetaldehyde,"3, 2, 1",SBST
Physics,Short Answer,"The radiation energy per unit volume in a uniform radiation field is equal to 16 Joules per meter cubed. What is the radiation pressure, in pascals?",16/3,Short Answer,What effect is responsible for a relativistic correction to the precession of an object near a large rotating mass?,LENSE-THIRRING EFFECT,SBST
Chemistry,Short Answer,"During the Hofmann rearrangement, after the removal of bromide from the bromoamide anion, what is the name given to the unstable intermediate formed before undergoing a rearrangement to an isocyanate?",NITRENE,Short Answer,"A container of methane undergoes adiabatic expansion with an initial pressure of 1 atmosphere and a volume of 1/64 liters. If the final pressure of the container after the expansion is 1/81 atmospheres, what is the final volume of the container?",27/64,SBST
Earth and Space,Short Answer,The rate of burial and weathering of pyrite affects global oxygen levels due to the formation and consumption of what oxygen-containing ion as these processes occur?,"SULFATE (ACCEPT: SO4
2-)",Short Answer,Identify all of the following 3 statements that are true of hydrothermal vents: 1) Helium-3 can be found being outgassed from hydrothermal vents; 2) White smokers are generally cooler than black smokers; 3) Barite is commonly found in white smokers.,ALL,SBST
Math,Short Answer,How many total asymptotes exist in the rational function with numerator 4x plus 7 and denominator x plus e to the x?,3,Short Answer,"What is the value of the double integral of the function x2y taken over the region of space bounded by the x-axis, the line x = 1, and the line y = 2x?",2/5,SBST
Physics,Short Answer,Identify all of the following three quantities that are vectors: 1) Speed; 2) Displacement; 3) Work.,2 ONLY,Multiple Choice,Which of the following principles in fluid mechanics is a direct consequence of the conservation of energy? W) Pascal’s principle X) Archimedes principle Y) Bernoulli’s principle Z) Amonton’s principle,Y) BERNOULLI’S PRINCIPLE,SBST
Biology,Short Answer,"In the alternation of generations model of plants, which generation possesses gametangia?",GAMETOPHYTE,Short Answer,Identify all of the following three events that occur in prophase of a human cell: 1) The nuclear membrane dissolves; 2) The chromosomes condense; 3) The chromatids separate.,2 ONLY,SBST
Earth and Space,Short Answer,Rank the following three types of magma in terms of increasing volatility: 1) Andesitic; 2) Rhyolitic; 3) Basaltic.,"3, 1, 2",Short Answer,"Tornadoes often tend to develop from what class of thunderstorms, which contain a region of rotation called a mesocyclone?",SUPERCELLS,SBST
Chemistry,Short Answer,Identify all of the following three quantities which can be measured in units of joules: 1) Electron affinity; 2) Ionization energy; 3) Work function.,ALL,Short Answer,"A reversible isothermal expansion is performed with one mole of an ideal gas at a temperature of 300 kelvins. If the container expands from 1 liter to 3 liters during the process, how much work, to one significant figure and in joules, is done by the gas?",3000,SBST
Energy,Short Answer,Scientists at SLAC national laboratory are using energetic beams in high-intensity short-pulse lasers. These beams typically consist of what positively charged particle found in the nucleus?,PROTON,Short Answer,Researchers at Los Alamos National Lab have created arrays of nanomagnets to observe mobile quasiparticles that act like magnetic monopoles. Actual magnetic monopoles are famously forbidden by what law?,GAUSS’S LAW FOR MAGNETISM (DO NOT ACCEPT: GAUSS’S LAW),SBST
Math,Multiple Choice,Which of the following numbers is prime? W) 251 X) 253 Y) 255 Z) 261,W) 251,Short Answer,What is the integral from negative 30 to 30 of the absolute value of x dx?,900,SBST
Earth and Space,Multiple Choice,Which of the following seismic waves travels the fastest through Earth? W) Rayleigh waves X) Love waves Y) P waves Z) S waves,Y) P WAVES,Short Answer,"In our Sun, the photons produced in the proton-proton chain all belong to what portion of the electromagnetic spectrum?",GAMMA RAY,SBST
Math,Short Answer,What is the decimal number 52 expressed in base 7?,103,Short Answer,What is the distance between two parallel lines with slope 1 and with y-intercepts of 11 and 19?,4 TIMES THE SQUARE ROOT OF 2,SBST
Biology,Short Answer,Glycogen is predominantly stored in which organ of the human body?,LIVER,Short Answer,The mitochondrial membrane possesses specialized proteins bearing iron containing heme groups involved in electron transport. What general name is given to these proteins?,CYTOCHROMES,SBST
Physics,Short Answer,Identify all of the following three particles that are charged: 1) Neutrino; 2) Positron; 3) Electron.,2 AND 3,Short Answer,"A ball is thrown upwards at a speed of 10 meters per second. Assuming the acceleration due to gravity equals 10 meters per second squared, in meters, what is the height of the ball at its highest point?",5,SBST
Chemistry,Short Answer,Rank the following three gaseous species in terms of increasing rate of effusion: 1) Neon; 2) Fluorine; 3) Chlorine.,"3, 2, 1",Multiple Choice,Which of the following is the highest occupied molecular orbital of the homonuclear diatomic N2 – ion? W) Sigma 2p X) Pi 2p Y) Sigma star 2p Z) Pi star 2p,Z) PI STAR 2P,SBST
Math,Short Answer,Two fair six-sided dice are rolled. What is the probability that the product of the rolls is less than 3?,1/12,Short Answer,"What is the area of a triangle with sides of length 7, 8, and 11?",2 TIMES THE SQUARE ROOT OF 195,SBST
Earth and Space,Short Answer,The path of an object that is traveling faster than the escape velocity of a planet will form what conic section while escaping its gravity?,HYPERBOLA,Short Answer,Rank the following 3 rocks in order of increasing silica content: 1) Rhyolite; 2) Gabbro; 3) Peridotite.,"3, 2, 1",SBST
Energy,Short Answer,Argonne National Lab scientists are studying the potential benefits of alcohols as blendstocks for internal combustion engines. Identify all of the following three molecules that are secondary alcohols: 1) Isobutanol; 2) Isopropanol; 3) 2-butanol.,2 AND 3,Short Answer,"Scientists at Fermilab have been studying the 21 centimeter line, an emission line produced by the neutral form of what element?",HYDROGEN,SBST
Physics,Multiple Choice,The equilibrium of a system of free charges can be best described as which of the following? W) Stable X) Unstable Y) Static Z) Rotational,X) UNSTABLE,Short Answer,"Rank the following three particles in terms of increasing DeBroglie [de-BROY] wavelength, assuming they are all traveling at the same speed: 1) Alpha particle; 2) Beta particle; 3) Neutrino.","1, 2, 3",SBST
Biology,Short Answer,The suprachiasmatic nucleus is a group of neurons in the hypothalamus that is responsible for the regulation of what 24-hour-long cycles?,CIRCADIAN RHYTHMS,Multiple Choice,The Meselson-Stahl experiment supported which of the following models of DNA replication? W) Conservative X) Integrative Y) Semiconservative Z) Dispersive,Y) SEMICONSERVATIVE,SBST
Chemistry,Short Answer,What is the molecular geometry of XeOF2?,T-SHAPED,Multiple Choice,How many chiral centers can be found in the product of the reaction of 2-methylpropene with bromine? W) 0 X) 1 Y) 2 Z) 3,W) 0,SBST
Math,Short Answer,Identify all of the following three functions that are invertible over the real numbers: 1) The quantity x minus 4 to the sixth power; 2) Secant of x; 3) The cube root of the quantity x + 1.,3 ONLY,Short Answer,How many digits does 2 to the 120th power have?,37,SBST
Energy,Short Answer,Scientists at SLAC National Accelerator Lab have been studying a new way to oxidize methane into methanol in an attempt to reduce methane emissions. They used crystals of what microporous aluminosilicates as a catalyst?,ZEOLITES,Short Answer,Scientists at Lawrence Livermore National Lab have been using machine learning models to simulate climate change in the next hundred years. Identify all of the following three gases that are considered greenhouse gases: 1) Water; 2) Nitrous oxide; 3) Ozone.,ALL,SBST
Chemistry,Short Answer,Rank the following three 1-molar acid solutions in terms of increasing pH: 1) Sulfuric; 2) Hydrofluoric; 3) Hydrocyanic.,"1, 2, 3",Short Answer,Identify all of the following three elements that can be added to silicon to create an n-type semiconductor: 1) Boron; 2) Germanium; 3) Arsenic.,3 ONLY,SBST
Biology,Short Answer,C4 and CAM plants contain adaptations that allow for improved carbon fixation in arid environments by limiting the occurrence of what process?,PHOTORESPIRATION,Multiple Choice,"In a certain ecosystem, the buzzlao, a certain type of bee, makes up a small part of the population. However, when the buzzlao is removed from the population, the biodiversity of the population greatly decreases. Which of the following best describes the species buzzlao? W) Founding species X) Ring species Y) Apex predator Z) Keystone species",Z) KEYSTONE SPECIES,SBST
Physics,Short Answer,"An infinite conducting sheet has a uniform charge density. If a particle is moved from a distance 1 meter to a distance 2 meters from the sheet, what is the ratio of the initial force experienced by the particle to the final force?",1,Multiple Choice,A proton can decay into a neutral pion and which of the following particles? W) Positron X) Electron Y) Antineutrino Z) Top Quark,W) POSITRON,SBST
Chemistry,Short Answer,Identify all of the following statements that are true regarding the hydrogen atom: 1) Energy levels within the same principal quantum number are degenerate; 2) Their Hamiltonian is constructed from three distinct operators; 3) The Schrodinger equation can be solved exactly for them.,1 AND 3,Multiple Choice,The enthalpy of solution for an ionic solid can be written as the sum of the lattice enthalpy and what other value? W) Enthalpy of mixing X) Enthalpy of fusion Y) Enthalpy of hydration Z) Enthalpy of saturation,Y) ENTHALPY OF HYDRATION,SBST
Energy,Short Answer,Scientists at Lawrence Berkeley National Lab have developed fuel cells with solid oxide electrodes that display increased efficiency. Identify all of the following three statements that are true regarding fuel cells: 1) The reactants are constantly supplied; 2) They are electrolytic cells; 3) Cogeneration can be used to increase efficiency.,1 AND 3,Short Answer,Researchers at Pacific Northwest National Lab are experimenting with carbonyl complexes to find a viable way to reduce carbon to usable fuels. One of the most common complexes is nickel tetracarbonyl. What is the electron count on the metal center in this complex?,18,SBST
Earth and Space,Short Answer,Which of the following types of asteroids would be found in the orbits of the outer planets of the solar system? W) Centaurs X) Apollo-Amor objects Y) Hirayama families Z) C-type asteroids,W) CENTAURS,Multiple Choice,Which of the following rocks has the highest melting point? W) Diorite X) Granite Y) Komatiite Z) Basalt,Y) KOMATIITE,SBST
Math,Short Answer,What is the total arc length of the curve defined parametrically by the equations x = 3 cosine squared of t and y = 3 sine squared of t from t = 0 to t = π/2?,3 TIMES THE SQUARE ROOT OF 2,Short Answer,Identify all of the following three properties that must hold for a vector space. 1) Associativity of vector addition; 2) Associativity of vector multiplication; 3) Distributivity of scalar multiplication with respect to vector addition.,1 AND 3,SBST
Physics,Multiple Choice,Which of the following particles obeys the Pauli exclusion principle? W) Phonon X) Exciton Y) Spinon Z) Higgsino,Z) HIGGSINO,Short Answer,Identify all of the following three quantities that are the gradient of another quantity: 1) Magnetic Field; 2) Electrostatic field; 3) Electric potential.,2 ONLY,SBST
