category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Energy,Short Answer,Scientists at the National Institute of Health and the CDC are studying various antigens with ELISA [eh - lie - sa]. Which of the following types of ELISA is considered to be both highly sensitive and highly specific. W) Direct X) Indirect Y) Sandwich Z) Competitive ,Y) Sandwich,Short Answer,Scientists at NASA have recently launched the James Webb space telescope which has started to take ultra high resolution images of space. Which of the following is the primary contributor to the loss of resolving power in modern telescopes as determined by the Rayleigh criterion? W) Chromatic Aberration X) Diffraction through the objective Y) Diffraction through the focus Z) Lens Impurity,,ESBOT
Physics,Short Answer,Identify all of the following 3 pairs of vector quantities that must always be collinear: I) Angular velocity and angular momentum II) Relativistic force and relativistic acceleration III) Velocity and relativistic momentum ,III only,Short Answer,Identify all of the following 3 potential energy functions that could create closed orbits that obey Kepler’s second law: I) 𝑈 = 1/𝑟 2 II) 𝑈 = 𝑟 2 III) 𝑈 = arctan (𝑟),,ESBOT
Math,Short Answer,"If , , , and are positive integers such that and 𝑀 𝐴 𝑇 𝐻 𝑀 2 + 𝐴 2 = 74 , what is the value of ? 𝑇 2 + 𝐻 2 = 41 𝑀 + 𝐴 + 𝑇 + 𝐻 ",21,Short Answer,Let a two digit number be nice if the sum of the product of the 𝐴𝐵 digits and the sum of the digits of the number is equal to the number. What is the sum of all nice numbers?,,ESBOT
Chemistry,Short Answer,What is the effect in which a radical is stabilized by both an electron donating and electron withdrawing group? ,Captodative effect,Short Answer,Identify all of the following 3 hydrides which would be appropriate to reduce a ketone into an alcohol in an aqueous solution: I) NaH II) NaBH4 III) LiAlH4,,ESBOT
Biology,Short Answer,"Identify all of the following three statements that are true of long term potentiation: I) Activation of NMDA receptors requires depolarization of neurons by multiple activations of AMPA receptors II) At negative resting membrane potentials, NMDA receptors are blocked by Mg2+ ions III) NMDA receptors and long term potentiation are linked with the mediation of excitotoxicity ",All,Multiple Choice,Which of the following types of phyllotaxis describes an arrangement where each successive pair of leaves is at a right angle to the previous pair? W) Whorled X) Opposite Y) Decussate Z) Distichous,,ESBOT
Chemistry,Short Answer,Identify all of the following three properties that occur in cholesteric liquid crystals: I) Optical activity II) Two distinct melting points III) Contains well-defined layers ,I and II,Short Answer,"Colin is dissolving sodium in a strange liquid. After he adds some sodium, it turns a deep shade of blue. What color does this solution turn after much more sodium is added?",,ESBOT
Math,Short Answer,"The Feng family has 10 children total, 6 who are boys and 4 who are girls. A surveyor asks each of the 10 children how many brothers they have. Then, the surveyor asks each of them how many sisters they have. What is the average of all of the responses the surveyor was given? ",9/2 (ACCEPT: 4.5),Short Answer,What is the divergence of the vector field ? 𝑥𝑦𝑖 ^ + 𝑧𝑗 ^ + 4𝑥𝑦𝑧𝑘 ^,,ESBOT
Physics,Short Answer,"A viscous fluid is running through a circular pipe with a radius of 3 centimeters. If the fluid at the center of the pipe is flowing at 3 meters per second, what is the flow velocity of the fluid 2 centimeters from the center of the pipe? ",5/3,Short Answer,Scientists are currently investigating whether the neutrino is a Majorana particle by looking for instances of the neutrinoless version of what radiochemical process?,,ESBOT
Biology,Short Answer,"In plants, the ABCDE model describes the development of floral organs. To what class of related sequences do the majority of the ABCDE model genes, as well as plant homeotic genes in general, belong to? ","MADS box genes
Visual",Short Answer,"Answer the following three questions about the karyotype shown below: 1) What subunit of chromosome 5 does this disorder affect? 2) What type of mutation is this disorder? 3) Characterized by high pitched cat-like crying in infants, what is the name of this disorder?",,ESBOT
Chemistry,Short Answer,"Order the following 3 compounds from most to least stable: 1) Cyclopentadienone [cyclo penta die een own] 2) Cyclobutadiene [cyclo buta die een] 3) 1,2-bromonaphthalene [1 2 bromo naf thal een] ","3, 1, 2",Multiple Choice,Which of the following pairs of terms can describe a stabilized organic radical? W) Delocalized and hyperconjugated X) Resonance stabilized and nonbonding Y) Kinetically persistent and thermodynamically stabilized Z) Thermally deactivated and hindered,,ESBOT
Math,Short Answer,What is the least positive integer n such that [square root 2023 · 𝑛 of quantity 2023 times n] is an integer? ,7,Short Answer,"Assuming A and B are arbitrary constants, identify all of the following 3 expressions that are general solutions for y(x) that satisfy the differential equation y’’ - y = 0 [y double prime minus y equals 0] I) [y equals A cosh x plus B e to the x] II) [y equals A sinch x plus B e to the negative x] III) [y equals A e to the x plus B e to the negative x]",,ESBOT
Energy,Short Answer,"Scientists at Lawrence Berkeley National Lab are studying the spatial electron distribution of molecules. They are using a certain technique to do this, where a wavefunction of many particles is reduced to a single wavefunction parameterized by the density of particles. What is this technique called? ",Density functional theory,Short Answer,"Researchers at Lawrence Livermore National Laboratory are studying adrenocortical carcinomas, which secrete elevated levels of adrenal cortex hormones. Identify of the following 3 options that would not occur if this cancer started secreting large amounts of adrenal cortex hormones: I) Weight Loss II) Water retention III) Deepening voice",,ESBOT
Math,Short Answer,"How many times do the functions sin(x) and cos(2x) cross each other from x = 0 to x = 2π, inclusive? ","3
Visual",Short Answer,"Thanush has strapped Nikhil to a bomb and the timer is ticking down, with the shape of each digit on the display shown at the top of the given image. Sukrith is trying to defuse it, but he needs to know the exact time on the clock to do so. Unfortunately, all of the segments marked with Xs on the display are broken and will not light up. If the bottom image shows the current time, how many seconds must Sukrith wait to be sure of the time on the display?",,ESBOT
Chemistry,Short Answer,"A 1,3 hydride rearrangement has a cyclic transition state. How many ring members does this transition state have? ","4
Visual",Short Answer,The given diagram is commonly used in inorganic chemistry to show the relative stability of different oxidation states of an element. Answer the following two questions about this diagram: 1) What is the name of this type of diagram? 2) What period 4 element is the most likely identity of element X?,,ESBOT
Math,Short Answer,"In triangle ABC, the angle bisector of angle BAC intersects BC at point D and the circumcircle of triangle ABC at a point E not equal to A. Given that AD=7 and AE=10, then what is the value of BD times CD? ",21,Short Answer,"The Mean of 5 numbers is 46. If two of the numbers are 20 and 43 and the median is seven less than the mode of the 5 numbers, what is the mode of the 5 numbers?",,ESBOT
Chemistry,Short Answer,Cyclopentadienyl [cyclo-penta-di-een-il] is a common organometallic ligand. How many electrons does a neutral cyclopentadienyl ligand donate to the metal atom it coordinates with? ,"5
Visual",Short Answer,"The provided diagram shows the photoelectron spectroscopy results after analyzing water. Answer the following 2 questions about the diagram: 1) According to molecular orbital theory, how many nonbonding electrons are there in a water molecule? 2) What types of electron transitions are responsible for the fine structure peaks in the MO2 and MO3 orbitals?",,ESBOT
Biology,Short Answer,Blood in a patient's heart is not able to flow properly from the left atrium to the left ventricle. Identify all of the following 3 heart valves that are definitely not affected: I) Tricuspid II) Pulmonary III) Bicuspid ,I and II,Multiple Choice,"Which of the following pairs of phi and psi angles, respectively, is indicative of the location of a right handed alpha helix on a Ramachandran plot? W) negative phi angle, negative psi angle X) negative phi angle, positive psi angle Y) positive phi angle, negative psi angle Z) positive phi angle, positive psi angle",,ESBOT
Math,Short Answer,What is the sum of all positive integers m less than 13 such that 12m is a perfect square? ,"15
Visual",Short Answer,"Sukrith is studying an endangered language as a linguist, and while looking at a whiteboard, he sees multiple equations. Confused, he realizes that they were written in another base with multiple unique symbols. He successfully translates some symbols into numerical values from 0 to 9 and replaces those symbols. He hasn’t translated the rest yet, but he correctly assumes that the other symbols represent values greater than or equal to 10. Given the partially translated equation in the image shown and assuming that congruent symbols represent congruent numeric values, what base was most likely used?",,ESBOT
Physics,Short Answer,The potential energy of two positive charges with charge Q placed 1 centimeter apart is 2 Joules. What is the potential energy in Joules of an octahedron of these charges with an edge length of 1 centimeter? ,"8 + 3√2
Visual",Short Answer,"Shown below is a Minkowski diagram of the path taken between two events in spacetime. Answer the following 3 questions about the diagram: A) A Penrose diagram compresses the infinite axes of a Minkowski diagram into a finite space, with distant spacetime placed on the left and right, and the far past and future placed on the top and bottom. Which of the labeled diagrams on the right is the correct Penrose diagram for this path? B) Is the separation between the two events timelike, spacelike, or lightlike? C) What is the term for the orange lines that bound the yellow shaded region on the Minkowski diagram?",,ESBOT
Energy,Short Answer,"Researchers at Enloe High School are using various machine learning algorithms to analyze the sentiment of human beings. In machine learning, what graphical tool is used to evaluate the performance of a binary classifier by plotting the true positive rate against the false positive rate at various threshold settings? ","ROC curve (ACCEPT: Receiver Operating Characteristic curve)
Visual",Short Answer,"Scientists at SLAC National Accelerator Facility are using the LINAC coherent light source to study the physics of photon interaction. Two of the most common methods of high energy photon production are undulators and free electron lasers. Using the given image and assuming [N e] is number of electrons and [N p] is the number of poles, provide the letters of the formula and the emission spectra for both undulators and free electron lasers",,ESBOT
Earth and Space,Short Answer,Which of the following is closest to the average period of the Madden Jullian Oscillation? W) 2 months X) 6 months Y) 2 years Z) 10 years ,"W) 2 months
Visual",Short Answer,"Pictured below is my favorite rock from my rock collection. It is primarily composed of two minerals both of which have a high specific gravity, and contain sulfur. Answer the following two questions about the rock: 1) What are the two minerals this rock is made of? 2) The darker mineral most commonly forms in what type of mineral deposit?",,ESBOT
Physics,Short Answer,"The solution for electromagnetic wave propagation in a given waveguide only transmits power above a certain frequency. What is the name of the waves generated below that frequency, which do not carry net power over long distances? ",Evanescent waves (ACCEPT: Evanescent fields),Short Answer,"What formulation of classical mechanics expresses system evolution as the propagation of an isosurface of the action or principal function through phase space, and is often said to be the classical mechanical analogue to the Schrödinger equation?",,ESBOT
Earth and Space,Short Answer,A recently formed white dwarf has a mass of 1.2 solar masses. Order the abundances in increasing order of the following 3 elements in the star: 1) Helium 2) Carbon 3) Oxygen ,"1, 2, 3
Visual",Multiple Choice,"Pictured below is a radar image of the surface of Titan which shows its peculiar longitudinal dunes. Answer the following two questions about the image: 1) Rather than formation by consistent winds these dunes are formed by bursts of storm winds which flow opposite to the prevailing wind direction. Towards which cardinal direction do these storm winds flow? 2) The sands which form these dunes are much more cohesive than silica sands and are predicted to have a very different composition than the sands found on earth. By mass, what element is likely the primary constituent of these sands?",,ESBOT
Energy,Short Answer,Researchers with the National Cancer Institute are studying cancer cells and their ability to metabolize ketone bodies. Which of the following molecules is not a carbonyl containing compound that is synthesized from acetyl coa during ketogenesis. W) Acetoacetate X) Acetone Y) β-hydrxybutyrate Z) β- hydroxy β-methylbutyric acid ,Z) β- hydroxy β-methylbutyric acid,Multiple Choice,"Scientists at Sandia National Lab are studying the kinetics of chemical reactions. O2 gas, despite being a very good oxidant, has an abnormally low reactivity. Which of the following best explains why? W) O2 exists in a triplet state, but can only react after transitioning to a singlet state X) O2 has an abnormally high bond enthalpy, increasing the activation energy Y) Excess p orbital overlap in O2 increases the strength of the double bond Z) Reaction of O2 is very entropically unfavorable",,ESBOT
Physics,Short Answer,What is the group velocity of a wave with dispersion relation and a wavenumber of 2? ω = 2𝑘 2 + 3 ,"8
Visual",Short Answer,The given image shows 4 different wavefunctions for a quantum particle. Answer the following 3 questions about the image: 1) Which of the following 4 wavefunctions is a wavefunction for a quantum harmonic oscillator? 2) What is the ratio between the energy of the quantum harmonic oscillator in part A and the ground state of the same quantum harmonic oscillator? 3) Thanush wishes to decompose this wavefunction into position states. What is the name of the distribution which is the eigenfunction for the position operator?,,ESBOT
Math,Short Answer,"There are 120 distinct five-digit integers that can be formed with the digits 3, 4, 5, 6, and 9. What is the average between the least and greatest of these numbers? ","65556
Visual",Short Answer,"The following analog clock has two hands that can move independently of each other. The clock performs a sequence of hand movements so that on each movement, one of the two hands moves clockwise to the next number on the clock while the other hand does not move. What is the number of sequences of 6 hand movements such that during the sequence, the angle between the two hands is never more than 90 degrees?",,ESBOT
Biology,Short Answer,"In plants, auxin is transported through both polar and nonpolar methods throughout the shoots and roots. In the polar transport of auxin, what specific class of efflux transport proteins are involved with the directional export of auxin from parenchyma cells ",PIN proteins,Short Answer,"A man is walking by a river when he notices his first cousin drowning in the river. If left alone, his cousin only has a 2/9 chance of survival, as he is not a very good swimmer. However, if the man attempts to rescue his cousin, he has a probability x of succeeding, and if he fails both he and his cousin will drown. What is the minimum value of x for this rescue to be evolutionarily favorable according to Hamilton’s rule",,ESBOT
Energy,Short Answer,Researchers at Lawrence Berkeley National Lab are studying fusion energy production. What quantity describes the distance over which the electrostatic effects of a charged particle extend in a plasma? ,"Debye length
Visual",Short Answer,"Researchers at Johns Hopkins University are using the Linac Coherent Light Source at SLAC national lab to study the properties of carbon steels at extreme pressures and temperatures. Shown is the Iron Carbon binary phase diagram. Answer the following questions about carbon steel. Note that you may want to enlarge the image to see fine detail. 1) In the steelmaking process, pure iron is heated to the austenite phase to increase its ability to absorb carbon. What is the crystal system of Austenite? 2) In a certain steelmaking process pure iron is heated to 1350 degrees Celsius and doped with carbon until it fully liquifies. It is then cooled very slowly to ambient conditions. To the nearest tenth of a percent, what are the carbon contents of each phase in the final mixture?",,ESBOT
Chemistry,Short Answer,Identify all of the following 3 statements that are true comparing ethene and butadiene: I) The HOMO of butadiene is higher energy than the HOMO of ethene II) The LUMO of butadiene is higher energy than the LUMO of ethene III) The gap between the HOMO and LUMO in butadiene is smaller than the same gap in ethene ,"All
Visual",Short Answer,Pictured is a IR spectrum for a molecule in carbon tetrachloride solution. Answer the following two questions about the image. 1) What is the molecule depicted in the IR spectrum? 2) When water is added to a solution of this molecule it reacts to completion to form what product?,,ESBOT
Physics,Short Answer,Identify all of the following 3 macroscopic variables that define a canonical ensemble: I) Pressure II) Chemical potential III) Temperature ,"III only
Visual",Short Answer,"When charged particles accelerate, the changes in electric field are limited by the speed of light and take time to propagate through space. Shown below are the electric field diagrams of various accelerating positive charges, with all charges either starting or ending with zero velocity. Answer the following two questions about these diagrams: 1) Which of the diagrams corresponds to a particle quickly accelerating from zero initial speed to a relativistic final speed? 2) Which of the diagrams corresponds to a particle decelerating at a moderate rate from a nonrelativistic initial speed to zero final speed?",,ESBOT
Energy,Short Answer,"Researchers at Enloe High School are using various machine learning algorithms to analyze the sentiment of human beings. In machine learning, what graphical tool is used to evaluate the performance of a binary classifier by plotting the true positive rate against the false positive rate at various threshold settings? ",ROC curve (ACCEPT: Receiver Operating Characteristic curve),Short Answer,Researchers at Brookhaven National Lab are studying the process of nuclear decay. Identify all of the following 3 types of decay that can begin and end with a spin-0 nucleus: I) Beta decay II) Gamma decay III) Internal conversion,,ESBOT
Physics,Short Answer,"A sound wave is moving through a medium with density of 3 kilograms per meter cubed and speed of sound 120 meters per second. The maximum pressure displacement of the sound wave is 6 Pascals. In Watts per meter squared, what is the average intensity of the sound wave? ",0.05 (ACCEPT: 1/20),Short Answer,"Brian is orbiting 50 kilometers from a neutron star with an angular velocity of 1250 radians per second. If the neutron star is emitting peak radiation at a 3 nanometer wavelength, what is the peak wavelength that Brian sees to the nearest tenth of a nanometer?",,ESBOT
Chemistry,Short Answer,Order the following carbonyl containing compounds from least to greatest reactivity. 1) Acid Anhydride 2) Amide 3) Ester ,"2, 3, 1",Multiple Choice,Which of the following ligands would be most likely to create square planar electron geometry when coordinated with a Ni2+ ion? W) Cl– X) OH– Y) EDTA Z) CO,,ESBOT
Biology,Short Answer,The activation of macrophages by helper T cells is regulated by the release of what specific cytokine? ,"Interleukin 2
Visual",Multiple Choice,An image of an EKG is shown below. What type of rhythm is shown in this image? W) 1st Degree Heart Block X) 2nd Degree Heart Block Y) 3rd Degree Heart Block Z) Atrial Fibrillation,,ESBOT
Chemistry,Short Answer,The formation of an unsaturated carbonyl from an allyl vinyl ether upon heating is known as what rearrangement? ,Claisen rearrangement,Short Answer,"Two containers of equal volume and internal energy are filled with gas. The first has one mole of H2 and the second has one mole of He. Assuming that the temperature is sufficiently low so as to not activate vibrational modes, what is the ratio of the average molecular velocity of the first container to the second container?",,ESBOT
Physics,Short Answer,"What force on moving electric particles, which opposes changes in acceleration, is the physical cause of radiation resistance in antennae? ","Abraham-Lorentz Force (ACCEPT: Lorentz-Dirac Force, DO NOT ACCEPT:
Lorentz Force)",Short Answer,Identify all of the following 3 statements which are true of the Abraham-Lorentz force: I) It appears when a charged particle is in uniform circular motion II) It is proportional to charge squared times the acceleration of the charged particle III) The work done by the Abraham-Lorentz force does not always equal the energy radiated by the charged particle,,ESBOT
Math,Short Answer,"If the expression , what is the value of sin(𝑥) cos(𝑥) = 2/5 ? (sin(𝑥) + cos(𝑥)) 2 ",9/5,Short Answer,What is the value of cos(2π/7) + cos(6π/7) + cos(10π/7)? [cosine of 2 pi over 7 plus cosine of 6 pi over 7 plus cosine of 10 pi over 7]?,,ESBOT
Biology,Short Answer,"The thi operon in bacteria is responsible for the production of thiamine. The regulation of the thi operon is governed by the active form of thiamine, TPP, where TPP binds to the growing RNA transcript and changes its secondary structure, preventing transcription of the operon. What type of regulatory region of RNA does TPP bind to in order to prevent transcription? ","Riboswitch
Visual",Short Answer,"In dragons, scale color (R), eye color (Y), and wing size (L) are all controlled by genes on the 2nd chromosome. Red scales are dominant to white scales, yellow eyes are dominant to blue eyes, and long wings are dominant to short wings. A true breeding blue eyes white dragon with long wings is crossed with a true breeding yellow eyes red dragon with short wings. An offspring from the F1 generation is crossed with a dragon recessive for all traits, producing the results shown below. Answer the following three questions about the results A) What are the two recombinant genotypes produced from a double crossover? B) What is the recombination frequency between genes Y and L? C) What is the order of the genes on the chromosome? Genotype Frequency RYl 754 ryL 749 RYL 136 ryl 142 Ryl 97 rYL 96 RyL 13 rYl 13 Total: 2000",,ESBOT
Chemistry,Short Answer,An alcoholic derivative of propyne may be used to protect an alkyne during the Favorskii reaction. What is the name of the alkyl functional group derived from propyne? ,"Propargyl
Visual",Short Answer,"The phenalenyl radical is shown on the left, along with four possible molecular orbital diagrams of the conjugated pi system. Answer the following 3 questions about the phenalenyl radical: 1) How many non-bonding electrons are in the phenylenyl radical? 2) By letter, identify the most correct molecular orbital diagram for the phenylenyl radical.",,ESBOT
Physics,Short Answer,A planet is in circular orbit around a star at some distance R. The amount of heat the planet absorbs from the star’s radiation over one orbital period is proportional to R raised to what power? ,"–1/2
Visual",Short Answer,Shown below is a PV diagram describing the state of one mole of gas as it goes through a thermodynamic cycle from A to B to C. Answer the following two questions about the diagram: 1) Which of the TS diagrams on the right correctly corresponds to the given PV diagram? 2) What is the entropy change of the system as it moves from point A to point B to the nearest Joule per Kelvin?,,ESBOT
Math,Short Answer,"ABCD is a cyclic quadrilateral inscribed in circle O with AB=8, BC=1, CD=4, and DA=7. What is the diameter of circle O? ","√65
Visual",Short Answer,"In triangle ABC, AB = 5, BC = 7, and CA = 8. Let H be the orthocenter of the triangle, and M be the midpoint of BC. If X is the reflection of H over M, then what is the square of the length of AX?",,ESBOT
Earth and Space,Short Answer,Warm water from the pacific warm pool moves eastwards during the El Nino phase through what type of equatorially bound waves? ,"Kelvin Waves
Visual",Short Answer,"Pictured below is an AFM diagram commonly used to graph a melt’s evolution over time. Answer the following two questions about the figure. A) Order the three points, A, B and C on the diagram from least to greatest degree of evolution for a tholeiitic basalt B) Assuming the melt starts with a typical concentration of rare earth metals, at which of the points would the melt have the greatest concentration of lanthanum?",,ESBOT
Biology,Short Answer,Which of the following are symptoms of a person with Cushing’s syndrome? I) Excess Mineralocorticoids II) Excess Glucocorticoids III) Osteoporosis IV) Hypotension ,II and III,Short Answer,"Select all of the following three statements that are true of phloem I) The majority of callose embedded in sieve pores is in the form of callose platelets II) In certain species, P-protein bodies do not disperse at maturity and form forisomes III) In gymnosperms, specialized parenchyma cells called albuminous cells are found in phloem instead of companion cells",,ESBOT
Physics,Short Answer,"What phenomenon describes the effects of a moving mass, such as frame dragging, as a rough analogue to Maxwell’s equations? ","Gravitomagnetism
Visual",Short Answer,The given diagram shows a phase diagram for the theory of quantum chromodynamics. Answer the following 2 questions about this diagram: A) What is the state of matter in the region labeled A? B) What does the acronym CFL stand for?,,ESBOT
Energy,Short Answer,Scientists at Brookhaven National Laboratory are studying the roots of plants to try and improve absorption of certain nutrients. Order the following 3 parts of a root from outermost to innermost. 1) Central Cells 2) Endodermal Cortical Layer 3) Parenchymatous Cortical Layer ,"1, 3, 2",Short Answer,"Researchers at Argonne National Lab are studying superconductivity in low-temperature materials. According to the isotope effect, the critical temperature of a material is proportional to what power of the isotopic mass?",,ESBOT
Math,Short Answer,How many subsets of the integers from 1 to 5 inclusive contain no pairs of consecutive integers? ,13,Multiple Choice,Consider the differential equation . 6𝑥 2𝑦 + 1 + 2𝑥 3 𝑑𝑦/𝑑𝑥 = 0 Which of the following is a general solution for ? 𝑦(𝑥) W) 𝑦 = 2𝑥 3 + 𝑥 X) 𝑦 = 4𝑥 3 Y) 𝑦 = −1 2𝑥 2 Z) 𝑦 = 1/𝑥 − 1/𝑥 3,,ESBOT
Biology,Short Answer,Select all of the following four membrane phospholipids who have Phosphatidylethanolamine as its precursor: I) Phosphatidylglycerol II) Phosphatidylcholine III) Phosphatidylserine IV) Cardiolipin ,"II, III, and IV
Visual",Short Answer,The given image shows a microscopic view of a slice of tissue. Answer the following 2 questions about this image: A) What organ of the body contains this tissue? B) What are the pink circles called?,,ESBOT
Chemistry,Short Answer,"What quantity, defined as half the product of the concentration and the square of the charge of an ion, is commonly used to define activity coefficients for strong electrolytes in solution? ",Ionic strength,Short Answer,"During the Wittig reaction, a cyclic intermediate is formed when the carbonyl pi bond attacks the phosphorus and the nucleophilic carbon attacks the electrophilic carbon of the carbonyl. How many members does this cyclic intermediate have, and what is its general name?",,ESBOT
Biology,Short Answer,Select all of the following 3 phyla of fungi that employ zygosporangium: I) Mucoromycetes II) Zoopagomycetes III) Chytrids ,I and II,Short Answer,"What set of differential equations models predator-prey dynamics under the assumption that predator consumption of prey is directly proportional to prey population, creating oscillating population curves",,ESBOT
Physics,Short Answer,"6 non-interacting identical fermions with spin 1/2 are placed into an infinite 2-dimensional well, filling each state from lowest to highest energy. What is the ratio between the average energy of the electrons and the ground state energy? ",4,Short Answer,"In orbital mechanics, what vector can be used to describe the orientation and shape of an orbit in a single value, and is always conserved within a certain orbit?",,ESBOT
Energy,Short Answer,Researchers at Sandia National Laboratory are studying Fragile X syndrome and the genetic mutation that causes it. Fragile X syndrome is caused by too many repeats of what three nucleic acid sequence. ,CGG (Accept: Cytosine Guanine Guanine),Multiple Choice,"Researchers at Fermilab are studying possible mechanisms of CP violation. One remaining mystery in physics is the question of why CP symmetry is so close to being conserved, while not always being conserved. Which of the following would be an effect of large CP-violating interactions? W) Change in boson spin X) Nonconservation of color charge Y) Large neutron dipole moment Z) Existence of tetraquark fermions",,ESBOT
Physics,Short Answer,What is the wave speed in meters per second on a 100 meter long string if its mass is 1 kilogram and a tension of 4 Newtons is exerted on it? ,20,Short Answer,Identify all of the following 3 statements that are true of neutrinos: I) Their flavor can oscillate II) A neutrino with a known flavor has a known mass III) Neutrinos can only have right-handed chirality,,ESBOT
Biology,Short Answer,Select all of the following three statements that are true of cell signaling: I) Receptor tyrosine kinases are capable of creating multiple phosphorylation cascades from a single ligand II) Cyclic AMP is the most common second messenger in humans III) IP3 is used to release calcium from the endoplasmic reticulum ,I and III,Short Answer,What protein supersecondary structure is often used to bind to DNA and involves a central zinc prosthetic group?,,ESBOT
Chemistry,Short Answer,"When comparing the atomic radii of elements down a group, the elements Gallium and Germanium have anomalously low radii. What is the name of the effect that causes this? ",d block contraction,Multiple Choice,Which of the following best explains why dilute HF is a weak acid and all other hydrogen halides are strong acids? W) The bond dissociation energy of HF is much higher than the other hydrogen halides X) The dissolution of HF is very exothermic Y) The entropy of solvation of F- is very negative Z) HF is able to self-conjugate into H2F+ and HF2 -,,ESBOT
Math,Short Answer,"A regular hexagon is inscribed in another regular hexagon. If the outer hexagon has a side length of 2, what is the smallest possible side length of the inner hexagon? ",√3,Short Answer,Order the following 3 numbers in increasing order: 1) 2100 2) 1030 3) 370,,ESBOT
Earth and Space,Short Answer,What is the primary process responsible for the formation of greywacke? ,Turbidity Currents,Short Answer,Order the following 3 parts of an ocean transgression sequence from deepest to shallowest: 1) Conglomerate 2) Sandstone 3) Limestone,,ESBOT
Physics,Short Answer,Colin throws a 0.7 kilogram ball and gives it a kinetic energy of 140 Joules. What is the ball’s momentum in kilogram meters per second? ,14,Short Answer,Kaiwen is building a pendulum for his clock and needs to decide which pendulum to use. Order the following 3 pendulums in order of increasing period: 1) Mass of M at the end of a massless rod of length L 2) A rod of length 3L with mass 3M 3) A rod of length 4L with mass M,,ESBOT
Math,Short Answer,"The KNG 10 math competition consists of 30 multiple-choice questions. Each question has 5 answer choices, in which only 1 is correct. 7 points are awarded for a correct answer, 2.5 points are awarded for no answer, and 0 points are awarded for an incorrect answer. Assuming somebody answers every question at random, what is their expected score? ",42,Multiple Choice,"Let A be the set of all prime numbers one less than a power of 2, and let B be the set of all numbers one greater than a factor of 24. Which of the following ordered pairs would be in the set formed by the Cartesian product of A and B? W) (3, 3) X) (5, 7) Y) (1, 2) Z) (4, 5)",,ESBOT
Energy,Short Answer,"Researchers at Oak Ridge National Lab are studying a rare insect species called chimera ants. In this species, male worker ants inherit all their genes from their mother, making them haploid. What is this form of sex determination pattern called? ",Haplodiploidy,Short Answer,"Chimera ants employ a process called phagogenesis, where they incorporate genes from the organisms they consume into their offspring’s genomes. The mechanism by which this occurs is analogous to the process in CRISPR where viral genetic material is added to the host genome. In CRISPR systems, what two enzymes add viral spacers to the bacterial genome?",,ESBOT
Chemistry,Short Answer,"What are the formal charges on the central atom and outer atoms, respectively, in a triiodide [tri-io-dide] ion? ","-1, 0",Short Answer,Identify all of the following 3 phenomena that are observed when a small amount of Methyl Lithium is added to liquid water: I) Evolution of a gas II) Formation of a colorless precipitate III) A color change in the solution,,ESBOT
Math,Short Answer,"Andy, Brandon, and Colin are picking partners. If there is a 1/3 probability Andy prefers Brandon as his partner and a 1/5 probability Brandon prefers Colin as his partner, what is the probability that Andy and Brandon both prefer each other as their partners? ",4/15,Short Answer,"If , what is ? 𝑥 + 1 𝑥 = 3 𝑥 4 + 1 𝑥 4",,ESBOT
Biology,Short Answer,What circulatory fluid is found in arthropods instead of blood? ,Hemolymph,Short Answer,Identify all of the following 3 kingdoms of life that are correctly paired with their sister taxon: I) Animalia - Choanoflagellates II) Plantae - Chlorophyte III) Fungi - Nucleariid,,ESBOT
Chemistry,Short Answer,"What effect, which can induce large NMR shifts in aromatic molecules, involves the motion of delocalized electrons around the aromatic ring? ",Ring current effect (ACCEPT: Magnetic anisotropy),Multiple Choice,"During a complicated chemical process, Colin must pass a solution over some CaF2 crystals. If the concentration of calcium in his solution gets too high, the process will be ruined, so he would like to limit the concentration of Ca2+ to 2 x 10-5 Molar. If CaF2 has a solubility product of 4 x 10-11, which of the following is closest to the molarity of NaF Colin should add to the solution to achieve his goal? W) 10-5 X) 10-4 Y) 10-3 Z) 10-2",,ESBOT
Biology,Short Answer,What hypothesis states that the earliest form of genetic elements were self-replicating RNA that got translated into proteins? ,RNA world hypothesis,Multiple Choice,"An orchid mantis is a species of mantis native to southeast Asia that is known for resembling an orchid flower, which allows it to hunt prey without being recognized. What type of mimicry does the orchid mantis use? W) Batesian mimicry X) Aggressive mimicry Y) Rewarding mimicry Z) Mullerian mimicry",,ESBOT
Earth and Space,Short Answer,Identify all of the following 3 eruptive styles which commonly result from cinder cones: I) Hawaiian II) Vulcanian III) Plinean ,II only,Multiple Choice,Which of the following best describes the change in flow of the Somali current between July and January? W) It flows northward in July and weakens in January X) It flows southward in July and weakens in January Y) It flows northward in July and southward in January Z) It flows southward in July and northward in January,,ESBOT
Math,Short Answer,Identify all of the following 4 equilateral polygons that do not have their area uniquely determined by their side length: I) Triangle II) Rhombus III) Pentagon IV) Hexagon ,"II, III, IV",Short Answer,How many ways are there to jump up 6 stair steps if each jump can cover 1 or 3 stair steps?,,ESBOT
Chemistry,Short Answer,"In terms of R, what is the constant-pressure heat capacity of an ideal gas with 9 degrees of freedom? ",11R/2,Multiple Choice,"In Debye-Huckel theory, ions are assumed to be spherical point charges with zero dipole moment. Which of the following ions would be worst approximated by Debye-Huckel theory? W) NH4 + X) SO3 2- Y) PO4 3- Z) Hg2 2+",,ESBOT
