category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
MATH,Short Answer,What is the common mathematical term for the plane curve traced by a fixed point on a circle as it rolls along the outside of a fixed circle?,EPICYCLOID,Short Answer,"In an epicycloid, if the rolling circle has a radius equal to that of the fixed circle, how many arches will the epicycloid have:",1,SciBowlDB
EARTH SCIENCE,Multiple Choice,"A slow-moving warm front is followed by a fast-moving cold front which overtakes the warm front and lifts the warm air entirely aloft, forming what kind of front: W) stationary X) occluded Y) wave Z) pressure",X) OCCLUDED,Multiple Choice,The relative amount of oxygen at the Summit of Mount Everest versus sea level is: W) the same X) less than Y) greater than Z) dependent on the temperature,W) THE SAME (Solution: 20.9% by volume in each case),SciBowlDB
BIOLOGY,Multiple Choice,"In plants, the xylem does which of the following: W) moves water and minerals to roots X) moves sugar to leaves and stems Y) moves water and minerals to leaves and stems Z) moves sugar to roots",Y) MOVES WATER AND MINERALS TO LEAVES AND STEMS,Multiple Choice,"The principal features of an EKG recording are named after the letters P,Q,R,S, and T. The peak labeled by the letter “R” represents what heart action: W) atrial depolarization X) ventricular depolarization Y) atrial repolarization Z) ventricular repolarization",X) VENTRICULAR DEPOLARIZATION,SciBowlDB
CHEMISTRY,Multiple Choice,"When a strip of magnesium metal is placed in hydrochloric acid, which of the following occurs: W) the hydronium ion is oxidized X) the magnesium is reduced by the acid Y) hydrogen gas is produced Z) no reaction takes place",Y) HYDROGEN GAS IS PRODUCED (Solution: H+ is reduced^H2; Mg is oxidized^MgCl2),Short Answer,"In a flame test for lithium, sodium, potassium, and magnesium, which gives off a deep purple color:",POTASSIUM (ACCEPT: K),SciBowlDB
PHYSICS,Multiple Choice,A 100 horsepower engine is approximately the same as a: W) 15 kilowatt engine X) 35 kilowatt engine Y) 55 kilowatt engine Z) 75 kilowatt engine,Z) 75 KILOWATT ENGINE,Short Answer,What is the SI unit of magnetic flux that is equal to a tesla-meter squared?,WEBER,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is NOT an exothermic reaction: W) condensation X) freezing Y) vaporization Z) deposition,Y) VAPORIZATION,Short Answer,"Unlike other halogens, this element does not form higher oxides or oxyacids:",FLUORINE (ACCEPT: F),SciBowlDB
PHYSICS,Short Answer,"Order the following substances from the LEAST dense to the MOST dense: silver, water at 1° C, water at 4° C, iron",WATER AT 1° C; WATER AT 4° C; IRON; SILVER (Solution: water is most dense at 3.98),Multiple Choice,Which of the following is true concerning objects moving down an inclined plane: W) a solid cylinder will roll faster than a hollow cylinder regardless of the mass or outer diameter of either cylinder X) a hollow cylinder will roll faster than a solid cylinder regardless of the mass or outer diameter of either cylinder Y) a solid cylinder will roll at the same rate as a hollow cylinder regardless of the mass or outer diameter of either cylinder Z) a solid cylinder will roll slower than a hollow cylinder of twice the mass and outer diameter of the solid cylinder,W) A SOLID CYLINDER WILL ROLL FASTER THAN A HOLLOW CYLINDER REGARDLESS OF THE MASS OR OUTER DIAMETER OF EITHER CYLINDER,SciBowlDB
BIOLOGY,Multiple Choice,The propagation of an action potential down a myelinated nerve occurs by which of the following methods: W) synaptic transmission X) initiation and regeneration Y) saltatory conduction Z) absolute propagatio,Y) SALTATORY CONDUCTION,Multiple Choice,The Frank Starling Law depends most directly on which of the following: W) the ability of cardiac sarcoplasmic reticula to sense sarcomere distension X) the ability of the action potential to be lowered as the heart is filled with more blood Y) optimal sarcomere length for strength of contraction Z) retrograde pulmonic stenosis,Y) OPTIMAL SARCOMERE LENGTH FOR STRENGTH OF CONTRACTION,SciBowlDB
ASTRONOMY,Multiple Choice,Determining the mass of a planet is most easily done if: W) the planet has a satellite X) the planet is large Y) the planet has a comet pass by it Z) the planet is close to the Earth,W) THE PLANET HAS A SATELLITE,Short Answer,What is the process called when planetesimals grow into protoplanets by the accumulation of material driven by gravity?,ACCRETION,SciBowlDB
MATH,Short Answer,Factor the expression: `x^2 + 3x - 10`,`(x + 5)(x - 2)`,Short Answer,Express cos(arctan x) (read as: cosine of arc tangent x) without trigonometric functions:,"`1/sqrt(x^2 + 1)` (Solution: draw a right triangle with base 1, height x, hypotenuese `sqrt(x^2 + 1)`)",SciBowlDB
EARTH SCIENCE,Multiple Choice,"The Curie point of an iron-bearing mineral is 580°C. This value specifically indicates that at 581° C, the sample will be: W) radioactive X) a liquid Y) magnetic Z) non- magnetic",Z) NON-MAGNETIC,Multiple Choice,"The terminus of a retreating glacier is covered by the landslide of a nearby mountain buttress, covering nearly one-third of the ablation area with a 20 foot thick blanket of rubble. Which of the following will most likely occur: W) the glacier continues to retreat, but at an even greater rate X) the glacier continues to retreat, but at the same rate Y) the glacier is impeded by the debris and neither advances nor retreats Z) the glacier begins to advance",Z) THE GLACIER BEGINS TO ADVANCE (Solution: the debris impedes its melting),SciBowlDB
GENERAL SCIENCE,Multiple Choice,To which of the following groups does the popular organism for developmental biological studies called C. elegans belong: W) budding yeasts X) nematodes Y) flatworms Z) vascular plants,X) NEMATODES 5490,Short Answer,What force of nature is responsible for the fact that heated gases in a flame take on a tear-drop shape?,GRAVITY,SciBowlDB
GENERAL SCIENCE,Multiple Choice,A WAN would be absolutely required for a network: W) between two computers X) between two buildings on a college campus Y) between neighboring towns Z) between two continents,Z) BETWEEN TWO CONTINENTS,Multiple Choice,"If we wanted to use a string as an index into an array in Pascal or Java, what data structure would we use: W) hash table X) layer Y) objects list Z) column",W) HASH TABLE,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is a value that determines whether or not a reaction is spontaneous: W) entropy change X) exothermic reaction Y) heat of formation Z) Gibbs free energy,Z) GIBBS FREE ENERGY,Short Answer,This strong reducing agent is an acid which occurs naturally in ants and nettles:,FORMIC ACID (ACCEPT: METHANOIC ACID),SciBowlDB
PHYSICS,Short Answer,This future Nobel laureate and champion of science education would co-discover more than a dozen new elements while working at Berkeley California along with Edwin McMillan:,GLENN SEABORG,Multiple Choice,Which of the following is the conventional description of radioactive isomers: W) atoms with the same number of nucleons but different radioactive decay schemes X) atoms with different numbers of nucleons but the same radioactive decay schemes Y) atoms with the same numbers of nucleons and the same radioactive decay schemes Z) molecules with the same radioactive atoms but different structures,W) ATOMS WITH THE SAME NUMBER OF NUCLEONS BUT DIFFERENT RADIOACTIVE DECAY SCHEMES,SciBowlDB
BIOLOGY,Multiple Choice,"Which of the following is NOT associated with PKU, which is also known as phenylketonuria (read as: phenyl-KEE-tone-uria): W) brain damage X) an inborn error of metabolism Y) Kappa proteins in the urine Z) inability to metabolize phenylalanine",Y) KAPPA PROTEINS IN THE URINE,Multiple Choice,"In a nucleosome, the DNA is wrapped around: W) a cluster of histones 1, 2A, 2B, 3 and 4 X) ribosomes Y) the nucleolus (pronounced: NEW-clee-oh-luss) Z) a single histone monomer","W) A CLUSTER OF HISTONES 1, 2A, 2B, 3 AND 4",SciBowlDB
ASTRONOMY,Multiple Choice,"In the early 1700’s, James Bradley calculated the speed of light at 185 thousand miles per second based partially on which of the following: W) the amount he angled his telescope to observe stars because of the motion of the Earth X) the reflection of light using three mirrors about 20 meters apart Y) the bending of light around planets Z) the reflection of light from an 8-sided rotating mirror",W) THE AMOUNT HE ANGLED HIS TELESCOPE TO OBSERVE STARS BECAUSE OF THE MOTION OF THE EARTH,Short Answer,"In Henrietta’s Law, the period of variation in a Cepheid star is directly related to its:",LUMINOSITY (ACCEPT: ABSOLUTE BRIGHTNESS),SciBowlDB
MATH,Multiple Choice,For which of the following mathematical systems does the commutative law of multiplication NOT hold: W) ordinary algebra X) algebra of groups Y) algebra of fields Z) algebra of matrices,Z) ALGEBRA OF MATRICES,Short Answer,"The crossing point between two lines, x + 2y - 4 = 0 and -2x + y + 3 = 0, is how far away from the origin?","`sqrt(5)` or 2.236 (Solution: x = 4 - 2y, -2 (4 - 2y) + y + 3 = 0, 5y = 5, y = 1, x = 2, r = `sqrt(1 + 4)`)",SciBowlDB
EARTH SCIENCE,Multiple Choice,Underwater volcanoes that have a flat top are called: W) seamounts X) island arcs Y) abyssal mountains Z) guyots,Z) GUYOTS,Multiple Choice,"At an ambient temperature of 20° C, which of the following dew point temperatures would indicate the highest water vapor content in the air: W) 15° C X) 10° C Y) 0° C Z) -10° C",W) 15° C,SciBowlDB
GENERAL SCIENCE,Short Answer,One hallmark of Alzheimer’s disease is the presence of what protein in the brain?,BETA AMYLOID,Multiple Choice,"Assuming standard quality, which of the following wood species is the strongest when used as a supporting beam: W) white oak X) hemlock Y) white birch Z) yellow pine",W) WHITE OAK,SciBowlDB
GENERAL SCIENCE,Multiple Choice,The main function of the power supply on a computer is to: W) convert AC voltage to DC voltages required by the computer X) provide a constant 110-volt AC to the motherboard Y) boost power to acceptable AC voltages Z) protect the computer from power surges,W) CONVERT AC VOLTAGE TO DC VOLTAGES REQUIRED BY THE COMPUTER,Short Answer,The technical name given to the hard drive by the IBM PC Institute is DASD. What does DASD stand for?,DIRECT ACCESS STORAGE DEVICE,SciBowlDB
CHEMISTRY,Multiple Choice,"Sodium is a highly malleable substance whereas sodium chloride is not. Which of the following is the LEAST likely explanation: W) sodium is metallic X) in sodium chloride, the ionic forces are strong Y) in sodium, atoms can move without any specific bonds being broken Z) in sodium chloride, the ions are arranged in very irregular arrays","Z) IN SODIUM CHLORIDE, THE ION ARE ARRANGED IN VERY IRREGULAR ARRAYS (Solution: ^regular arrays)",Multiple Choice,Which of the following is the strongest form of magnetism: W) ferromagnetism X) paramagnetism Y) diamagnetism Z) trimagnetism,W) FERROMAGNETISM,SciBowlDB
PHYSICS,Multiple Choice,Which of the following agrees most with current theories concerning quark-gluon plasma: W) it exists in the core of stars like our sun X) it exists in deep space and is probably the source of cosmic rays Y) it exists at the edge of our expanding universe Z) it existed in the early universe,Z) IT EXISTED IN THE EARLY UNIVERSE,Short Answer,"For a radioactive element with a half-life of 30 years, if a sample of the radioactive element is left to decay for 120 years, what fraction of the original radioactive atom in the sample will be left?",1/16,SciBowlDB
BIOLOGY,Multiple Choice,Incomplete division of a yolk-rich egg is known as: W) holoblastic cleavage X) meroblastic cleavage Y) binary fission Z) determinate cleavage,W) HOLOBLASTIC CLEAVAGE,Multiple Choice,"In certain tissues, where nuclear division is NOT followed by cytokinesis, which of the following will occur: W) meiotic disjunction X) a syncytium (pronounced: SIN-sish-e-um) results Y) chiasmata can form in abnormal numbers Z) a diploid zygote is always formed",X) A SYNCYTIUM RESULTS,SciBowlDB
ASTRONOMY,Multiple Choice,"According to most accepted theories, the Oort Cloud cannot account for the origin of what types of comets in our solar system: W) comets that have origins outside of the Kuiper (pronounced: KY-per) belt. X) comets that have short orbits and travel along the ecliptic Y) comets that are classified as cold comets Z) comets that have origins at a distance farther from the sun than the Oort Cloud",X) COMETS THAT HAVE SHORT ORBITS AND TRAVEL ALONG THE ECLIPTIC,Short Answer,"To use this ancient astronomical instrument, the user hangs it from a metal ring attached to the top of a round star map and looks toward a specific star through a sighting device called an adilade:",AN ASTROLABE,SciBowlDB
MATH,Multiple Choice,Which of the following most closely approximates the golden ratio: W) an 8 inch by 10 inch photograph X) an 8.5 inch by 11 inch sheet of paper Y) a 3 inch by 5 inch index card Z) a square greeting card,Y) A 3 INCH BY 5 INCH INDEX CARD (Solution: `x = (1 + sqrt(5))/2 = 1.618; 3/5 = 1.6`),Short Answer,"In a class of 20 students, each student speaks German, Chinese, or both. Thirteen students speak German and 17 students speak Chinese. How many speak both German and Chinese?",10,SciBowlDB
GENERAL SCIENCE,Short Answer,This nurse/statistician was the first person in the English speaking world to apply statistics to the study of public health and invented the pie chart:,FLORENCE NIGHTINGALE,Multiple Choice,"Over a time period of thousands of years, which of the following is true for the Carbon Cycle: W) the oceans determine atmospheric CO2 concentration X) the atmosphere determines the oceanic CO2 concentration Y) the oceans have only a minor affect on atmospheric CO2 concentration Z) the terrestrial CO2 reservoir directly determines the oceanic CO2 concentration",W) THE OCEANS DETERMINE ATMOSPHERIC CO2 CONCENTRATION,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is NOT an example of a chelating (pronounced: KEE-lay-ting) agent: W) EDTA X) hemoglobin Y) chlorophyll Z) lead,Z) LEAD,Short Answer,What is the name of the tarnish resistant alloy of tin and lead which can be hardened by antimony and copper?,PEWTER,SciBowlDB
PHYSICS,Multiple Choice,"If mechanical work is done by a gas as its volume increases and its temperature falls, it would be considered: W) a violation of thermodynamic laws X) an adiabatic expansion Y) a violation of the Carnot Cycle Z) having a negative delta G",X) AN ADIABATIC EXPANSION,Short Answer,"In a tug of war over a cow, one woman pulls on the tail of the 200 Kg cow to the left of an observer with a force of 30 Newtons and another woman pulls on the head of the cow to the right of an observer with a force of 40 Newtons. What is the net force on the cow?",10 NEWTONS,SciBowlDB
BIOLOGY,Multiple Choice,Aposematic coloration does which of the following: W) tricks predators into believing the prey is bigger than it appears X) alerts predators to stay away Y) entices prey into a trap Z) camouflages its prey,X) ALERTS PREDATORS TO STAY AWAY,Multiple Choice,The chemiosmotic theory of ATP production in electron transport is based on: W) the pH of the cytosol X) sodium channels in both mitochondria and chloroplasts Y) H+ gradient across the mitochondrial membrane Z) the second law of thermodynamics,Y) H+ GRADIENT ACROSS THE MITOCHONDRIAL MEMBRANE,SciBowlDB
PHYSICS,Multiple Choice,"In Rome in 1934, Enrico Fermi bombarded samples of uranium with neutrons. He thought the resulting radioactive products were evidence that he had: W) fissioned the uranium atoms X) fused the uranium atoms Y) created slow neutrons Z) created elements beyond uranium on the periodic chart",Z) CREATED ELEMENTS BEYOND URANIUM ON THE PERIODIC CHART,Short Answer,"Order the following from the LOWEST to the HIGHEST temperature: water boils, iron melts, ammonia boils, tin melts","AMMONIA BOILS, WATER BOILS, TIN MELTS, IRON MELTS",SciBowlDB
BIOLOGY,Multiple Choice,"If the hormone ecdysone is inactivated in a monarch butterfly pupa, which of the following will occur: W) molting will occur immediately X) the chrysalis will rapidly develop into a larva Y) the mature butterfly will be sterile Z) molting will not occur",Z) MOLTING WILL NOT OCCUR,Multiple Choice,"For each NADH generated in either the Krebs cycle or glycolysis: W) two PGAL molecules are converted to fructose 1,6-biphosphate X) three ATP molecules are generated in the electron transport system Y) three hydrogen are transported from the inner mitochondrial matrix to the outer matrix Z) ADP is hydrolyzed to cyclic-AMP",X) THREE ATP MOLECULES ARE GENERATED IN THE ELECTRON TRANSPORT SYSTEM,SciBowlDB
CHEMISTRY,Multiple Choice,The most direct and accurate means for determining atomic and molecular weights is by: W) mass spectrometry X) nuclear magnetic resonance spectrometry Y) atomic absorption spectrometry Z) atomic force microscopy,W) MASS SPECTROMETRY,Short Answer,The process that improves the quality of rubber by crosslinking polymer chains is called:,VULCANIZATION,SciBowlDB
ASTRONOMY,Multiple Choice,The idea of shepherding moons was proposed by Tremaine and Goldreich in 1979 to explain: W) anomalies in Saturn’s rings discovered by Voyager 1 X) the existence of some of Saturn’s moons Y) anomalies in Saturn’s rings discovered by Voyager 2 Z) why rings of Uranus were so narrow,Z) WHY RINGS OF URANUS WERE SO NARROW,Short Answer,"For a telescope with a focal length of 5,000 millimeters and an eyepiece of 25 millimeters, what is the magnifying power of the telescope?",200X (ACCEPT: 200) (Solution: 5000 / 25 = 200),SciBowlDB
MATH,Multiple Choice,Which of the following are NOT coterminal angles: W) 90° and -270° X) 180° and -180° Y) 80° and -190° Z) 80° and -280°,Y) 80° AND -190°,Short Answer,A thrill-seeking ice climber is climbing up a steep incline to fall off the top into a crevasse. It is quite slippery and each time he leaps forward 4 feet he slides back 1 foot. If he is 20 feet from the top how many leaps will it take him to fall off into the crevasse?,"7 LEAPS (Solution: on the 7th leap he is at 21 feet, so he is over the edge; 3+3+3+3+3+3+3=21)",SciBowlDB
EARTH SCIENCE,Multiple Choice,"If the air has a dew point temperature of -4° C, at what temperature would ice crystals form from the air: W) 4° C X) -4° C Y) 0° C Z) -2° C",X) -4° C,Short Answer,"Long, narrow, sandy islands lying parallel to an ocean coast and separated from it by a lagoon, are called:","BARRIER ISLANDS (DO NOT ACCEPT: BARRIER BEACHES, which needn't be islands)",SciBowlDB
GENERAL SCIENCE,Short Answer,"What woman, who lived in Egypt around 400 BC, is credited with the authorship of three major treatises on geometry and algebra, one on astronomy, and invented an instrument for distilling water, an instrument to measure the specific gravity of water, an astrolabe, and a planisphere?",HYPATIA,Multiple Choice,The human form of bovine spongiform encephalopathy is called: W) scabies X) Alzheimer’s Y) Creutzfeldt-Jakob disease Z) prionitis,Y) CREUTZFELDT-JAKOB DISEASE,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"In programming, a special type of data structure in which items are removed in the reverse order from that in which they are added, so the most recently added item is the first one removed, is called a: W) record X) array Y) stack Z ) queue",Y) STACK,Short Answer,"The rate at which each line on a CRT screen is drawn across the screen from top to bottom, and which affects what the human eye sees as flickering, is called the:",REFRESH RATE (ACCEPT: REFRESH),SciBowlDB
PHYSICS,Multiple Choice,Pure crystalline germanium is a good: W) electrical semiconductor X) electrical conductor Y) electrical insulator Z) transistor,Y) ELECTRICAL INSULATOR,Short Answer,"For a toaster that draws 12 amps on a 120 volt line, what is the resistance of the toaster?","10 OHMS (Solution: I = V/R, R = V/I, R = 120/12 =10)",SciBowlDB
BIOLOGY,Multiple Choice,Which of the following is NOT an example of connective tissue: W) exocrine glands X) bone Y) blood Z) cartilage,W) EXOCRINE GLANDS,Multiple Choice,Which of the following would be least soluble in distilled water: W) progesterone X) glucose Y) ethanol Z) insulin,W) PROGESTERONE (Solution: It is a steroid),SciBowlDB
CHEMISTRY,Multiple Choice,"Of the following, which would be the most soluble in water: W) butanol X) pentanol Y) hexanol Z) heptanol",W) BUTANOL,Short Answer,"The atomic weight of gold is 197.0. If 1.5 moles of gold is needed to make a dental filling, how many grams, to the nearest whole number, of gold would be needed?",295.5 GRAMS (ACCEPT: 295-296 GRAMS) (Solution: 1.5 X 197.0),SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is referred to as the Dog Star: W) Sirius X) Rigel Y) Polaris Z) Alpha Centauri,W) SIRIUS,Short Answer,"If the mass of gases collapsing in a nebulae are insufficient to initiate enough nuclear energy to become a main sequence star, it will usually become what type of star?",BROWN DWARF,SciBowlDB
MATH,Multiple Choice,"The universal set U contains the elements {1,2,3,4,5} (pronounced: data set 1,2,3,4,5). Set A contains the elements {1,3}. What elements does the set A’ (read as: A prime) contain: W) {1,2,4} X) {2,4,5} Y) {1,4,5} Z) {3,4,5}","X) {2,4,5}",Short Answer,Simplify the expression: `(4! + 3!)/5!` (read as: The quantity 4 factorial + 3 factorial divided by 5 factorial),`1/4` (Solution: ` = (3!(4 + 1)) / (5 xx 4 xx 3!) = 5 / (5 xx 4) = 1/4`),SciBowlDB
EARTH SCIENCE,Multiple Choice,What would most likely result if the Earth’s axis of rotation were tilted 10 degrees less than it now tilts? W) less difference between winter and summer in the Northern Hemisphere X) colder winters and warmer summers in the Northern Hemisphere Y) shorter days and longer nights at the Equator Z) warmer winters and warmer summers in the Northern Hemisphere,W) LESS DIFFERENCE BETWEEN WINTER AND SUMMER IN THE NORTHERN HEMISPHERE,Short Answer,"The property exhibited by certain minerals, such as sphalerite, which causes them to give off ""flashes"" of light when struck, is called?",TRIBOLUMINESCENCE,SciBowlDB
GENERAL SCIENCE,Short Answer,In what continent does the AIDS epidemic affect the greatest proportion of the population?,AFRICA 5476,Multiple Choice,Anthropologists most often infer brain shape from which of the following: W) presence of high zygomatic arch X) contours of fossil skulls Y) presence or absence of occipital bones Z) direct observation of preserved brains,X) CONTOURS OF FOSSIL SKULLS 5417,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"What type of image, such as a true-type font, is created by a vector drawing process: W) bitmap X) pixel Y) object-oriented graphics Z) raster",Y) OBJECT-ORIENTED GRAPHICS,Multiple Choice,"Which of the following is NOT true of ROM: W) contains vital permanently stored information X) is non-volatile Y) it is sometimes referred to as main memory Z) with few exceptions, if an error occurs on the chip, it must be replaced",Y) IT IS SOMETIMES REFERRED TO AS MAIN MEMORY,SciBowlDB
PHYSICS,Multiple Choice,"Werner Heisenberg found that when the uncertainties in the determinations of position and momentum of a single particle are multiplied together, the product is approximately greater than or equal to: W) the speed of light X) the energy of a photon Y) Planck’s constant Z) Avagadro’s number",Y) PLANCK’S CONSTANT,Short Answer,"At 10 cents per kilowatt hour, how much does it cost to run an 1800 watt hair dryer for 2 hours?",36 CENTS (Solution: 1800 watts = 1.8 Kw^1.8 Kw x 2 hrs x 10 cents = 36 cents),SciBowlDB
BIOLOGY,Multiple Choice,A sensory neuron is also referred to as which of the following: W) motor neuron X) interneuron Y) efferent (pronounced: EE-ferent) neuron Z) afferent (pronounced: A-ferent) neuron,Z) AFFERENT NEURON,Multiple Choice,"If the Gram stain reveals a red-stained coccus, which of the following would most likely be true: W) it would not be sensitive to penicillin X) it would be acid-fast Y) it would possess the “Park-Peptide” Z) it would be motile",W) IT WOULD NOT BE SENSITIVE TO PENICILLIN,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is the formula for the hydronium (pronounced: HY-DRO-knee-um) ion: W) OH- X) H+ Y) H3O- Z) H3O+,Z) H?O+,Short Answer,The explosive TNT made from nitric acid is formally known as:,TRINITROTOLUENE,SciBowlDB
ASTRONOMY,Multiple Choice,It was not until the early 20th century that astronomers were able to distinguish true nebulae from: W) dark nebulae X) galaxies Y) comets Z) binary stars,X) GALAXIES,Short Answer,"Assume that the Hubble constant = 50 km/sec/megaparsec. How far away, in megaparsecs, is a galaxy whose red shift is 40,000 km/sec?","800 MEGAPARSECS (Solution: d = v/H0; = 40,000/50 = 800)",SciBowlDB
EARTH SCIENCE,Multiple Choice,"Which of the following is NOT true of an El Nino: W) a pool of warm ocean water moves eastward to the central pacific X) geologic records of past El Nino events are obtained by analysis of growth layers in living coral Y) rainfall greatly increases in the mid-Pacific Z) it recurs erratically, but on average every 40 years","Z) IT RECURS ERRATICALLY, BUT ON AVERAGE EVERY 40 YEARS (Solution: _every 4 years)",Short Answer,What glassy igneous rock is sometimes age dated by measuring the thickness of the hydrated layer that slowly forms on freshly exposed surfaces:,OBSIDIAN,SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following is the best example of “statistical inference”: W) estimating population parameters from statistical data X) measuring a sample from a population Y) calculating a mean from a set of data which has a high variance Z) calculating data from random sample,W) ESTIMATING POPULATION PARAMETERS FROM STATISTICAL DATA,Multiple Choice,Which of the following is the accepted definition of a superacid: W) an acid system stronger than 100% sulfuric acid X) an acid system stronger than 100% nitric acid Y) an acid system stronger than a pH of 1 Z) an acid system a hydrogen ion concentration of 1014,W) AN ACID SYSTEM STRONGER THAN 100% SULFURIC ACID,SciBowlDB
PHYSICS,Multiple Choice,Van de Graaff generators are capable of producing: W) only low voltages X) high enough voltages for x-ray equipment Y) only small sparks Z) voltages many times greater than the average lightening bolt,X) HIGH ENOUGH VOLTAGES FOR X-RAY EQUIPMENT,Short Answer,What specific law most directly dictates that no heat engine can convert all its heat energy into mechanical energy:,THE SECOND LAW OF THERMODYNAMICS,SciBowlDB
BIOLOGY,Multiple Choice,"In addition to the number of offspring produced at each birth and parental life span, what is the main determinant of biotic potential in a mammalian species: W) number of male offspring X) number of female offspring Y) number of males in the population Z) age of the female parent at first reproduction",Z) AGE OF THE FEMALE PARENT AT FIRST REPRODUCTION,Multiple Choice,"If Loci (pronounced: LOW-cye) are very close together along a chromosome, there will be: W) a greater chance for crossing over X) a decreased chance for crossing over Y) no chance for crossing over Z) crossing over at an unpredictable frequency",X) A DECREASED CHANCE FOR CROSSING OVER,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following are NOT examples of intermolecular forces: W) hydrogen-bond forces X) covalent-bond forces Y) London-dispersion forces Z) dipole-dipole forces,X) COVALENT-BOND FORCES,Short Answer,"In the common alkaline battery, what metal is oxidized in the anode reaction?",ZINC (ACCEPT: Zn),SciBowlDB
PHYSICS,Multiple Choice,"In synchrotron sources, flux and brilliance are two benchmarks of the quality of the beam. Which of the following most accurately describes flux in this case: W) flux is a measure of the intensity and directionality of the x-ray beam X) flux is the number of photons per second passing through a defined area Y) flux determines the smallest spot onto which the x-ray beam can be focused Z) flux is of little concern in beam quality if brilliance is achieved",X) FLUX IS THE NUMBER OF PHOTONS PER SECOND PASSING THROUGH A DEFINED AREA,Short Answer,"This experiment, named after its two creators, was originally considered a failure, but it eventually overturned theories of the “ether” and demanded an alternative theory for why the speed of light was a constant:",MICHELSON-MORLEY EXPERIMENT,SciBowlDB
CHEMISTRY,Multiple Choice,"A solution of 100 ml dimethyl ketone, 45ml amyl acetate, 15 ml butyl acetate,15 ml ethyl acetate, and 1 ml of castor oil, can be mixed to make: W) enamel X) glue Y) fingernail polish Z) hand cleaner",X) GLUE,Short Answer,"If a hydrogen atom is removed from an alkane, the carbon and hydrogen portion that remains is called what:",ALKYL GROUP,SciBowlDB
BIOLOGY,Multiple Choice,"The major antibody of the human body, especially for immunity after vaccinations, is: W) IgG X) IgA Y) IgF Z) IgN",W) IgG,Short Answer,"Using the following single stranded DNA, give the corresponding messenger RNA sequence: (Pronunciation: please give a brief pause at each hyphen between the reading of each three letters) CCA - CCC - CCA - TAC - CCC - TTA - TAT",GGU - GGG - GGU - AUG -GGG - AAU - AUA (must be exact),SciBowlDB
ASTRONOMY,Multiple Choice,General relativity does NOT allow for which of the following descriptions of the universe: W) the universe is constructed like a 4-dimensional hyperbola X) the universe is infinite and unbounded Y) the universe is both finite and unbounded Z) the universe is both finite and bounded,"Z) THE UNIVERSE IS BOTH FINITE AND BOUNDED (Solution: page 200 Timothy Ferris, coming of age in the Milky Way)",Short Answer,"Upon passing through a fixed biconvex lens, order the following colors from the SHORTEST to the LONGEST focal lengths: red, violet, yellow, blue, and green",VIOLET; BLUE; GREEN; YELLOW; RED,SciBowlDB
MATH,Multiple Choice,Express the product of the following complex numbers in the form a + bi where a and b are real: 4 + 2i and 2 + 5i W) 6 + 10i X) -4 + 20i Y) -2 + 24i Z) 2 + 24i,Y) -2 + 24i,Short Answer,Find the area of the triangle between `f(x) = 2x + 3` and the x and y axes:,"2.25 (Solution: vertices at (0, 0), (0, 3), (-1.5, 0). Area = 0.5 x 3 x 1.5 = 2.25)",SciBowlDB
EARTH SCIENCE,Multiple Choice,Aquamarine is a gemstone that is a type of: W) beryl X) diamond Y) garnet Z) amber,W) BERYL,Multiple Choice,"If the temperature at the base of an ice sheet is below the pressure-melting point, almost all motion occurs by which of the following processes: W) basal sliding X) internal ice deformation Y) laminar slippage Z) subglacial sediment deformation",X) INTERNAL ICE DEFORMATION,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"In a sodium chloride crystal, the lattice is based most closely on which of the following forms: W) body centered cubic X) cubic Y) hexagonal close packed Z) simple hexagonal",X) CUBIC,Short Answer,What is the scientific term for the hibernation of animals in the summer to avoid the heat of a desert environment?,ESTIVATION,SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following best explains the D in DRAM: W) the memory must constantly be refreshed X) it speeds up access to data in files by using an inverted index Y) it allows the retention of the same data throughout the execution of a program Z) the memory is refreshed only once a session upon shutdown,W) THE MEMORY MUST CONSTANTLY BE REFRESHED,Short Answer,A type of artificial intelligence that deals with designing computer systems that can comprehend and understand human languages is called:,NATURAL LANGUAGE (ACCEPT: NATURAL LANGUAGE PROCESSING),SciBowlDB
PHYSICS,Multiple Choice,"In the first half of the 20th century, a new law of physics called the “Bose-Einstein Distribution” was formulated. This explained which of the following: W) how time dilation occurs with particles at sub atomic levels X) how energy is shared among particles in gases Y) how energy and mass are related at extremely low temperatures Z) how solids behave at extremely low temperatures",X) HOW ENERGY IS SHARED AMONG PARTICLES IN GASES,Short Answer,"If the speed of sound is 331 m/s, what is the wavelength, rounded to the first decimal place, of a soundwave that has a frequency of 100 hertz?",3.3 METERS (Solution: wavelength = speed / f = 331 / 100 = 3.31 ),SciBowlDB
