category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Multiple Choice,Which of the following plant hormones has a syn- ergistic effect with auxins?  W) ABA  X) Methylsalicylic acid  Y) Jasmonates  Z) Gibberellins ,Z) Gibberellins,Short Answer,"Derek is studying amino acids and does phenol- chloroform extraction on a solution of amino acids, which separates them by po- larity. Identify all of the following three amino acids that would be found in higher concentration in the phenol portion than the chloroform portion: 1) Arginine; 2) Serine; 3) Glutamine ",None,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Physics,Multiple Choice,Which of the following is NOT a direct result of the law of conservation of energy?  W) Bernoulli equation  X) Kirchhoff’s voltage law  Y) First law of thermodynamics  Z) Snell’s law ,Z) Snell’s law,Short Answer,Order the following three materials from top to bottom in a thin film such that incident light approaching from the top will constructively interfere with itself: 1) Air; 2) Glass; 3) Water. ,"1, 3, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Chemistry,Short Answer,"A reaction has an equilibrium constant K. If the coefficients of the reaction are halved, what is the new value of the equilibrium constant in terms of K? ",K,Short Answer,Identify all of the following three anions that have a planar geometry: 1) Nitrate; 2) Triiodide ; 3) Perchlorate . ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Earth and Space,Multiple Choice,Supernovae serve as important phenom- ena for young galaxies because of which of the following phenomena?  W) Enrichment of stellar gas for new star formation  X) Propelling of neutrinos outside the galactic plane  Y) ionization of regions of gas by released x-rays  Z) Proton capture processes creating heavier elements ,W) Enrichment of stellar gas for new star formation,Short Answer,What term describes the maximum sustain- able luminosity a star can achieve? ,Eddington limit,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Biology,Short Answer,David finds a marine animal containing two germ layers. Which phylum does it likely belong to? ,Cnidaria (ACCEPT: Ctenophora),Short Answer,Identify all of the following three characteristics that are exhibited by all chordates: 1) Vertebrae; 2) Nerve cord; 3) Mineralized skeleton. ,2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Physics,Multiple Choice,"Ne digs a tunnel through the Earth’s center and jumps into it from one end. Which of the following best describes his position versus time graph, assuming no air resistance?  W) Linear  X) Quadratic  Y) Logarithmic  Z) Sinusoidal ",Z) Sinusoidal,Multiple Choice,"An engine operates between a hot reservoir of temperature of 400 kelvin and a cold reservoir temperature 150 kelvin. If 100 joules of heat energy are inputted, then in joules, what is the maximum work that the engine can do? W) 37.5 X) 60 Y) 62.5 Z) 100 ",Y) 62.5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Chemistry,Short Answer,What is the name given to the non-zero entropy observed in an ensemble of particles cooled to absolute zero? ,Residual entropy,Short Answer,Order the following three organic acids in terms of increasing pKa acid; 2) Fluoroacetic acid; 3) Chloroacetic acid. ,"2, 3, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Earth and Space,Short Answer,Identify all of the following three front types that involve at least one cold air mass: 1) Occluded ; 2) Stationary; 3) Warm. ,All,Multiple Choice,At which of the following levels does an air parcel begin to cool at the wet adiabatic lapse rate? W) Tropopause X) Stratopause Y) Cloud base Z) Temperature inversion ,Y) Cloud base,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Biology,Multiple Choice,A southern blot is used to detect which of the following molecules?  W) Glycoproteins  X) DNA  Y) RNA  Z) Amino acid ,X) DNA,Short Answer,Identify all of the following three hormones that act to increase blood glucose level: 1) Insulin; 2) Glucagon; 3) Cortisol. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Physics,Short Answer,"Compute the energy, in millijoules, stored in an inductor of inductance 5 millihenries with a current of 6 amperes flowing through it. ",90,Short Answer,An 80 kilogram car moving at a constant speed of 16 meters per second strikes another stationary car. The two cars collide inelastically and move at a speed of 5 meters per second. What is the mass of the other car in kilograms? ,176,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Chemistry,Multiple Choice,Which of the following nitrides has the greatest lattice energy?  W) Lithium nitride  X) Magnesium nitride  Y) Calcium nitride  Z) Strontium nitride ,X) Magnesium nitride,Short Answer,Identify all of the following three salts whose solubility increases with decreasing pH: 1) Chromium (III) hydroxide; 2) Calcium carbonate; 3) Iron (III) chloride. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Earth and Space,Short Answer,Identify all of the following three phe- nomena that can significantly alter the spin of a spiral-barred galaxy: 1) Galactic merger; 2) Central supermassive black hole; 3) Non-uniform halo. ,1 only,Short Answer,Order the following three fusion processes by increasing energy output dependence on temperature: 1) CNO cycle; 2) Proton- proton chain; 3) Alpha process. ,"2, 1, 3",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Biology,Short Answer,Temperate phages are able to use the lytic cycle and what other viral reproductive cycle? ,Lysogenic,Multiple Choice,Which of the following compounds allosteri- cally activates phosphofructokinase ? W) Adenosine triphosphate X) Adenosine monophosphate Y) Guanosine diphosphate Z) NADH ,X) Adenosine monophosphate,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Physics,Short Answer,"A light beam in air with frequency 6.0 × 1014 Hz goes into glass, which has an index of refraction of 1.5. In scientific notation to two significant figures and in hertz, what is the frequency of the light in the glass? ",6.0×1014,Multiple Choice,"A 1.5 centimeter high diamond ring is placed 20 centimeters from a concave mirror with radius of curvature of 30 centimeters. In centimeters, how far in front of the mirror is its image? W) 30 X) 60 Y) 90 Z) 120 ",X) 60,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR2
Chemistry,Short Answer,A substance is observed under certain conditions to transition from a liquid to a gas without boiling. What phase of matter is the substance most likely observed to be in? ,Supercritical fluid,Short Answer,The face-on-face overlap of two dxy orbitals creates what type of exotic bond? ,Delta bond,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Earth and Space,Multiple Choice,What type of rock would be expected to form when there are two distinct cooling rates for different constituents of the rock?  W) Aphanitic  X) Porphyritic  Y) Glassy  Z) Phaneritic ,X) Porphyritic,Multiple Choice,"Without corrections, carbon-14 dating in the recent past is incredibly unreliable. Which of the following contributes the most to this issue? W) Burning of fossil fuels decreases carbon-14 concentrations X) Nuclear weapons testing increases carbon-14 concentrations Y) Recent abnormal solar activity increases carbon-14 concentrations Z) Very little carbon-14 has had time to decay ",W) Burning of fossil fuels decrease relative C-14 concentrations,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Biology,Short Answer,Oligodendrocytes in the central nervous system have the same function as what cells in the peripheral ner- vous system? ,Schwann cells,Short Answer,Identify all of the following that can cause balancing selection: 1) Heterozygote advantage; 2) Positive frequency dependent selection; 3) Mullerian mimicry. ,1 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Physics,Multiple Choice,"Justin rolls a bicycle wheel up a ramp. At the same time, Adam rolls an identical bicycle wheel down the same ramp. Both wheels roll without slipping. Which of the following best describes the relationship between the accelerations of the two bike wheels?  W) The acceleration is greater up the ramp  X) The acceleration is greater down the ramp  Y) The accelerations are equal  Z) There is not enough information to tell ",Y) The accelerations are equal,Short Answer,"A particle’s position on the x-axis is given by the equation x = t3 −27t +4, where t is in seconds. At what values of t is its velocity equal to 0? ",3 and -3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Chemistry,Short Answer,Identify all of the following three states of matter that have activity equivalent to unity: 1) Solid; 2) Liquid; 3) Gas. ,1 and 2,Short Answer,"To one significant figure, calculate the change in internal energy in joules during the isothermal compression of one mole of an ideal gas from 2.7 liters to 1 liter at 400 kelvin. ",0,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Earth and Space,Short Answer,Order the following three fusion reactions by increasing required temperature: 1) Hydrogen burning; 2) Lithium burning; 3) Oxygen burning. ,"2, 1, 3",Short Answer,"Orbits in the L4 and L5 Lagrange points are stable, even though they are peaks on a Hill diagram. What effect explains their stability? ",Coriolis effect (ACCEPT: Coriolis force),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Biology,Multiple Choice,"Jack is trying to analyze a metabolic pathway in a human cell. He notices that GTP is being produced, and water is also being utilized. Which of the following pathways is he analyzing?  W) Pentose phosphate pathway  X) Fatty acid synthesis  Y) Glycolysis  Z) Gluconeogenesis ",W) Pentose phosphate pathway,Multiple Choice,"Which of the following hormones has nontropic effects, but not tropic effects? W) Follicle stimulating hormone X) Growth hormone Y) Melanocyte stimulating hormone Z) Thyroid stimulating hormone ",Y) Melanocyte stimulating hormone,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Physics,Short Answer,The splitting of spectral lines due to an external magnetic field is known as what effect? ,Zeeman effect,Short Answer,"Derek is moving at 0.8c in the y-direction and ap- pears to be 2 meters tall in his frame of reference along the y-direction. To an observer, how tall does Derek appear, in meters? ",1.2 meters,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Chemistry,Short Answer,What is the coordination number of an iron atom in a body-centered cubic lattice? ,8,Multiple Choice,Which of the following is a diradical species in its ground state? W) Nitrogen dioxide X) Diboron Y) Beryllium difluoride Z) Monatomic nitrogen ,X) Diboron,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Earth and Space,Multiple Choice,Internal waves in the ocean will most closely propagate along what boundary?  W) Thermocline  X) Halocline  Y) Pycnocline  Z) Carbonate compensation depth ,Y) Pycnocline,Multiple Choice,"Which of the following types of precipi- tation is most likely to occur if there is a shallow warm air layer 10,000 feet above the ground in an otherwise subfreezing atmosphere? W) Freezing rain X) Snow Y) Hail Z) Sleet ",Z) Sleet,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Biology,Multiple Choice,Which of the following amino acids cannot be modified by a protein kinase?  W) Methionine  X) Serine  Y) Threonine  Z) Tyrosine ,W) Methionine,Short Answer,"Identify all of the following three statements that are true of G-protein coupled receptors: 1) Their transmembrane domain contains many beta sheets; 2) Upon binding of a ligand, the GDP bound to the cytoplas- mic side of the GPCR is phosphorylated ; 3) The insulin receptor is a GPCR. ",None,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Physics,Multiple Choice,"How many antiquarks are present in a pentaquark, a particle made up of five quarks?  W) 0  X) 1  Y) 3  Z) 5 ",X) 1,Short Answer,"Ryan places an infinite number of capacitors in series such that each capacitor’s capacitance is twice that of the previous capacitor. He then places all of them in a circuit with a 9 volt battery. If the first capacitor has a capacitance of 1 farad, then in coulombs, what is the charge on the capacitor with capacitance of 16 farads? ",4.5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Chemistry,Short Answer,"When chlorine gas is bubbled into a hot aqueous solution of sodium hydroxide, sodium chloride and sodium chlorate are formed. What type of redox reaction occurs during the formation of these products? ",Disproportionation,Short Answer,"A solution of copper (II) bromide is elec- trolyzed for 100 minutes with a 16 ampere current. Given that the molar mass of copper is approximately 64 grams, how many grams of copper are deposited on the cathode to two significant figures? ",32,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Earth and Space,Multiple Choice,Which of the following properties of a globular cluster would be most appropriate to estimate its age?  W) Average temperature  X) Turnoff point  Y) Spectral lines  Z) Ratio of population I stars to population II stars ,X) Turnoff point,Multiple Choice,Which of the following observatories would be expected to detect a gamma ray burst? W) Chandra Space Telescope X) ALMA Telescope Y) Swift Observatory Z) James Webb Space Telescope ,Y) Swift Observatory,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Biology,Multiple Choice,In which of the following organisms would you expect to find Malpighian tubules?  W) Grasshopper  X) Planarian  Y) Rotifer  Z) Earthworm ,W) Grasshopper,Short Answer,Identify all of the following three phyla which belong to the group Ecdysozoa: 1) Nematoda ; 2) Arthro- poda ; 3) Echinodermata . ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Physics,Short Answer,The results of what theory predict that the electric field and magnetic field are different forms of the same phenomenon depending on the reference frame? ,Special relativity,Short Answer,"Compute, in terms of R, the ideal gas constant, the molar constant volume heat capacity of a diatomic ideal gas. ",5R/2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR3
Chemistry,Short Answer,What simple alcohol is formed by the catalytic hydrogenation of carbon dioxide? ,Methanol,Short Answer,Order the following three ions by increasing Kb : 1) Acetate; 2) Sulfate; 3) Iodide. ,"3, 2, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Earth and Space,Short Answer,What isotope of hydrogen may be used to track the ages of water masses in the oceans due to its recent increase in abundance as a result of nuclear weapons testing? ,Tritium,Short Answer,Identify all of the following three climate proxies that could be suitable as temperature proxies for the Mesozoic era: 1) Oxygen isotope data from siliceous oozes; 2) Oxygen isotope data from ice cores; 3) Oxygen isotope data from calcareous oozes. ,1 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Biology,Multiple Choice,A plant produces flowers that are white and have a sweet fragrance. Which of the following organisms would most likely pollinate this flower?  W) Bird  X) Fly  Y) Moth  Z) Bee ,Y) Moth,Short Answer,Identify all of the following three features that are never found in eudicots : 1) Coleoptile ; 2) Two cotyledons; 3) Parallel venation. ,1 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Physics,Short Answer,"Which of Maxwell’s equations is fundamental to how transformers and many types of electric motors, generators, and solenoids work? ",Faraday’s law of induction (ACCEPT: Faraday’s law),Short Answer,"What capacitance, in farads, is required to store an energy of 10 kilowatt-hours at a potential difference of 1000 volts? ",72,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Chemistry,Multiple Choice,"According to kinetic molecular theory, which of the following is true about a particle in an ideal gas?  W) The particle’s energy only changes following collisions  X) The particle’s volume only changes after collisions  Y) The particle’s speed only changes following collisions  Z) The direction of the particle’s motion only changes following collisions ",Z) The direction of the particle’s motion only changes following col-lisions,Short Answer,"When potassium is combusted in the ambient at- mosphere, what compound is predominantly formed? ",Potassium superoxide (Accept: KO2),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Earth and Space,Multiple Choice,"Millisecond pulsars spin extremely fast, at rates of up to around 600 times a second. What process is thought to be re- sponsible for the fast rotation of millisecond pulsars, as opposed to other types of pulsars?  W) Gravitational collapse of the star during supernova  X) Radioactive decay of nickel on the surface  Y) Fluid outer core  Z) Accretion from a binary companion ",Z) Accretion from a binary companion,Multiple Choice,"How does a star’s metallicity change as it evolves along the main sequence, neglecting any addition or emission from solar wind or interstellar particles? W) Increases X) Decreases Y) Stays the same Z) Variable based on the mass of the star ",Y) Stays the same,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Biology,Short Answer,Neurofibrillary tangles present in the brains of Alzheimer’s patients are composed of what protein? ,Tau protein,Short Answer,"During SDS-PAGE, dithiothreitol or beta-mercaptoethanol is used to destroy what type of tertiary interactions in proteins? ",Disulfide bonds,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Physics,Multiple Choice,The formula for the Heisenberg uncertainty prin- ciple states that the uncertainty of a given particle’s position times the uncertainty of that particle’s momentum has to be greater than or equal to Planck’s constant over which of the following?  W) π  X) 2π  Y) 4π  Z) 4π2 ,Y) 4π,Short Answer,The de Broglie wavelength of a particle is dependent on what power of the energy of the particle’s motion? ,−1 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Chemistry,Short Answer,What is the hybridization of carbon in CHCl3? ,sp3,Short Answer,Identify all of the following three metals that vi- olate the Aufbau principle in their ground state: 1) Copper; 2) Tech- netium ; 3) Gold. ,1 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Earth and Space,Multiple Choice,What type of soils would be expected in areas with permafrost?  W) Aridisol  X) Gelisol  Y) Ultisol  Z) Oxisol ,X) Gelisol,Short Answer,Most sulfur in the ocean is found as part of what sulfur-containing ion? ,Sulfate (ACCEPT: Inorganic sulfate),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Biology,Short Answer,The Islets of Langerhans are found within what gland of the body? ,Pancreas,Short Answer,"David is crossing two pea plants that show Mendelian inheritance for height and pea color. Green peas are dominant to yellow peas, and tall plants are dominant to short plants. However, all plants that are both yellow and tall die. If a true breeding yellow and short plant is crossed with a true breed- ing green and tall plant, what proportion of the surviving offspring will be green? ",100%,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Physics,Short Answer,What force mediates the decay of a proton into a neutron while simultaneously forming a positron and electron neutrino? ,Weak nuclear (ACCEPT: Weak),Multiple Choice,"An aircraft goes supersonic, forming a shock- wave. What shape does the shockwave form as it approaches flat ground? W) Circle X) Ellipse Y) Hyperbola Z) Parabola ",Y) Hyperbola,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Chemistry,Multiple Choice,Which of the following substrates will be alky- lated at the heteroatom most quickly under basic conditions?  W) Primary alcohol  X) Primary thiol  Y) Tertiary alcohol  Z) Tertiary thiol ,X) Primary thiol,Short Answer,Order the following three molecules in terms of increasing bond angle: 1) NH3; 2) PH3; 3) AsH3. ,"3, 2, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Earth and Space,Multiple Choice,"According to Einstein’s theory of general relativity, what shape would a universe with a density less than the critical density assume?  W) Spherical  X) Flat  Y) Hyperbolic  Z) Parabolic ",Y) Hyperbolic,Multiple Choice,What type of supernovae do Wolf-Rayet stars generally produce? W) Type Ia X) Type Ib Y) Type II-L Z) Type II-P ,X) Type Ib,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Biology,Multiple Choice,Metanephridia are possessed by members of which of the following phyla?  W) Arthropoda  X) Nematoda  Y) Annelida  Z) Cnidaria ,Y) Annelida,Short Answer,Identify all of the following three statements that are true regarding stomata: 1) Transport of potassium into guard cells causes stomatal opening; 2) CAM plants close their stomata during the day; 3) Guard cells de- crease in width while stomata open. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Physics,Short Answer,"What type of radiation results when a charged parti- cle, most commonly an electron, travels through a dielectric medium with a speed greater than light’s speed in that medium? ",Cherenkov radiation,Short Answer,"A current of 4 amperes is present in a circular wire loop of radius 0.5 meters. If a magnetic field of 0.5 teslas was placed such that it intersects the loop at an angle of 30 degrees at every point, what is the magnitude of the magnetic force felt by the wire loop, in newtons? ",π,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR4
Chemistry,Multiple Choice,Neon gas is present inside a sealed chamber with a movable piston. The pressure of the neon gas is then plotted against the volume of the piston as the piston is expanded externally. Which of the following best describes what this graph would look like?  W) Line with positive slope  X) Line with negative slope  Y) Curve increasing toward horizontal asymptote  Z) Curve decreasing toward horizontal asymptote ,Z) Curve decreasing toward horizontal asymptote,Short Answer,"The compound trans-1-methyl-3-chlorocyclohexane adopts its most stable chair confor- mation when the chlorine and methyl substituents are in what type of conforma- tional positions, respectively? ","Axial, equatorial",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Earth and Space,Multiple Choice,Which of the following factors would least affect the flow velocity of a stream?  W) Stream gradient  X) Hydraulic radius  Y) Channel roughness  Z) Sediment load ,Z) Sediment load,Short Answer,Identify all of the following three locations that are correctly matched to the expected tidal pattern at that location: 1) San Francisco Bay and mixed; 2) New Orleans and diurnal; 3) Chesapeake Bay and diurnal. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Biology,Short Answer,"During periods of starvation, fatty acids are broken down by the liver into which molecules that are released into the blood? ",Ketone bodies,Short Answer,Order the following three species from most to least related to C. elegans: 1) Earthworm; 2) Scorpion; 3) Sand dollar. ,"2, 1, 3",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Physics,Short Answer,What term describes the loops of electric current in- duced within conductors by a changing magnetic field in the conductor or by the relative motion of a conductor in a magnetic field? ,Eddy currents (ACCEPT: Foucault’s currents),Multiple Choice,"A heat pump transfers heat from one reservoir at 200 kelvin to another reservoir at 300 kelvin. If 760 joules of work are done on the pump, then in joules, how much heat is expelled from the cold reservoir? W) 304 X) 456 Y) 1520 Z) 2280 ",Y) 1520,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Chemistry,Multiple Choice,Which of the following gases would be detected at the anode when an aqueous solution of lithium fluoride is electrolyzed?  W) Hydrogen  X) Fluorine  Y) Oxygen  Z) Water ,Y) Oxygen,Short Answer,The pKa of hydrofluoric acid is 3 in aque- ous solution. What is the pH of a 0.1 molar solution of potassium fluoride? ,8,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Earth and Space,Multiple Choice,The current expansion of the universe can be modeled locally as being proportional to what power of the redshift?  W) 2  X) 1  Y) -1  Z) -2 ,X) 1,Short Answer,Identify all of the following three isotopes that are preliminary fusion isotopes in brown dwarfs: 1) Hydrogen-1; 2) Lithium- 6; 3) Deuterium. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Biology,Multiple Choice,What is the coefficient of relatedness between an uncle and his niece?  W) 50%  X) 25%  Y) 12.5%  Z) 6.25% ,Y) 25%,Short Answer,"In the germination of a bean seed, order the follow- ing three regions by increasing distance from the root: 1) Cotyledon ; 2) Epicotyl ; 3) Hypocotyl . ","3, 1, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Physics,Short Answer,"Einstein added what term to his field equations to allow for a static universe, now interpreted as a vacuum energy density? ","Cosmological constant problem (ACCEPT: Vacuum catastrophe, Lambda)",Short Answer,"A thin metal sheet is initially at rest in space. A flashlight is then beamed directly at the sheet for some time to give it a constant speed. If the intensity of the flashlight is tripled and the beaming time is halved, by what factor does the velocity of the metal sheet change? ",3 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Chemistry,Short Answer,What point on the phase diagram of a binary mixture represents the absolute minimum temperature at which the mixture will melt? ,Eutectic [yoo-TEC-tic],Short Answer,Identify all of the following three properties that describe silver bromide: 1) Water soluble; 2) Amorphous; 3) Electrically conduc- tive. ,None,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Earth and Space,Multiple Choice,At which of the following points along a gaining river will its discharge usually be highest?  W) Headwaters  X) Mouth  Y) Confluence  Z) Bifurcation ,X) Mouth,Multiple Choice,The most precipitation would be expected in which of the following places on a 500 millibar height map? W) Downstream of a ridge X) Upstream of a ridge Y) Downstream of a trough Z) Upstream of a trough ,Y) Downstream of a trough,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Biology,Short Answer,"During the reaction from glucose to form glucose- 6-phosphate, 1 ATP is used by the enzyme hexokinase. When the phosphate group is transferred, what metal ion cofactor remains bound to ATP? ",Mg2+,Short Answer,Many people who develop heat acclimatization de- velop a decreased Na+ ion concentration in their sweat and drastically reduced temperatures. Secretion of what hormone is responsible for the decreased concen- tration of Na+? ,Aldosterone,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Physics,Short Answer,Identify all of the following three types of elemen- tary particles that are fermions: 1) Gauge bosons; 2) Leptons; 3) Quarks. ,2 and 3,Multiple Choice,"Consider a system of units where astronomical units, solar masses, and years are the units of length, mass, and time. In these units, what is the value of the gravitational constant? W) 1 2π X) 1 Y) 2π Z) 4π2 ",Z) 4π2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Chemistry,Short Answer,"Upon vigorous heating, potassium nitrate releases oxygen gas to form what other compound? ",KNO2 (Accept: Potassium nitrite),Short Answer,Identify all of the following statements that are true of SN2 reactions: 1) The reaction occurs in one step; 2) The rate law is bimolecular; 3) Ethanol is a better solvent than THF for SN2 reactions ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Earth and Space,Multiple Choice,What process is likely responsible for the observation of blue stragglers in an otherwise reddish globular cluster?  W) Mass stratification  X) Extreme mass loss due to combined stellar winds  Y) Mass transfer  Z) Stellar collisions ,Y) Mass transfer,Short Answer,Mass transfer in white dwarf-red giant bi- naries can occur over long periods of time and can ultimately result in what type of bright stellar event when fusion is kickstarted on the white dwarf’s surface? ,Nova (ACCEPT: Recurrent novae; DO NOT ACCEPT: Supernova),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Biology,Short Answer,The drug L-dopa is used to treat Parkinson’s disease because it is converted to dopamine in the brain. What enzyme catalyzes this conversion? ,Dopa decarboxylase,Short Answer,"Inclusion cell disease is caused by a defective en- zyme, which phosphorylates mannose in what cellular organelle? ",Golgi Apparatus,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Physics,Short Answer,A current is flowing through an infinite wire and the magnetic field at various radial distances is measured. What is the ratio of the magnetic field measured at a radial distance R versus 2R? ,2,Short Answer,What is the term given to the observation that a quark of a single color can never be observed in isolation? ,Color confinement,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus RR5
Longtermism,Short Answer,Which 6th century pandemic killed approxi- mately 6 million people and contributed to a loss of territory by empires? ,The Plague of Justinian [jus-TIH-nee-in],Multiple Choice,"The plague of Justinian was caused by Yersinia pestis , which, despite its rare status in the modern day, still has not been eradicated. Why is it not considered a candidate for eradication? W) It is spread by animal vectors X) There is no vaccine against it Y) It can remain on surfaces for long periods of time Z) Outbreaks are too infrequent to target it for eradication ",W) It is spread by animal vectors,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
Chemistry,Multiple Choice,"Since molecular bromine readily adds across double bonds, which of the following bromine containing reagents is typically used to add bromine to the allyl position of an alkene?  W) NBS  X) AgBr  Y) HOBr  Z) CH3MgBr ",W) NBS,Multiple Choice,Which of the following best describes the char- acter of the boron-boron bond in diboron according to molecular orbital theory? W) 1 sigma bond with bond order 1 X) 2 sigma bonds with bond order 1 2 Y) 1 pi bond with bond order 1 Z) 2 pi bonds with bond order 1 2 ,Z) 2 pi bonds with bond order 1 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Prometheus DE1
