category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Multiple Choice,What type of lifting occurs when localized hotspots called thermals lift air masses into the atmosphere? W) Orographic X) Frontal Y) Convergence Z) Convective,Z) CONVECTIVE ,Multiple Choice,By which of the following mechanisms does interstellar reddening occur? W) Thomson scattering X) Compton scattering Y) Rayleigh scattering Z) Mie scattering,Y) RAYLEIGH SCATTERING,LOST
Energy,Short Answer,"Scientists at the Spallation Neutron Source probed ytterbium silicate, a magnetic rare earth silicate. At very low temperatures, most ytterbium silicate molecules occupy low energy degenerate states to form what state of matter?",BOSE EINSTEIN CONDENSATE (ACCEPT: BEC) ,Short Answer,Scientists at Argonne National Laboratory are studying soil quality. What term describes the usage of organisms to enhance the quality of soils by adding essential materials into an ecosystem?,BIOLOGICAL AUGMENTATION (ACCEPT: BIOAUGMENTATION) (REJECT: BIOREMEDIATION),LOST
Physics,Short Answer,What is the energy stored in a 40 millifarad capacitor when it is connected to a 1.5 volt AA battery in millijoules?,45 MILLIJOULES ,Short Answer,"Three quantum levels A, B, and C exist in a hydrogen atom in order of decreasing quantum number n. The wavelength of a photon emitted by a transition from A to C is 200 nanometers, while the wavelength of a photon emitted by a transition from A to B  is 300 nanometers. What is the wavelength of a photon in nanometers emitted by a transition from B to C?",600 NANOMETERS,LOST
Biology,Short Answer,Ubiquitinated proteins are recycled by what large multimeric protein complex?,PROTEASOMES ,Short Answer,Respiratory distress syndrome is caused by the lack of what substance within the lungs that lower the surface tension within alveoli?,SURFACTANTS,LOST
Chemistry,Short Answer,Order the following three gases in increasing Van der Waals a parameter at STP: 1) Helium; 2) Hydrogen fluoride; 3) Carbon dioxide.,"1, 3, 2 ",Multiple Choice,Which of the following salts is the least soluble in water at STP? W) Lithium phosphate X) Silver acetate Y) Barium hydroxide Z) Calcium chloride,W) LITHIUM PHOSPHATE,LOST
Math,Short Answer,How many ways can a fair coin be flipped 5 times such that there are more heads than tails?,16 ,Short Answer,"What is the determinant of the 3 by 3 matrix with first row 1, 0, 2; second row 3, 0, 2; and third row 3, 5, 1?",20,LOST
Earth and Space,Short Answer,"After Mount Mazama violently erupted 7,000 years ago, what type of geologic feature, currently home to Crater Lake, was created?",CALDERA ,Multiple Choice,Which of the following river dimensions would have the fastest flow rate? W) Rectangular canal with sides 5 and 10 X) Rectangular canal with sides 5 and 15 Y) Semicircular canal with radius 5 Z) Semicircular canal with radius 10,Z) SEMICIRCULAR CANAL WITH RADIUS 10,LOST
Energy,Short Answer,Scientists at Oak Ridge National Laboratory are studying more efficient ways of extracting fossil fuels that do not include fracking. From what type of sedimentary rocks are these scientists most likely extracting fossil fuels?,SHALE ,Multiple Choice,Scientists at Pacific Northwest National Laboratory are studying the effects of GDF15 on type I diabetes. Which of the following groups of animals would scientists researching type I diabetes experiment on? W) Obese diabetic mice X) Non-obese diabetic mice Y) Obese diabetic chimpanzees Z) Non-obese diabetic chimpanzees,X) NON-OBESE DIABETIC MICE,LOST
Physics,Short Answer,"During the radioactive decay of carbon 11 to boron 11, an electron is captured by the nucleus, releasing a neutrino and converting a proton in the nucleus to what subatomic particle?",NEUTRON ,Short Answer,"The motion of a 2 kilogram particle can be described by the function x(t) = 5t3 - 6t + 8. At t = 6, what is the net force acting on the particle, in newtons?",360,LOST
Biology,Multiple Choice,Which of the following is NOT derived from the ectoderm? W) Epidermis X) Teeth Y) Adrenal medulla Z) Thyroid,Z) THYROID ,Multiple Choice,Which of the following best explains why plants that lack cyclic electron flow or photorespiration grow normally under low light but struggle in intense light? W) These processes inhibit plant growth X) These processes promote plant growth Y) These processes are photoprotective Z) These processes are energy intensive,Y) THESE PROCESSES ARE PHOTOPROTECTIVE,LOST
Chemistry,Short Answer,How many unpaired electrons does a high spin Mn2+ ion have?,5 ,Short Answer,Order the following three elements in increasing electron affinity: 1) Chlorine; 2) Carbon; 3) Gold.,"2, 3, 1",LOST
Math,Short Answer,A heronian triangle has all sides of integer lengths. How many heronian triangles exist with two sides of length 7 and 11?,13 ,Short Answer,What is the coefficient of the x3 term when the polynomials -2x4 + 3x3 + 7x2 - 4x + 5 and 4x3 + 5x2 - 3x + 2 are multiplied?,-15,LOST
Earth and Space,Multiple Choice,Which of the following is NOT a difference between white and black smokers? W) Black smokers emit more sulfides X) Black smokers have a higher pH Y) Black smokers are hotter Z) Black smokers are closer to the magma source,X) BLACK SMOKERS HAVE A HIGHER pH ,Short Answer,The replacement of calcium by magnesium in calcium carbonate results in the formation of what mineral?,DOLOMITE (ACCEPT: MAGNESITE),LOST
Energy,Short Answer,Scientists at Ames National Laboratory have discovered a ferromagnetic material that is not based on rare earth metals. They added antimony impurities to an iron tin alloy that lead to greatly increased magnetic properties. What is this process generally known as?,DOPING ,Multiple Choice,"Scientists at the National Renewable Energy Laboratory are studying how to more efficiently extract gas hydrates. Once thought of as rare, they have been discovered in abundance in which of the following locations? W) Deserts X) Continental shelves Y) Glaciers Z) Rainforests",X) CONTINENTAL SHELVES,LOST
Physics,Short Answer,A satellite in circular orbit around the Earth has a potential energy of -1020 joules. What is the total mechanical energy of the satellite in joules?,"-510 (DO NOT ACCEPT: +510, 510) ",Short Answer,"When Karen crushes sugar crystals, she sees a bluish glow. What phenomenon is she observing?",TRIBOLUMINESCENCE,LOST
Biology,Multiple Choice,"Tyler, an avid Hawaiian zoologist, finds an animal in the wild with a tough exoskeleton. Which of the following additional observations is correctly matched with its identification? W) Malphigian tubules means it is a velvet worm X) Pseudocoelom means it is an annelid Y) Two membranous wings means it is a beetle Z) Book lungs means it is an arachnid",Z) BOOK LUNGS MEANS IT IS AN ARACHNID ,Short Answer,"In most cnidarians, interconnected nerve cells form what diffuse nervous system, which controls the contraction and expansion of the gastrovascular cavity? Unlike the nervous systems of other animals, this nervous system lacks clusters of neurons that perform specialized functions.",NERVE NET,LOST
Chemistry,Short Answer,"Three isomers A, B, and C isomerize through the cyclic mechanism A to B to C to A. If the enthalpies of formation of A and B are -6 and +8 kilojoules per mole, what is the enthalpy of formation of C in kilojoules per mole?",-2 ,Short Answer,"What is the ratio of the vibrational frequency of the bond in dihydrogen to the vibrational frequency of the bond in dideuterium, in simplest radical form, assuming that the bonds have equal strength?",√2,LOST
Math,Multiple Choice,What is the remainder when 22020 + 32020 is divided by 5? W) 0 X) 1 Y) 2 Z) 3,Y) 2 ,Short Answer,What is the 32nd digit to the right of the decimal point in the decimal representation of 1/14?,7,LOST
Earth and Space,Short Answer,What term describes the reconnection events on the Sun that spew out massive amounts of ionized gas from the corona?,CORONAL MASS EJECTIONS (ACCEPT: CME)  (DO NOT ACCEPT: SOLAR FLARES) ,Short Answer,What is the minimum spectral class required for a star to form an emission nebula around it?,B (ACCEPT: B1),LOST
Energy,Multiple Choice,Scientists at Lawrence Livermore National Laboratory are studying the process of cloud formation. Silver salts made from what halogen are used as condensation nuclei to seed artificial clouds? W) Fluorine X) Chlorine Y) Bromine Z) Iodine,Z) IODINE ,Short Answer,Scientists at Brookhaven National Laboratory are studying the properties of subatomic particles. What quantum property based on an intrinsic form of angular momentum is the basis for differences between the Fermi-Dirac and Bose-Einstein statistics?,SPIN,LOST
Biology,Multiple Choice,What type of receptors are least likely to be found on the plasma membrane? W) Estrogen receptor X) Adrenergic receptor Y) Cholinergic receptor Z) Dopamine receptor,W) ESTROGEN RECEPTOR ,Short Answer,Psychoactive drugs that produce hallucinatory effects such as mescaline and psilocybin typically mimic what neurotransmitter via activation of 5-HT receptors?,SEROTONIN,LOST
Math,Short Answer,What is the coefficient of the x3y2 term in the binomial expansion of (2x + y)5?,80 ,Short Answer,"A 4 by 4 by 4 magic cube is constructed with the first 64 positive integers, such that the sum of each row, column, and diagonal is equal. What is the sum of the numbers in each row of the magic cube?",130,LOST
Physics,Short Answer,"Catherine the goldfish is looking out the top of her fishbowl, which is filled with water with an index of refraction n = 1.333. To two decimal places, what is the sine of the largest angle from vertical that she can look and see outside her fishbowl?",0.75 ,Multiple Choice,"According to the Yukawa model, which particle mediates the residual strong force? W) Gluons X) Pions Y) Neutrinos Z) Tachyons",X) PIONS,LOST
Earth and Space,Short Answer,"What is the name of a body of water entrapped within an atoll or barrier islands, usually elongated parallel to the shore?",LAGOON ,Multiple Choice,"Which of the following is NOT true about Balmer lines? W) Cool stars exhibit weak Balmer lines because most of the hydrogen are found near the ground state X) Hot stars exhibit weak Balmer lines because most of the hydrogen are excited above n=2 Y) Combined with the absorption lines of other elements, it allows for precise identification of spectral class Z) Combined with the emission lines of other elements, it allows for precise identification of spectral class","Z) COMBINED WITH THE EMISSION LINES OF OTHER ELEMENTS, IT ALLOWS FOR PRECISE IDENTIFICATION OF SPECTRAL CLASS",LOST
Energy,Multiple Choice,Scientists at Brookhaven National Laboratory used electron microscopy to visualize what happens when phosphorus is exposed to oxygen at room temperature. Which thermodynamically stable allotrope of phosphorus did they use? W) White X) Red Y) Black Z) Violet,Y) BLACK ,Multiple Choice,Scientists at Los Alamos National Laboratory are studying the use of biocatalysts. One of the benefits of using biocatalysts is the ability to exclusively target one bond over another. What is this property called? W) Regiospecific X) Regioselective Y) Enantiospecific Z) Enantioselective,W) REGIOSPECIFIC,LOST
Chemistry,Short Answer,"The Coulomb equation can be modified with what parameter to derive the Born-Meyer equation for lattice energy, which accounts for the interaction between point charges in an overall lattice?",MADELUNG CONSTANT ,Short Answer,"The reduction potential for the Cu2+/Cu couple is +0.34 volts, while the reduction potential for the Cu+/Cu couple is +0.52 volts. To two significant figures, what is the reduction potential for the Cu2+/Cu+ couple in volts?",+0.16,LOST
Biology,Short Answer,"What is the term for a simple stimulus that triggers a fixed-action pattern, such as the aggressive behavior in male sticklebacks?",SIGN STIMULUS ,Multiple Choice,Which of the following best explains why the Michaelis-Menten equation does not work for allosteric enzymes? W) Cooperativity is not accounted for X) Allosteric modulators act as noncompetitive inhibitors Y) Multimeric enzymes need separate plots for each subunit Z) Allosteric enzymes cannot be saturated,W) COOPERATIVITY IS NOT ACCOUNTED FOR,LOST
Math,Multiple Choice,"In 2020, the AP test scores for all students have a standard deviation of 1. What is the standard deviation of the distribution of sample means for populations containing 625 students from the general population, according to the central limit theorem? W) 1/625 X) 1/25 Y) 1/5 Z) 1",X) 1/25 ,Short Answer,How many of the first 100 triangular numbers are divisible by 6?,33,LOST
Physics,Multiple Choice,In which direction would the angular velocity vector for the ticking second hand on a clock point? W) Clockwise  X) Counterclockwise Y) Into the clock Z) Out of the clock,Y) INTO THE CLOCK ,Multiple Choice,"A copper wire is cut in half, keeping its radius constant. By which of the following factors will its conductivity change? W) 1/2 X) 1 Y) 2 Z) 4",X) 1,LOST
Earth and Space,Short Answer,"What front forms when an immobile cold and an immobile warm front meet, creating a stagnant front line?",STATIONARY ,Short Answer,"By name or number, identify all the following three environments that would create mudcracks: 1) Continental shelves; 2) Tidal flats; 3) Playa lakes",2 AND 3 (ACCEPT: TIDAL FLATS AND PLAYA LAKES),LOST
Energy,Short Answer,"Researchers at Pacific Northwest National Laboratory have developed a faster forensics method for the detection of ricin, a deadly toxin found in castor beans. Ricin stops protein synthesis by inactivating what cellular organelles?",RIBOSOMES ,Short Answer,"Scientists at SLAC National Accelerator Laboratory used powerful laser impulses on an iron sample and discovered that iron can rearrange into different unit cell structures, such as hexagonal close packing at high enough temperatures. Identify all of the following three statements that are true about the hexagonal close packing structure of iron: 1) It contains tetrahedrally coordinated iron atoms; 2) It has a higher packing efficiency than face centered cubic packing; 3) It contains 4 iron atoms per unit cell.",NONE,LOST
Chemistry,Multiple Choice,Which of the following orbitals has the highest energy in the MO diagram of dinitrogen? W) σ2p X) σ2p* Y) π2p Z) π2p*,X) σ2p*   ,Multiple Choice,"For a reaction carried out over a wide range of temperatures, a graph is plotted of the natural log of the rate constant versus one over the temperature. In terms of the activation energy Ea X) Ea/R and ln(A) Y) -Ea/R and 1/A Z) -Ea/R and ln(A)",Z) -E​a​/R AND ln(A),LOST
Biology,Multiple Choice,Which of the following is not a part of the phylum Lycophyta?  W) Quillworts X) Liverworts Y) Club mosses Z) Spike mosses,X) LIVERWORTS ,Short Answer,What hormone acts antagonistically to juvenile hormone and is responsible for the initiation of metamorphosis within insects?,ECDYSTEROID (ACCEPT: ECDYSONE),LOST
Math,Short Answer,"How many positive integers between 1 and 160, inclusive, are divisible by 8 or 10 but not both?",32 ,Short Answer,"For two complementary angles α and β , if sin(α) + sin(β) = 1/3 , what is ? in (α) in (β) s 3 + s 3",13/27,LOST
Physics,Multiple Choice,"By Kepler’s first law, the eccentricity of a planet’s orbit must be which of the following? W) 0 X) Between 0 and 1 Y) 1 Z) Greater than 1",X) BETWEEN 0 AND 1 ,Short Answer,"Identify all of the following three choices which would increase the volume energy density between the plates of a parallel plate capacitor: 1) Increasing plate separation, holding voltage constant; 2) Increasing plate separation, holding charge constant; 3) Inserting a dielectric between the plates, holding charge constant.",NONE,LOST
Earth and Space,Multiple Choice,Droplets of lava that erupt from Kilauea and cool rapidly form what are colloquially termed Pele’s tears. What is the most accurate description of these tears? W) Phaneritic and mafic X) Phaneritic and felsic Y) Aphanitic and mafic Z) Aphanitic and felsic,Y) APHANITIC AND MAFIC ,Multiple Choice,"You are looking for Permian and Cambrian fossils along a dome that formed 250 million years ago. Where along the dome would you look for each fossil respectively? W) Permian fossils near the center, Cambrian fossils near the edge X) Permian fossils near the edge, Cambrian fossils near the center Y) Permian fossils near the top, Cambrian fossils near the bottom Z) Permian fossils near the bottom, Cambrian fossils near the top","X) PERMIAN FOSSILS NEAR THE EDGE, CAMBRIAN FOSSILS NEAR THE CENTER",LOST
Energy,Short Answer,"Scientists at the Princeton Plasma Physics Laboratory used advanced algorithms to help confine heat more efficiently in stellarators, a type of fusion reactor. The code was adapted from modelling turbulence in what torus shaped fusion reactor?",TOKAMAK ,Short Answer,"Scientists at Brookhaven National Laboratory are teaching quantum computers to apply statistical mechanics on the complex plane for both fermions and bosons. At high temperatures and low particle density, both Fermi-Dirac statistics and Bose-Einstein statistics converge on what type of particle statistics?",MAXWELL BOLTZMANN STATISTICS,LOST
Chemistry,Short Answer,What is the slope of the line produced by graphing the Gibbs free energy of an isobaric closed system against the change in total entropy in terms of the temperature T?,-1/T ,Multiple Choice,"Which of the following is closest to the hydrogen nitrogen hydrogen bond angle in urea, which has a molecular formula CO(NH2)2? W) 90 degrees X) 109.5 degrees Y) 120 degrees Z) 150 degrees",Y) 120 DEGREES,LOST
Biology,Multiple Choice,"An increase in which of the following would NOT boost the rate of glycolysis? W) AMP X) ADP Y) Citrate Z) Fructose 2,6-bisphosphate",Y) CITRATE ,Multiple Choice,Which of the following is NOT a step of SDS-PAGE? W) Adding sodium dodecyl sulfate X) Adding beta-mercaptoethanol Y) Loading protein onto the agarose medium Z) Applying a voltage across the medium,Y) LOADING ONTO AN AGAROSE MEDIUM,LOST
Math,Short Answer,A 2021 by 2021 matrix is constructed such that each row and column consists of alternating terms of zero and one. What is the determinant of the matrix?,0 ,Short Answer,How many integers b greater than 1 exist such that 500 in base b has at least three digits?,21,LOST
Physics,Short Answer,"Order the following three uniform objects from first to last to reach the bottom of an incline, if they are all rolled from the top of the incline: 1) Solid sphere; 2) Hollow sphere; 3) Hoop.","1, 2, 3 ",Multiple Choice,"Light with varying wavelengths is shone on a metal with work function W. When the kinetic energy of the electrons emitted is plotted against the inverse of the wavelength of light, which of the following are the slope and y-intercept of the nonzero portion of the graph, respectively, in terms of planck’s constant h and the speed of light c? W) hc, W/(hc) X) -hc, W/(hc) 0 Y) hc, -W/(hc) Z) -hc, -W/(hc)","Y) ​hc, -W/(hc) ​[h times c, negative W divided by hc]",LOST
Earth and Space,Multiple Choice,What group of clouds composed of thin sheets of ice crystals scatter sunlight around the Sun into a halo? W) Cirrus X) Cirrostratus Y) Altostratus Z) Nimbostratus,X) CIRROSTRATUS ,Short Answer,"When gneiss experiences high-grade metamorphism, some of the felsic silicates may melt and solidify once more, leaving igneous bands within unmelted, metamorphic mafic silicates. What type of rock has formed?",MIGMATITE,LOST
Energy,Short Answer,"Scientists at the Large Hadron Collider are discovering new hadrons made out of different numbers of quarks, such as tetraquarks and pentaquarks. What group of hadrons are made up of one quark and an antiquark, and include kaons and pions?",MESONS ,Short Answer,Scientists at the Joint Genome Institute are studying the mechanism by which introns are spliced. What group of RNA-protein complexes are responsible for guiding the spliceosome towards the ends of introns by recognizing their sequences?,snRNPs (ACCEPT: SMALL NUCLEAR RIBONUCLEOPROTEINS),LOST
Chemistry,Multiple Choice,What is the molecular geometry of xenon dioxide? W) Linear X) Bent Y) Trigonal planar Z) Trigonal pyramidal,X) BENT ,Short Answer,"A chiral catalyst causes a reaction to produce a mixture of enantiomeric products with an observed rotation of -12. However, it is known that an optically pure solution of the product has a specific rotation of -20. What is the enantiomeric excess in percent of the mixture of products?",60%,LOST
Physics,Multiple Choice,A T-S diagram can be used to visualize the changes in temperature and specific entropy that take place during a thermodynamic cycle. Which of the following quantities can be calculated as the area enclosed by a clockwise cycle on a T-S diagram? W) Entropy change X) Heat released Y) Heat absorbed Z) Thermal efficiency,Y) HEAT ABSORBED  ,Short Answer,"By name or number, list all of the following circuit components that have a non-linear relationship between voltage and current: 1) Transistor; 2) Resistor; 3) Diode.",1 AND 3,LOST
Biology,Multiple Choice,Anka is suffering from abnormal sleeping patterns where she wakes up during the night multiple times and experiences narcolepsy. Anka most likely has damage to which of the following? W) Suprachiasmatic nucleus X) Substania nigra Y) Amygdala Z) Basal nuclei,W) SUPRACHIASMATIC NUCLEUS ,Short Answer,"Allen grows a plant belonging to the Cactaceae family. After measuring the pH of the central vacuole, he realizes that the pH decreases during the day and increases during the night. Identify all of the following three statements that are true  of his plant: 1) It lacks photosystem II in its bundle-sheath cells; 2) It likely uses PEP carboxylase to fix CO2 during the day; 3) It likely possesses a high stomatal density.",NONE,LOST
Chemistry,Short Answer,"What type of isomerism is exhibited by S and R BINAP, which arise as different enantiomers due to steric hindrance preventing free rotation around a single bond?",ATROPISOMERISM ,Short Answer,Identify all of the following three statements that are true about the transition state of SN2 reactions: 1) It displays 3 center 4 electron bonding; 2) The leaving group and nucleophile display positive partial charges; 3) The nucleophile attacks at a 180 degree angle to the leaving group.,1 AND 3,LOST
Math,Short Answer,A particle moving in the x-y plane has its velocity defined parametrically such that vx(t) = 3t and vy(t) = 4t. How far does the particle travel between the times t = 0 and t = 4?,40 ,Short Answer,Two real numbers are chosen independently and uniformly at random between 0 and 1. What is the probability that the two numbers differ by no more than ⅓?,5/9,LOST
Earth and Space,Short Answer,"By name or number, identify all the following four groups of organisms that would form siliceous ooze: 1) Foraminifera; 2) Diatoms; 3) Radiolarians; 4) Coccolithophores.",2 AND 3 (ACCEPT: DIATOMS AND RADIOLARIANS) ,Short Answer,"A binary system is composed of Star A and star B. The binary system has a period of 12 years and an average distance of 12 AU. If the ratio of the distances from the center of mass for stars A and B is 2:1, what are the masses of star A and B respectively in solar masses?",4 AND 8,LOST
Energy,Multiple Choice,"Scientists at Los Alamos National Laboratory recently imaged heart RNA—long, non-coding RNA critical to stem cell programming—using small-angle X-ray scattering. What group of small non-coding RNA have a strong function in endogenous gene expression? W) miRNA X) siRNA Y) piRNA Z) giRNA",W) miRNA ,Multiple Choice,Scientists at the Joint Genome Institute are attempting to manipulate bacterial colonies to change nitrogen concentrations in ecosystems. Which of the following genera of bacteria do NOT engage in nitrogen fixation? W) Anabaena X) Nitrosomona Y) Rhizobium Z) Campylobacter,Z) CAMPYLOBACTER,LOST
Physics,Multiple Choice,Which of the following combinations of circuit components will take the longest to lose half of its energy after it is disconnected from a battery? W) 2 ohm resistor and 6 microfarad capacitor X) 3 ohm resistor and 12 microhenry inductor Y) 4 ohm resistor and 2 microfarad capacitor Z) 5 ohm resistor and 10 microhenry inductor,W) 2 OHM RESISTOR AND 6 MICROFARAD CAPACITOR ,Short Answer,Identify all of the following three changes that would increase the physical separation between intensity peaks on the screen in a double-slit diffraction setup: 1) Increasing the distance between the slits; 2) Increasing the distance between the occluding slits and the screen; 3) Decreasing the wavelength of light.,2 ONLY,LOST
Biology,Multiple Choice,Which of the following is a proto-oncogene? W) HER2 X) BRCA1 Y) APC Z) p53,W) HER2 ,Short Answer,What organ do invertebrates such as insects use to detect gravity and maintain equilibrium?,STATOCYST,LOST
Chemistry,Multiple Choice,Which of the following alkene addition reactions is NOT a syn addition? W) Catalytic hydrogenation X) Oxymercuration Y) Hydroboration-oxidation Z) Osmium tetroxide dihydroxylation,X) OXYMERCURATION ,Short Answer,Identify all of the following three statements that are true about crystal field theory: 1) All d orbitals are lowered in energy upon formation of a metal complex; 2) Octahedral complexes experience larger splitting than tetrahedral complexes; 3) Almost all tetrahedral complexes are low spin.,2 ONLY,LOST
Math,Short Answer,"By number, identify all of the following three scenarios that are examples of a type II error: 1) A doctor testing the efficacy of a new drug incorrectly concludes that the drug does not improve a patient’s symptoms; 2) A researcher testing a new sports drink incorrectly concludes that the sports drink significantly enhances performance; 3) A car manufacturer evaluating a new engine incorrectly concludes that the engine decreases fuel efficiency.",I ONLY ,Short Answer,How many two digit positive integers have the property that they are divisible by their units digit?,41,LOST
Earth and Space,Short Answer,What term is given to the icy core of the comet that releases dust to form the dust tail? ,NUCLEUS ,Short Answer,The double-exhaust model describes what group of astronomical objects that emit strong radio waves from twin-lobed hotspots?,DOUBLE-LOBED RADIO GALAXY (ACCEPT: RADIO GALAXIES),LOST
Energy,Short Answer,"Scientists at Argonne National Laboratory are studying the molecular orbitals of Fe-complexes. In hemoglobin and cytochromes, iron is bound to what heterocyclic macrocycle complexes?",PORPHYRIN RING ,Multiple Choice,Scientists at Brookhaven National Labs have been using Lanthanide Binding Tags to bind proteins and become a fluorescent locator during 3D and 2D X-Ray imaging. What is the likely use of these tags? W) To help purify the protein by increasing its affinity for pellets during gel filtration chromatography X) To increase the efficiency of protein binding during IC-PMS Y) To allow the protein to be localized with electron paramagnetic resonance spectroscopy Z) To determine the subcellular localization of the tagged proteins.,Z) TO DETERMINE THE SUBCELLULAR LOCALIZATION OF THE TAGGED PROTEINS,LOST
Physics,Short Answer,A convex lens has a focal length of 40 cm. What distance would an object have to be placed in front of the lens in centimeters such that the image distance is equal to the object distance?,80 ,Short Answer,"By name or number, list all the combinations of colors that the two quarks in a pion could have: 1) Red, anti-green; 2) Green, blue; 3) Anti-green, anti-red.",NONE,LOST
Biology,Multiple Choice,Angiotensin-converting-enzyme inhibitors are used to treat which of the following conditions? W) Hypertension X) Beriberi Y) Diabetes insipidus Z) Pernicious anemia,W) HYPERTENSION ,Short Answer,"By name or number, identify all the following three cellular junctions that are stabilized by cadherins: 1) Desmosome; 2) Adherens junction; 3) Gap junction.",1 AND 2 (ACCEPT: DESMOSOME AND ADHERENS JUNCTION),LOST
Chemistry,Multiple Choice,Which of the following describes the spontaneity of the autoionization of water? W) Spontaneous at all temperatures X) Non-spontaneous at all temperatures Y) Spontaneous at low temperatures Z) Spontaneous at high temperatures,X) NON-SPONTANEOUS AT ALL TEMPERATURES ,Short Answer,Order the following three elements in increasing third ionization energy: 1) Indium; 2) Calcium; 3) Chlorine. ,"1, 3, 2",LOST
Math,Short Answer,Express the complex number in standard form.,​i​/8 ,Short Answer,"Determine the number of ordered triplets (x, y, z) of odd positive integers such that x + y + z = 99.",1225 TOSS UP 17) EARTH AND SPACE - ​Multiple Choice ​ The drainage of Lake Agassiz led to the widespread deposition of lacustrine clays enriched with vermiculites. The fine grained materials lead to increase in boreal forest development due to the high potassium concentrations and high acidity. What basic soil order resulted from the drainage of Lake Agassiz? W) Mollisol X) Alfisol Y) Spodosol Z) Vertisol,LOST
Energy,Short Answer,"Scientists at Fermi National Accelerator Laboratory constantly detect muons formed from cosmic rays as they collide with Earth’s atmosphere. However, the  half-life calculated in laboratories is too short for these muons to reach Earth’s surface. What effect predicted by special relativity must be accounted for to predict these muons that survive longer than they should?",TIME DILATION (ACCEPT: LENGTH CONTRACTION) ,Short Answer,"Scientists at Fermilab have been studying the fluctuations of synchrotron photons and found that their oscillations closely model a poisson distribution. They produced these photons via what device, which is composed of alternating dipole magnets that rapidly oscillate electrons?",UNDULATOR,LOST
Physics,Short Answer,"Quantum nonlocality is a direct conclusion of which theorem that disproves the existence of local, hidden variable theories if quantum mechanics is to be considered?",BELL’S THEOREM ,Short Answer,"By name or number, identify all of the following three quantities that approach infinity as velocity approaches the speed of light: 1) Momentum; 2) Mass energy; 3) Total energy.",1 AND 3,LOST
Biology,Short Answer,"What specialized hyphae do arbuscular mycorrhizal fungi use to extract nutrients from, or exchange nutrients with, their plant host?",HAUSTORIA ,Short Answer,What specific enzyme is responsible for the cleavage of phospholipids into arachidonic acid and lysophosphatidic acid?,PHOSPHOLIPASE A​2,LOST
Chemistry,Multiple Choice,Which of the following molecules does NOT display 3 center 4 electron bonding? W) Phosphorus pentachloride X) Allyl anion Y) Tin tetrachloride Z) Triiodide,Y) TIN TETRACHLORIDE ,Short Answer,"According to the Debye model, the entropy of a solid at very low temperatures is proportional to the temperature raised to what power?",3,LOST
Math,Short Answer,"16 teams participate in a double elimination tournament. If the probability of each team winning each individual game is ½, what is the probability that the winner of the tournament will be undefeated?",½  ,Short Answer,"Isosceles triangle ABC has AB = AC. The angle bisector of angle ABC intersects AC at point D. Given triangle ABD is also isosceles, determine the smallest possible value of angle ABC in degrees.",360/7,LOST
Energy,Multiple Choice,Researchers at the SLAC National Accelerator Laboratory have been studying stomata mediated bacterial infections of plants. They discovered that some plants can provide immunity for other plants by activating their stomatal regulation pathways that are dependent on which of the following hormones? W) Gibberellins X) Auxins Y) Abscisic acid Z) Strigolactones,Y) ABSCISIC ACID ,Short Answer,"Researchers at Argonne National Lab have been working with orthorhombic pseudo-perovskite crystals. While cooling, negative magnetization was discovered. They measured the magnetization via the backscattering of what particle, used because it can measure events in the nanosecond time scale?",NEUTRON,LOST
Biology,Multiple Choice,Which of the following phenomena would occur when blood calcium levels are high? W) PTH release is increased X) Calcitonin release is decreased Y) Osteoblasts are inhibited Z) Osteoclasts are inhibited,Z) OSTEOCLASTS ARE INHIBITED ,Short Answer,"What is the glycocalyx of the human ovum called, through which the sperm must pass through to begin the acrosomal process?",ZONA PELLUCIDA,LOST
Math,Short Answer,"A right circular cone has base radius 3 and height 4. If the height is doubled, by what factor is the lateral surface area of the cone multiplied?",5√73  ,Short Answer,"Arnold the Ant wishes to walk from (0, 0) to (4, 4) on the Cartesian plane by only walking up or right between lattice points. However, Arnold refuses to step on the points (1, 1), (2, 2), or (3, 3) since he believes they bring bad luck. How many ways are there for Arnold to complete his journey given these restrictions?",10,LOST
Physics,Short Answer,"By name or number, indicate all of the following four quarks that have a charge of +⅔: 1) Up Quark; 2) Strange Antiquark; 3) Charm Antiquark; 4) Top Quark.",1 AND 4   ,Short Answer,Identify all of the following three statements that are true concerning semiconductor diodes: 1) Their I–V curves are symmetric; 2) They can convert alternating current to direct current; 3) The voltage drop across a forward biased diode is a function of temperature.,2 AND 3,LOST
Earth and Space,Short Answer,The Laramide Orogeny gave rise to what mountain range?,ROCKY MOUNTAINS ,Short Answer,"Give, by name or number, all of the following 3 statements which are true concerning the weathering of aluminosilicates: 1) Sodium and potassium are preferentially leached under acidic conditions; 2) Iron and magnesium are preferentially leached under basic conditions; 3) Weathering of feldspars preferentially creates kaolinite.",1 AND 3,LOST
