category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Biology,Multiple Choice,What is ground tissue that is internal to the vascular tissue typically called? W) Cortex X) Pith Y) Heartwood Z) Cork ,X) Pith,Short Answer,"You discover an enzyme with a hydrophobic pocket and 2 charged residues, Lys80 and Asp92, within the pocket. By name or number, identify all of the following three statements that are true about these residues: 1) The pKa of the Asp92 is higher than the pKa of free aspartate in water 2) The pKa of Lys80 is higher than the pKa of free lysine in water 3) The mutation Lys80 to Val80 would likely NOT destabilize the protein ",2 only,MIT 2020 round 9
Energy,Multiple Choice,"Researchers in the Li group at MIT are investigating aminoacyl-tRNA synthetase levels with regards to tRNA charging. Which of the following statements is true about tRNAs? W) tRNAs have an abundance of minor bases X) The CCA tail is located on the 5’ end of the tRNA Y) The T arm contains cytidine, a modiﬁed cytosine Z) tRNA molecules are approximately 50 to 60 nucleotides ",W) tRNAs have an abundance of minor bases,Multiple Choice,Researchers in the Li group at MIT are studying bac- terial transcription and translation. Which of the following genomic regions is found in bacteria? W) TATA box X) Pribnow box Y) CAAT box Z) GC box ,X) Pribnow box,MIT 2020 round 9
Math,Short Answer,What is the smallest composite number that is relatively prime to 630? ,121,Short Answer,What is the determinant of the following 3 by 3 matrix?   2 0 0 1 5 3 2 4 1   ,−14,MIT 2020 round 9
Physics,Multiple Choice,Which of the following occurs as a traveling wave on a string reﬂects oﬀ of a wall at a ﬁxed end? W) It reﬂects with inversion X) It reﬂects without inversion Y) It interferes with the incident wave to form a standing wave Z) It interferes perfectly destructively with the incident wave ,W) It reﬂects with inversion,Short Answer,"By name or number, for a system with the same energy levels, degeneracies, and number of particles, arrange the following 3 distributions in order of increasing expected number of particles in a given energy level: 1) Maxwell–Boltzmann 2) Fermi–Dirac 3) Bose–Einstein ","2, 1, 3",MIT 2020 round 9
Math,Short Answer,"What is the limit, as x approaches inﬁnity, of 2x/? ",0,Multiple Choice,Which of the following functions of an integer n has the fastest asymptotic growth rate as n approaches inﬁnity? W) n! X) 100n Y) 2n2 Z) nn ,Y) 2n2,MIT 2020 round 9
Energy,Multiple Choice,"Researchers in the Cummins group at MIT are explor- ing ways to synthesize strained molecules to explore the limits of chemical bonding theories. One synthetic target is tetrahedrane, with formula C4H4. What is the unsaturation number of tetrahedrane? W) 1 X) 2 Y) 3 Z) 4 ",Y) 3,Short Answer,Researchers in the Cummins group at MIT are study- ing ways to reduce phosphates sustainably to create other phosphorus related com- pounds. Answer the following 2 questions about phosphorus. 1) What is the oxidation state of phosphorus in the phosphate anion? 2) What is the most kinetically stable allotrope of elemental phosphorus at high temperatures? ,1) +5; 2) red,MIT 2020 round 9
Physics,Short Answer,The magnitude of the gravitational ﬁeld at the corner of a cube with mass m and side length s is g. What is the magnitude of the gravitational ﬁeld at the corner of a cube with the same density and side length 2s? ,2g,Short Answer,"A thin rod has a total mass of M and length L, but its mass density increases proportionally to x2, where x is the distance from one end, such that the density at that end is zero. What is the moment of inertia of this rod about that end? ",3 5ML2,MIT 2020 round 9
Biology,Multiple Choice,"If cardiac output increases, what happens to the glomerular ﬁltration rate? W) It decreases X) It increases Y) It stays the same Z) It oscillates ",X) It increases,Short Answer,"By name or number, identify all of the following four transposable elements that are NON-autonomous. 1) LINEs 2) SINEs 3) MITEs 4) Sleeping Beauty ",2 and 3,MIT 2020 round 9
Chemistry,Multiple Choice,Which of the following ligands has the highest ﬁeld splitting in octahedral complexes? W) Cyanide X) Water Y) Fluoride Z) Nitrate ,W) Cyanide,Short Answer,Rank the following four molecules in terms of in- creasing net dipole moment: 1) BCl3 2) NH3 3) HF 4) CO ,"1, 4, 2, 3",MIT 2020 round 9
Earth and Space,Multiple Choice,Which of the following objects in the solar system has the highest albedo? W) Earth’s moon X) Jupiter Y) Pluto Z) Enceladus ,Z) Enceladus,Short Answer,What term refers to a location in an ocean basin where no tidal amplitude is experienced due to the Coriolis Eﬀect? ,Amphidromic point,MIT 2020 round 9
Energy,Short Answer,"Researchers in MIT’s Quantum Matter Group recently found an exotic physical phenomenon, known as a Kohn anomaly, using data from advanced neutron and X-ray scattering probes. Kohn anomalies are anomalies in the dispersion relation of what quasiparticles, which are related to the normal modes of a crystal lattice? ",Phonons,Short Answer,"Researchers at MIT have shown that plasmon excita- tions associated with two-dimensional materials can be used to enhance and control light-matter interactions to allow typically forbidden interactions to occur. Indicate, by name or number, all of the following three statements that are true of forbidden transitions: 1) Transitions where the orbital angular momentum changes by more than 1 unit are forbidden 2) Forbidden mechanisms do not obey conservation of angular momentum 3) Metastable states decay by emitting more than one photon ",1) Transitions where the orbital angular momentum changes by more than 1 unit are forbidden,MIT 2020 round 9
Biology,Multiple Choice,What type of epithelial tissue is the human epidermis composed of? W) Simple squamous X) Stratiﬁed squamous Y) Simple columnar Z) Cuboidal ,X) Stratiﬁed squamous,Multiple Choice,Which of the following is an accurate description of treadmilling by actin? W) G-actin is below the critical concentration at the + end but not the − end X) G-actin is below the critical concentration at the − end but not the + end Y) G-actin is below the critical concentration at both the − end and the + end Z) G-actin is above the critical concentration at both the − end and the + end ,X) G-actin is below the critical concentration at the − end but not the + end,MIT 2020 round 9
Physics,Multiple Choice,"Xavier and Yousef are on either side of a 1 meter long seesaw that is currently balanced on a fulcrum. If Xavier, who is 75 kilograms, starts moving towards the other side of the seesaw at a speed of 4 meters per second, how quickly must 60-kilogram Yousef move in order to keep the seesaw at balance? W) 4 meters per second X) 5 meters per second Y) 6 meters per second Z) 8 meters per second ",X) 5 meters per second,Short Answer,"Amy and Alex are astronauts traveling at relativistic velocities with respect to each other. At some time they are at the same place, and they make some measurements that they compare with each other. Disregarding the time of travel of light and measurement, by name or number identify all of the four following measurements that both would agree on. 1) The length of Alex’s spaceship 2) The magnitude of the electric ﬁeld on Alex’s nose 3) The magnitude of a point charge 4) The rest mass energy of Amy’s spaceship ",3 and 4,MIT 2020 round 9
Math,Multiple Choice,How many unordered pairs of parallel edges does a cube have? W) 3 X) 6 Y) 12 Z) 18 ,Z) 18,Short Answer,10 lines are drawn in the plane. What is the maximum number of quadrilaterals that can be formed? ,420,MIT 2020 round 9
Chemistry,Multiple Choice,Which of these solvents would be best for an SN2 reaction? W) Benzene X) Carbon tetrachloride Y) Acetonitrile Z) Hydrobromic acid ,Y) Acetonitrile,Short Answer,"By name or number, arrange the following 3 exci- tations in terms of increasing order of energy required for the excitation: 1) Vibrational excitation 2) Rotational excitation 3) Electronic excitation ","2, 1, 3",MIT 2020 round 9
Earth and Space,Multiple Choice,Which of the following is a possible con- ﬁguration for Venus? W) Opposition X) Western quadrature Y) Superior conjunction Z) Northern elongation ,Y) Superior conjunction,Short Answer,"A certain galaxy has a known distance from Earth of 2.1 gigaparsecs. Using 70 kilometers per second per megaparsec as the Hubble parameter, what is the redshift? Use the special relativistic approximation and give your answer to the nearest tenth. ",0.7 ,MIT 2020 round 9
Biology,Multiple Choice,Which of the following neurotransmitters is the pri- mary excitatory neurotransmitter in the central nervous system? W) Acetylcholine X) GABA Y) Glycine Z) Glutamate ,Z) Glutamate,Short Answer,What speciﬁc enzyme is responsible for maintaining negative supercoiling in bacteria? ,Gyrase (do not accept: topoisomerase),MIT 2020 round 9
Physics,Multiple Choice,Which of the following best describes an ideal amme- ter? W) Inﬁnite resistance in parallel X) Inﬁnite resistance in series Y) Zero resistance in parallel Z) Zero resistance in series ,Z) Zero resistance in series,Short Answer,"What is the focal length of a biconvex lens with glass of index of refraction 3, and spherical surfaces of radius 10 meters and 20 meters? ",10/3 meters,MIT 2020 round 9
Earth and Space,Multiple Choice,"Which of the following best explains the observational diﬀerence between Seyfert galaxies and quasar host galaxies? W) Quasars are usually detected in visible light, while Seyferts are usually radio sources X) Quasars are generally much more luminous and further away, so that their host galaxy is not detected Y) Quasars have their jets oriented directly towards Earth while Seyferts have a diﬀerent orientation Z) Quasars are in elliptical active galaxies, while Seyferts are spiral ","X) Quasars are generally much more luminous and further away, so thattheir host galaxy is not detected",Multiple Choice,The formation of a reservoir by damming a river or stream will have which of the following eﬀects? W) Increase sediment deposition downstream X) Raise the stream proﬁle upstream Y) Increase downcutting upstream Z) Lower the temporary base level ,X) Raise the stream proﬁle upstream,MIT 2020 round 9
Math,Multiple Choice,"Up to rotation, how many distinct ways are there to color a spinner with seven equal sections such that each section is either red or blue? W) 8 X) 14 Y) 20 Z) 26 ",Y) 20,Multiple Choice,Andrew deﬁnes a function fis equal to the sum of the squares of the numbers 1 to x. For how many values of x in the range from 1 to 20 is fdivisible by 7? W) 5 X) 6 Y) 7 Z) 8 ,Z) 8 ,MIT 2020 round 9
Chemistry,Multiple Choice,Which of the following is the functional group formed by the condensation of a hydroxylamine with a ke- tone? W) Hydrazone X) Oxime Y) Carbamide Z) Ester ,X) Oxime,Short Answer,"What is the product when 1-chloro-2,4-dinitrobenzene is treated with sodium hydroxide? ","2,4-dinitrophenol (Accept: 1-hydroxy-2,4-dinitrophenol)",MIT 2020 round 9
Earth and Space,Short Answer,"What is the distance, to the nearest mega- parsec, of a galaxy moving at a recessional velocity of 120 kilometers per second? ",2,Short Answer,"By name or number, identify all of the following three statements that are true of the cosmic microwave background: 1) Its temperature is around 30 kelvin 2) It was formed at an early stage of the universe 3) It serves as evidence for the Big Bang ",2 and 3,MIT 2021 round 1
Math,Multiple Choice,The square of which of the following numbers has the same ﬁrst and last digit? W) 26 X) 23 Y) 17 Z) 14 ,W) 26,Short Answer,"By name or number, identify all of the following four shapes which can be the intersection of a plane and a cube: 1) Equilateral triangle 2) Square 3) Regular pentagon 4) Regular hexagon ","1, 2, 4",MIT 2021 round 1
Chemistry,Multiple Choice,Which of the following gases is the densest at room temperature? W) Helium X) Oxygen Y) Argon Z) Carbon dioxide ,Z) Carbon dioxide,Short Answer,"If Anton combusts 11 grams of propane in air, to the nearest gram, how many grams of water vapor should he expect to get? ",18 grams ,MIT 2021 round 1
Biology,Short Answer,Lactase breaks down lactose into which two molecules? ,Glucose and galactose,Short Answer,"Which molecule is reponsible for alcohol intolerance, produced by the metabolism of alcohol by alcohol dehydrogenases? ",Acetaldehyde,MIT 2021 round 1
Physics,Short Answer,"If 24 coulombs of charge ﬂow through a resistor over two seconds with a potential diﬀerence of 4 volts, what is the resistance of the resistor in ohms? ",1/3 ohms,Short Answer,"In 2019, the SI base units were redeﬁned to decrease the dependence of the base units on arbitrary physical artifacts and increase their dependence on fundamental constants. Which SI base unit was redeﬁned so that Planck’s constant would have an exact value? ",Kilogram ,MIT 2021 round 1
Energy,Multiple Choice,The Tannenbaum group at MIT studies nitrogen- containing small molecules such as nitric oxide and their eﬀects on biological systems. Which of the following eﬀects can be caused by nitric oxide? W) Vasodilation of blood vessels X) Vasoconstriction of blood vessels Y) Extension of blood vessels Z) Migration of blood vessels ,W) Vasodilation of blood vessels,Short Answer,"The Voigt group studies genetic circuits in E. coli, which may use clusters of related genes under the control of a single promoter. What are these clusters called? ",Operons,MIT 2021 round 1
Chemistry,Short Answer,"By name or number, identify all of the following three processes that are endothermic: 1) Melting of ice 2) Dissolution of sodium chloride in water 3) Dissolution of sodium hydroxide in water ",1 and 2,Multiple Choice,Which of the following is the VSEPR molecular geometry of sulfur trioxide? W) Bent X) Trigonal planar Y) Trigonal pyramidal Z) T-shaped ,X) Trigonal Planar ,MIT 2021 round 1
Energy,Short Answer,The Cummins group at MIT is studying how to reduce phosphate directly to phosphines without having white phosphorus as an intermedi- ate. What is the oxidation state of phosphorus in phosphate? ,+5 (accept: 5),Short Answer,The Cummins group at MIT is studying the synthesis of oligophosphates such as adenosine triphosphate. The synthesis of adenosine triphos- phate from adenosine diphosphate and the phosphate anion is accompanied by the elimination of what molecule? ,Water,MIT 2021 round 1
Physics,Short Answer,"What is the name of the law that relates the hydrody- namical pressure, velocity, and gravitational potential? ",Bernoulli,Multiple Choice,"When a spinning ice skater moves their hands inwards, what happens to the angular momentum and angular velocity, respectively? W) Angular momentum decreases, angular velocity increases X) Angular momentum increases, angular velocity increases Y) Angular momentum stays the same, angular velocity increases Z) Angular momentum stays the same, angular velocity decreases ","Y) Angular momentum stays the same, angular velocity increases ",MIT 2021 round 1
Math,Short Answer,What is the equation in standard form for the circle with a diameter whose endpoints are and ? ,(x − 4)2 + (y − 3)2 = 13,Short Answer,How many squares can be formed from the edges of a 6 by 6 square grid? ,91,MIT 2021 round 1
Biology,Multiple Choice,Which of the following anatomical features of ﬁnches led Charles Darwin to formulate his theory of evolution? W) Beak size X) Leg length Y) Tail plumage Z) Wingspan ,W) Beak size,Multiple Choice,Which of the following animals is most closely related to a whale? W) Cat X) Frog Y) Snake Z) Sheep ,Z) Sheep,MIT 2021 round 1
Earth and Space,Multiple Choice,Which of the following statements de- scribes the conditions under which absolute instability would occur? W) Environmental lapse rate is less than the wet adiabatic rate X) Environmental lapse rate is less than the dry adiabatic rate Y) Environmental lapse rate is greater than the wet adiabatic rate Z) Environmental lapse rate is greater than the dry adiabatic rate ,Z) Environmental lapse rate is greater than the dry adiabatic rate,Short Answer,"By name or number, order the following four ions in increasing concentration in seawater: 1) Sodium 2) Chloride 3) Calcium 4) Magnesium ","3, 4, 1, 2",MIT 2021 round 1
Energy,Short Answer,"In 2001, MIT professor Wolfgang Ketterle won the Nobel Prize in Physics for being one of the ﬁrst people to create what state of matter using an ultracold gas of sodium atoms? ",Bose-Einstein condensate,Short Answer,"Researchers in the MIT Center for Theoretical Physics are investigating the black hole information problem, which asks what happens to the information carried by an object when it falls into a black hole. This scenario is of particular interest because it appears to bring the conservation of quantum information into conﬂict with what theorem about black holes? ",No-hair theorem (accept: no-hair conjecture) ,MIT 2021 round 1
Earth and Space,Short Answer,"By name or number, order the following three cloud types by increasing altitude of where they are usually found: 1) Cirrus 2) Cumulus 3) Stratus ","3, 2, 1",Short Answer,"What term refers to the periods when glaciers advance extremely quickly, at rates of up to 100 times their normal speed? ",Surge,MIT 2021 round 1
Chemistry,Multiple Choice,Which of the following acids is NOT polyprotic? W) Phosphorous acid X) Sulfurous acid Y) Carbonic acid Z) Palmitic acid ,Z) Palmitic acid,Short Answer,"By name or number, identify all of the following three metals that would reduce aqueous Cu2+: 1) Iron 2) Silver 3) Zinc ",1 and 3 ,MIT 2021 round 1
Physics,Short Answer,An alpha particle is the nucleus of what element? ,Helium,Short Answer,"Three identical resistors in parallel are connected in series to a fourth identical resistor. If the resistance of each resistor is 15 ohms, in ohms, what is the equivalent resistance of this entire arrangement? ",20 ohms,MIT 2021 round 1
Math,Short Answer,What is the sine of the arccosine of 1 5? ,2√65,Short Answer,"Suppose that events A, B, and C all have probability 0.3. If events B and C are disjoint and event A is independent from both the other events, then what is the probability that exactly one of the events occurs? ",0.54 (accept: 27/50) ,MIT 2021 round 1
Biology,Short Answer,"In sea urchins, depolarization caused by the fusion of a sperm nucleus with an egg cytoplasm acts as a fast block to what condition in which multiple sperm fuse with a single egg? ",Polyspermy,Short Answer,"By name or number, identify all of the following three terms that accurately describe humans: 1) Deuterostomes 2) Diploblasts 3) Holoblasts ",1 and 3,MIT 2021 round 1
Physics,Short Answer,"By name or number, identify all of the following three quantities which are vectors: 1) Velocity 2) Momentum 3) Kinetic energy ",1 and 2,Multiple Choice,"At room temperature and pressure, iron displays what type of magnetism? W) Diamagnetism X) Paramagnetism Y) Ferromagnetism Z) Antiferromagnetism ",Y) Ferromagnetism,MIT 2021 round 1
Biology,Multiple Choice,A plant with red ﬂowers and a plant with white ﬂowers are crossed to produce a plant with pink ﬂowers. Which of the following best describes this type of inheritance? W) Mendelian X) Codominance Y) Incomplete dominance Z) Mitochondrial ,Y) Incomplete dominance,Multiple Choice,A certain genetic disease in humans can only be inherited from the mother. Which of the following inheritance patterns could explain this eﬀect? W) X-linked dominant X) X-linked recessive Y) Y-linked dominant Z) Mitochondrial ,Z) Mitochondrial,MIT 2021 round 1
Chemistry,Multiple Choice,What is the formal charge of the carbon atom in methanol? W) −2 X) −1 Y) 0 Z) +1 ,Y) 0,Multiple Choice,Which of the following ions does NOT have the same electron conﬁguration as argon? W) Ca2+ X) Na+ Y) Sc3+ Z) Cl– ,X) Na+,MIT 2021 round 1
Earth and Space,Multiple Choice,In which of the following layers of the atmosphere does the ozone layer primarily reside in? W) Troposphere X) Stratosphere Y) Mesosphere Z) Thermosphere ,X) Stratosphere,Short Answer,What is the name of the angle which is the steepest angle where unconsolidated granulated material remains stable at a slope? ,Angle of repose ,MIT 2021 round 1
Math,Short Answer,Two concentric circles have radii 3 and 6. What is the area of an ellipse which shares its center with these circles and is tangent to both circles? ,18π,Short Answer,What is the value of the expression ? ,−260,MIT 2021 round 1
Chemistry,Multiple Choice,Which of the following compounds is ionic in the solid state? W) PCl3 X) PCl5 Y) SF4 Z) SF6 ,X) PCl5,Short Answer,"By name or number, identify all of the following three statements that are true regarding reaction kinetics: 1) A reaction with a more negative entropy of activation will have a smaller Ar- rhenius pre-exponential factor 2) A reactions entropy of activation is strongly correlated to its Arrhenius activa- tion energy 3) A reaction’s entropy of activation is strongly correlated with the temperature dependence of the rate ",1 only,MIT 2021 round 10
Math,Short Answer,"By name or number, identify all of the following three shapes that can always be inscribed in a circle: 1) Isosceles trapezoid 2) Kite 3) Rectangle ",1 and 3,Short Answer,What is the sum of the three smallest positive numbers x such that the ﬂoor of x is equal to 14x/15? ,"45/7 TOSS-UP 4) ENERGY Short Answer Former MIT professor Jeremy England posited the hy- pothesis known as ""dissipation-driven adaptation"", which asserts that the emergence of life can be explained as a natural consequence of what physical law? ",MIT 2021 round 10
Earth and Space,Short Answer,"By name or number, identify all of the follow- ing three planets which generate internal heat from the Kelvin-Helmholtz mechanism: 1) Uranus 2) Saturn 3) Jupiter ",2 and 3,Multiple Choice,Which of the following is closest to the critical density of the universe in kilograms per meter cubed? W) 1 × 10−15 X) 1 × 10−25 Y) 1 × 10−35 Z) 1 × 10−45 ,X) 1 × 10−25,MIT 2021 round 10
Biology,Multiple Choice,On which nitrogenous base does DNA methylation usually occur? W) Adenine X) Thymine Y) Guanine Z) Cytosine ,Z) Cytosine,Short Answer,The process in which methylation patterns determine the activity of a maternal or paternal allele of a particular gene in early development is called what? ,Genomic imprinting (accept: imprinting) ,MIT 2021 round 10
Earth and Space,Short Answer,What term describes the thin strands of glass that form from the solidiﬁcation of thin strands of lava after a basaltic eruption? ,Pele’s Hair,Short Answer,"The Blandford-Znajeck process is a proposed mechanism for the extraction of energy from a rotating black hole with a strong magnetic ﬁeld. By name or number, identify all of the follwing three phenomena which could be explained by this mechanism? 1) Astrophysical Jets 2) Type II Supernovae 3) Active Galactic Nuclei ",1 and 3,MIT 2021 round 10
Physics,Short Answer,"When curved pieces of glass are placed on each other, interference of light generates a pattern of concentric circles which is often used by lensmakers to verify their lens has the proper curvature. What is the name of this pattern? ",Newton rings,Short Answer,"By name or number, identify all of the following three statements which are true regarding wavefunctions: 1) Wavefunctions must be continuous everywhere 2) The derivatives of wavefunctions must be continuous everywhere 3) The derivatives of wavefunctions must be continuous at all points where the potential is discontinuous ",1 only ,MIT 2021 round 10
Chemistry,Multiple Choice,Which of the following species is least susceptible to lithium halogen exchange with an alkyl halide? W) phenyllithium X) butyllithium Y) vinyllithium Z) lithium acetylide ,Z) lithium acetylide,Short Answer,"To the nearest whole number, how many grams of lithium are required to form one mole of butyllithium from 1-chlorobutane? ",14,MIT 2021 round 10
Biology,Multiple Choice,"Which of the following cranial nerves controls the lateral rectus muscle, which is involved in moving the eye outwards to look to the side? W) Abducens nerve X) Facial nerve Y) Oculomotor nerve Z) Trigeminal nerve ",W) Abducens (AB-duh-sins) nerve,Short Answer,"By name or number, identify all of the following three statements that are true of muscarinic receptors: 1) They are classiﬁed as ionotropic receptors 2) They are primarily involved in the parasympathetic nervous system 3) Atropine is a well-known muscarinic agonist ",2 only,MIT 2021 round 10
Energy,Short Answer,"The Langer group at MIT is currently researching drug delivery in various parts of the body, such as at the blood brain barrier. Although most drugs cannot cross the blood-brain barrier, there are a select few that can. What drug often used to treat Parkinson’s disease is able to cross the blood brain barrier and is related to dopamine? ",L-dopa (accept: levodopa),Short Answer,"The Langer group is also studying angiogenesis inhibi- tion. One pathway that activates angiogenesis is through hypoxia, which upregulates what transcription factor that further activates the important angiogenesis inducer VEGF ? ","HIF-1a (accept: HIF-1, HIF, hypoxia-inducible factor) ",MIT 2021 round 10
Math,Multiple Choice,Which of the following functions of x is continuous on all real numbers? W) x2/3 X) √x + 1 Y) 7/x Z) tan x2 ,W) x2/3,Short Answer,"Find the largest possible value of n divided by the totient of n, where n is a positive integer less than 1000. ",35/8,MIT 2021 round 10
Biology,Short Answer,"Calcitonin secretion is known to be regulated by the release of a certain stomach hormone which is secreted from the G cells. What is the name of this stomach hormone, whose primary role is to stimulate the secretion of hydrochloric acid from the parietal cells of the stomach? ",Gastrin,Short Answer,Mammary glands and ceruminous glands are an example of what kind of glandular secretion? ,Apocrine ,MIT 2021 round 10
Math,Short Answer,"By name or number, identify all of the following three polynomials that are a factor of x99 − 1: 1) x2 − 1 2) x3 − 1 3) x4 − 1 ",2 only,Short Answer,How many nondecreasing sequences of 5 positive integers have ﬁrst term 1 and last term 5? ,35,MIT 2021 round 10
Energy,Short Answer,"Researchers in the Johnson group at MIT are exploring ways to safely deliver drugs into the human body. One method they developed involves attaching the drug onto a polymer framework to make a macromolecular prodrug. One step in the synthesis involves forming an ester from a carboxylic acid and a phenol. By name or number, identify all of the following three reagents that could accomplish this transformation: 1) aqueous hydrogen chloride 2) dicyclohexylcarbodiimide 3) sodium hydroxide solution ",1 and 2,Short Answer,"Researchers in the Johnson group at MIT are study methods of synthesizing macromolecular prodrugs. To synthesize the polymer frame- work, the researchers employ a ring-opening metathesis polymerization with a Grubbs third generation catalyst. The mechanism is analagous to a standard oleﬁn metathe- sis reaction, but the monomers are cyclic oleﬁns rather than linear oleﬁns. Answer the following two questions about ring-opening metathesis polymerization. 1) If you add 5 mole percent of Grubbs catalyst, what is the expected degree of polymerization? 2) Is ring-opening metathesis polymerization step-growth or chain-growth poly- merization? ",1) 20; 2) chain-growth polymerization,MIT 2021 round 10
Physics,Short Answer,With what power of distance does the potential energy between two molecules experiencing London Dispersion Forces scale as? ,−6,Short Answer,"A solid uniform disk has mass M, radius R, and moment of inertia I. A circle of radius R/2 is drawn on the disk such that the circle passes through the center of the disk and is tangent to the edge of the disk. This circle is then cut out of the disk. In terms of I, what is the moment of inertia of the remainder of the disk? ",13I/16 ,MIT 2021 round 10
Earth and Space,Short Answer,"By name or number, identify all of the following three locations in a galaxy that one would predominately expect to ﬁnd Population 1 stars: 1) Halo 2) Spiral arms 3) Galactic disk ",2 and 3,Short Answer,"By name or number, identify all of the following three statements that are true about the Bergeron process: 1) It involves supercooled water freezing upon impact with a solid surface 2) Forming ice crystals absorb water vapor as they grow 3) Only snow and not rain can be caused by the Bergeron Process ",1 and 2,MIT 2021 round 10
Chemistry,Short Answer,"A container contains an ideal gas at a pressure of 1.5 atmospheres. An isothermal compression process compresses the gas to a quarter of its original volume. By name or number, identify all of the following three variables which increased due to the compression: 1) pressure 2) work done by the system 3) internal energy ",1 only,Short Answer,"By name or number, order the following three com- pounds in increasing order of their highest energy absorption in infrared spectroscopy: 1) acetone 2) chloroform 3) methyl amine ","2, 1, 3",MIT 2021 round 10
Biology,Multiple Choice,"Because the blood brain barrier limits the transport of most antibodies into the CNS, which of the following cells play a major role in the immune defense of the brain? W) Astrocytes X) Ependymal cells Y) Horizontal cells Z) Microglia ",Z) Microglia,Short Answer,"By name or number, identify all of the following four organisms that possess a nerve net: 1) Portuguese man o’ war 2) King sea cucumber 3) Brown recluse spider 4) Paciﬁc hagﬁsh ",1 and 2,MIT 2021 round 10
Physics,Short Answer,Suppose a certain ideal gas is observed to have an adiabatic index of 10/9. How many degrees of freedom does this imply? ,18,Short Answer,"Consider a monatomic ideal gas in the extreme rela- tivistic limit, at which its energy is linearly proportional to momentum, unlike the classical limit in which energy is quadratically proportional to momentum. Accord- ing to the equipartition theorem, what is the average energy per particle, in terms of Boltzmann’s constant k and the temperature T? ",3kT ,MIT 2021 round 10
Earth and Space,Short Answer,When the swash of a wave approaches the shoreline in an oblique fashion and the backwash is then parallel to the shore what phenomenon occurs? ,Longshore transport,Short Answer,"By name or number, identify all of the following three currents that are cold water currents: 1) California Current 2) Labrador Current 3) Gulf Stream ",1 and 2,MIT 2021 round 10
Chemistry,Short Answer,"By name or number, rank the following three sub- stances by increasing nucleophilicity: 1) Hydroxylamine 2) Ammonia 3) Water ","3, 2, 1",Short Answer,"How many nodal planes exist in the lowest unoccu- pied molecular orbital of 1,3,5-hexatriene? ",4 ,MIT 2021 round 10
Math,Multiple Choice,What mathematician discovered the ﬁrst aperiodic tiling of a plane? W) Archimedes X) Euler Y) Laplace Z) Penrose ,Z) Penrose,Short Answer,"On a circle with radius 12, minor arc AB has measure 75 degrees. What is the area of the smaller section enclosed by the circle and line segment AB? ",30π − 18 √ 2 − 18 √ 6,MIT 2021 round 10
Math,Short Answer,"In writing down all the positive integers between 1 and 200, inclusive, how many times does the digit 2 occur? ",41,Short Answer,Alice wants to remove one square from a 8 by n square grid and tile the remaining squares with pieces that are made up of three squares in the shape of an L. For how many values of n less than 20 would there exist a square which she can remove from the grid such that such a tiling is possible? ,6 ,MIT 2021 round 11
Biology,Short Answer,"In most non-primate organisms, the enzyme urate ox- idase serves to catalyze the oxidation of uric acid. In cells, urate oxidase is mostly localised in the core of what organelle? ",Peroxisome,Short Answer,"By name or number, identify all of the following three statements that are true of nucleic acid bases: 1) Adenosine deaminase catalyzes the conversion of adenosine to inosine 2) Wobble base-pairing with xanthine is a common regulatory mechanism in DNA 3) RNA strands with higher GC content tend to have higher melting points than those with lower GC content ",1 and 3,MIT 2021 round 11
Physics,Short Answer,The K-plus meson is composed of an up quark and antistrange quark. What is the net strangeness of the K-plus meson? ,1,Short Answer,"What quantity, which consists of a sum of Boltzmann factors of possible microstates, can be used in statistical mechanics to ﬁnd various state functions of the system? ",Partition function ,MIT 2021 round 11
Earth and Space,Short Answer,The COBE probe accurately measured the near-perfect black body spectrum of what phenomenon? ,Cosmic Microwave Background Radiation (accept: CMB; CMBR),Short Answer,"What class of eclipsing binaries, named after a Perseus star, is semidetached and has a star whose Roche lobe is unﬁlled? ","Algol variables (Accept: Algol-type binaries, Algol)",MIT 2021 round 11
Energy,Short Answer,The Van Voorhis group at MIT is developing new meth- ods based on density functional theory to provide an accurate description of excited electron motion in molecular systems. Density functional theory is based on what quantum mechanical principle which states that the ground state energy of a system is always less than or equal to the energy of a trial wavefunction for the system? ,Variational Principle,Short Answer,"The Van Voorhis group at MIT is currently studying methods to harness solar energy using semiconductors. By name or number, identify all of the following three statements which are true about semiconductors: 1) The valence band and conduction band do not intersect on an undoped semi- conductor. 2) Elemental silicon is a semiconductor. 3) Doping a semiconductor will result in a change in the Fermi energy ",All of them,MIT 2021 round 11
Chemistry,Multiple Choice,Which of the following real gases has a higher molar heat capacity than dioxygen? W) Dihydrogen X) Helium Y) Dinitrogen Z) Diﬂuorine ,Z) Diﬂuorine,Short Answer,"Consider a closed system consisting of some particles which are free to occupy a certain ﬁnite number of states. By name or number, indicate all of the following three statements which are true of this system as the temperature approaches inﬁnity: 1) All states have an equal probability of being occupied 2) The constant volume heat capacity approaches zero 3) Doubling the number of states will double the entropy ",1 and 2,MIT 2021 round 11
Math,Short Answer,What famous paradox in set theory considers the set of all sets which do not contain themselves? ,Russell’s paradox,Multiple Choice,Which of the following axioms is not an axiom of Zermelo- Fraenkel set theory? W) Axiom of power set X) Axiom of induction Y) Axiom of inﬁnity Z) Axiom of pairing ,X) Axiom of induction BONUS 8) BIOLOGY Short Answer What is the name of the most general process for eval- uating the mutagenic potential of certain chemicals through the use of a histidine medium? ,MIT 2021 round 11
